"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUBSTANCETYPEDISORDER","Display Value","Numeric","Low","High","Comments"
"RSUD_530","PUBLISHED","2014","WPR","BRN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","BRN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","SEAR","BTN","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","SEAR","BTN","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","BWA","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","CAF","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","CAF","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","CHL","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","CHL","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","CHN","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","CHN","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","CIV","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","COD","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","COD","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","COM","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","COM","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","CRI","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","CRI","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","CUB","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","CUB","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","CZE","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","CZE","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","DZA","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","DZA","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","ECU","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","ECU","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","EGY","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","EGY","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ESP","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ESP","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","EST","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","EST","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","ETH","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","ETH","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","FIN","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","FIN","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","FJI","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","FJI","DRUG_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","FSM","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","FSM","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","GAB","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","GAB","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","GBR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","GEO","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","GEO","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","GRC","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","GRC","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","GRD","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","GRD","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","GTM","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","GTM","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","GUY","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","GUY","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","HRV","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","HRV","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","HUN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","HUN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","IRL","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","IRL","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","IRN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","IRN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","IRQ","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","IRQ","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ISL","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ISR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ISR","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ITA","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ITA","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","JAM","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","JAM","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","JOR","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","JOR","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","KAZ","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","KAZ","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","KGZ","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","KGZ","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","KIR","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","KIR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","KOR","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","KOR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","KWT","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","KWT","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","LAO","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","LAO","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","LBN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","LBN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","LBY","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","LCA","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","LCA","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","SEAR","LKA","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","SEAR","LKA","DRUG_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","LTU","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","LTU","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","LVA","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","LVA","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","MAR","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","MAR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MDA","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MDA","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MDG","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MDG","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","MEX","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","MEX","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MKD","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MKD","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MLI","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MLI","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MLT","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MLT","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MNE","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","MNE","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","MNG","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","MNG","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MOZ","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MOZ","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MRT","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MRT","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MUS","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","MUS","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","MYS","DRUG_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","NAM","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","NAM","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","NER","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","NER","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","NGA","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","NOR","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","NOR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","SEAR","NPL","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","SEAR","NPL","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","NZL","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","NZL","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","OMN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","OMN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","PAK","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","PAK","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","PAN","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","PAN","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","PER","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","PER","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","PHL","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","PHL","DRUG_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","PNG","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","PNG","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ROU","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ROU","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","RWA","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","RWA","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SAU","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SAU","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SDN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SDN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","SEN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","SEN","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","SLB","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","SLB","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AFR","SLE","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","SLE","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","SLV","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","SLV","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SOM","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SOM","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SRB","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SRB","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SVK","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SVK","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SVN","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SVN","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SWE","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","SWE","ALCOHOL_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","SWZ","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","SWZ","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SYR","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","SYR","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","TGO","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","TGO","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","TJK","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","TJK","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","TUN","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","TUN","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","TUR","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","TUR","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","TZA","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","TZA","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","UGA","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","UKR","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","EUR","UKR","DRUG_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","AMR","URY","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","URY","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","USA","ALCOHOL_USE_AND_DISORDERS","Most (61-100%)","","","",""
"RSUD_530","PUBLISHED","2014","AMR","USA","DRUG_USE_AND_DISORDERS","Some (11-30%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","UZB","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","EUR","UZB","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","VNM","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","VNM","ALCOHOL_USE_AND_DISORDERS","None","","","",""
"RSUD_530","PUBLISHED","2014","WPR","VUT","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","WPR","VUT","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","ZMB","ALCOHOL_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","ZMB","DRUG_USE_AND_DISORDERS","Few (1-10%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","ZWE","ALCOHOL_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","AFR","ZWE","DRUG_USE_AND_DISORDERS","Many (31-60%)","","","",""
"RSUD_530","PUBLISHED","2014","EMR","AFG","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EMR","AFG","DRUG_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","AFR","AGO","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","AFR","AGO","DRUG_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ALB","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EUR","ALB","DRUG_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EUR","AND","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EUR","AND","DRUG_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","AMR","ATG","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","AMR","ATG","DRUG_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EUR","BEL","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","EUR","BEL","DRUG_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","AFR","BEN","ALCOHOL_USE_AND_DISORDERS","No data","","","",""
"RSUD_530","PUBLISHED","2014","AFR","BEN","DRUG_USE_AND_DISORDERS","No data","","","",""
