"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AWARENESSACTIVITYTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","ARM","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_YOUNG_PEOPLES_DRINKING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_PREGNANCY_AND_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","MDA","SA_YOUNG_PEOPLES_DRINKING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","TON","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","LVA","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_YOUNG_PEOPLES_DRINKING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_ALCOHOLS_IMPACT_ON_HEALTH","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","SRB","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_ILLEGAL_SURROGATE_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_PREGNANCY_AND_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_PREGNANCY_AND_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_DRINK_DRIVING","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_PREGNANCY_AND_ALCOHOL","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_ALCOHOL_AT_WORK","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","NRU","SA_PREGNANCY_AND_ALCOHOL","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","AUT","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","AUT","SA_DRINK_DRIVING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","AUT","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","BGR","SA_ALCOHOL_AT_WORK","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","BGR","SA_INDIGENOUS_PEOPLE","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CYP","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CYP","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","DNK","SA_ALCOHOL_AT_WORK","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","EST","SA_ALCOHOLS_IMPACT_ON_HEALTH","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","FIN","SA_SOCIAL_HARMS","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","FRA","SA_ALCOHOLS_IMPACT_ON_HEALTH","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","GRC","SA_SOCIAL_HARMS","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","GRC","SA_ALCOHOL_AT_WORK","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ISL","SA_PREGNANCY_AND_ALCOHOL","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ISL","SA_SOCIAL_HARMS","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ITA","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ITA","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ITA","SA_INDIGENOUS_PEOPLE","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","LTU","SA_ALCOHOLS_IMPACT_ON_HEALTH","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","LTU","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","MLT","SA_ALCOHOLS_IMPACT_ON_HEALTH","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","MLT","SA_SOCIAL_HARMS","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","NOR","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","NOR","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","PRT","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","PRT","SA_DRINK_DRIVING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SVK","SA_SOCIAL_HARMS","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SVK","SA_ALCOHOLS_IMPACT_ON_HEALTH","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ESP","SA_DRINK_DRIVING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SWE","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CHE","SA_SOCIAL_HARMS","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CHE","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","TUR","SA_PREGNANCY_AND_ALCOHOL","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","GBR","SA_PREGNANCY_AND_ALCOHOL","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_ALCOHOL_AT_WORK","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","GIN","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_ALCOHOLS_IMPACT_ON_HEALTH","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_SOCIAL_HARMS","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","YEM","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","CMR","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_YOUNG_PEOPLES_DRINKING","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_ALCOHOLS_IMPACT_ON_HEALTH","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_DRINK_DRIVING","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_ALCOHOLS_IMPACT_ON_HEALTH","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","SLB","SA_ALCOHOLS_IMPACT_ON_HEALTH","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","SDN","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","SDN","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","SEAR","TLS","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","SEAR","TLS","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_PREGNANCY_AND_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_INDIGENOUS_PEOPLE","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_ILLEGAL_SURROGATE_ALCOHOL","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_ALCOHOL_AT_WORK","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_YOUNG_PEOPLES_DRINKING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_ALCOHOL_AT_WORK","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_ALCOHOLS_IMPACT_ON_HEALTH","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","AUS","SA_PREGNANCY_AND_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","AUT","SA_YOUNG_PEOPLES_DRINKING","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","SAU","SA_INDIGENOUS_PEOPLE","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","TUV","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","AUT","SA_PREGNANCY_AND_ALCOHOL","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","HRV","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","HRV","SA_PREGNANCY_AND_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CYP","SA_PREGNANCY_AND_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CYP","SA_ALCOHOLS_IMPACT_ON_HEALTH","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","EST","SA_ALCOHOL_AT_WORK","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","EST","SA_SOCIAL_HARMS","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","FIN","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","FIN","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","GRC","SA_INDIGENOUS_PEOPLE","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","GRC","SA_ALCOHOLS_IMPACT_ON_HEALTH","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","HUN","SA_INDIGENOUS_PEOPLE","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","HUN","SA_ILLEGAL_SURROGATE_ALCOHOL","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ITA","SA_ALCOHOL_AT_WORK","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ITA","SA_DRINK_DRIVING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","LVA","SA_INDIGENOUS_PEOPLE","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","LTU","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","MLT","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","NLD","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","NLD","SA_SOCIAL_HARMS","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","NOR","SA_PREGNANCY_AND_ALCOHOL","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","NOR","SA_ALCOHOL_AT_WORK","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","PRT","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ROU","SA_DRINK_DRIVING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","ROU","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SVK","SA_ALCOHOL_AT_WORK","no","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SVK","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SWE","SA_ILLEGAL_SURROGATE_ALCOHOL","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","SWE","SA_INDIGENOUS_PEOPLE","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CHE","SA_ALCOHOLS_IMPACT_ON_HEALTH","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2011","EUR","CHE","SA_YOUNG_PEOPLES_DRINKING","yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_DRINK_DRIVING","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_ALCOHOLS_IMPACT_ON_HEALTH","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","LAO","SA_YOUNG_PEOPLES_DRINKING","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_ALCOHOLS_IMPACT_ON_HEALTH","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_SOCIAL_HARMS","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","SOM","SA_INDIGENOUS_PEOPLE","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EMR","SOM","SA_ALCOHOL_AT_WORK","","","","","missing data"
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_PREGNANCY_AND_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","TZA","SA_YOUNG_PEOPLES_DRINKING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","TZA","SA_ILLEGAL_SURROGATE_ALCOHOL","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","TZA","SA_ALCOHOL_AT_WORK","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_DRINK_DRIVING","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_ALCOHOLS_IMPACT_ON_HEALTH","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","WPR","CMR","SA_DRINK_DRIVING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_SOCIAL_HARMS","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_INDIGENOUS_PEOPLE","No","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_PREGNANCY_AND_ALCOHOL","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_YOUNG_PEOPLES_DRINKING","Yes","","","",""
"SA_0000001647_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_ALCOHOL_AT_WORK","Yes","","","",""
