"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUD_HIVHEP_CT","Display Value","Numeric","Low","High","Comments"
"RSUD_620","PUBLISHED","2014","EUR","BLR","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","BLR","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","BLR","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","BLR","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","BLR","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BLZ","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BLZ","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BLZ","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BLZ","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRA","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRA","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRA","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRA","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRA","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRB","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRB","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRB","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRB","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","BRB","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","BRN","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","BRN","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","BRN","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","BRN","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","BRN","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","BWA","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","BWA","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","BWA","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","BWA","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","BWA","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CAF","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CAF","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CAF","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CAF","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CAF","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CHE","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CHE","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CHE","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CHE","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CHE","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CHL","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CHL","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CHL","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CHL","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CHL","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","CHN","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","CHN","CT_HEPTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","CHN","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","CHN","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","CHN","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CIV","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","CIV","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COD","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COD","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COD","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COD","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COD","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COG","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COG","CT_HIVARVTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COG","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COG","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COG","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COM","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","COM","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CRI","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CRI","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CRI","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CRI","CT_HEPVACCINATION","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CRI","CT_HEPTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CUB","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CUB","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CUB","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CUB","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","CUB","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CYP","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CYP","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CZE","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CZE","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CZE","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CZE","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","CZE","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","DOM","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","DOM","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","DOM","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","DOM","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","DOM","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","DZA","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","DZA","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","DZA","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","DZA","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","DZA","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","ECU","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","ECU","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","EGY","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","EGY","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ESP","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ESP","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ESP","CT_HIVARVTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ESP","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ESP","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","ETH","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","ETH","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","ETH","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","ETH","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","ETH","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FIN","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FIN","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FIN","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FIN","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FIN","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FJI","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FJI","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FRA","CT_HIVARVTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FRA","CT_HEPTREATMENT","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FRA","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FRA","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","FRA","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FSM","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FSM","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FSM","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FSM","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","WPR","FSM","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GBR","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GBR","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GBR","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GBR","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GBR","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GEO","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GEO","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GEO","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GEO","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GEO","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","GHA","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","GHA","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","AFR","GHA","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","GHA","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AFR","GHA","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GRC","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GRC","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GRC","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GRC","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","GRC","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GRD","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GRD","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GRD","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GRD","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GRD","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GUY","CT_HIVTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GUY","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GUY","CT_HEPTESTINGANDCOUNSELLING","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GUY","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","AMR","GUY","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HRV","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HRV","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HRV","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HRV","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HRV","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HUN","CT_HIVARVTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HUN","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HUN","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HUN","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","HUN","CT_HEPTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IDN","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IDN","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IDN","CT_HIVARVTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IDN","CT_HEPTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IDN","CT_HEPVACCINATION","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IND","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IND","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IND","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","SEAR","IND","CT_HIVTESTINGANDCOUNSELLING","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","IRL","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","IRL","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","IRL","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","IRL","CT_HIVARVTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","IRL","CT_HEPTREATMENT","Some (11-30%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRN","CT_HIVTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRN","CT_HEPTESTINGANDCOUNSELLING","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRN","CT_HIVARVTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRN","CT_HEPVACCINATION","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRN","CT_HEPTREATMENT","None","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRQ","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRQ","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRQ","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRQ","CT_HEPVACCINATION","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EMR","IRQ","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISL","CT_HIVTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISL","CT_HIVARVTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISL","CT_HEPTESTINGANDCOUNSELLING","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISL","CT_HEPTREATMENT","Most (61-100%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISR","CT_HEPVACCINATION","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISR","CT_HEPTREATMENT","Few (1-10%)","","","",""
"RSUD_620","PUBLISHED","2014","EUR","ISR","CT_HIVTESTINGANDCOUNSELLING","Many (31-60%)","","","",""
