"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201508","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201509","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201510","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201511","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201512","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201513","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201514","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201515","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201516","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201517","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201518","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201519","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201520","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201521","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201522","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201523","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201524","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201525","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201526","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201527","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201528","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201529","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201530","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201531","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201532","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201533","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","","AFGDHS201534","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","","ALBMICS200001","","14.1 [9.2-21.0]","14.00000","9.00000","21.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","","ALBMICS200002","","17.8 [12.7-24.5]","18.00000","13.00000","24.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","","ALBMICS200003","","19.0 [14.2-24.9]","19.00000","14.00000","25.00000",""
"uwgt5","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","","ALBRHS200201","","No data","","","","Not available."
"uwgt5","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","","ALBRHS200202","","No data","","","","Not available."
"uwgt5","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","","ALBRHS200203","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","","ALBMICS200501","","9.2 [6.0-14.0]","9.00000","6.00000","14.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","","ALBMICS200502","","5.5 [3.1-9.7]","6.00000","3.00000","10.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","","ALBMICS200503","","7.7 [4.8-12.0]","8.00000","5.00000","12.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","","ALBMICS200504","","3.8 [2.0-7.2]","4.00000","2.00000","7.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","","ALBDHS200801","","4.9 [3.1-7.8]","5.00000","3.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","","ALBDHS200802","","7.9 [5.6-11.1]","8.00000","6.00000","11.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","","ALBDHS200803","","10.8 [8.2-14.1]","11.00000","8.00000","14.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","","ALBDHS200804","","3.6 [1.6-7.8]","4.00000","2.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201701","","0.4 [0.1-3.2]","0.00000","0.00000","3.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201702","","2.3 [1.0-5.0]","2.00000","1.00000","5.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201703","","2.3 [0.8-6.4]","2.00000","1.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201704","","1.5 [0.5-4.0]","1.00000","1.00000","4.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201705","","0.8 [0.2-3.3]","1.00000","0.00000","3.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201706","","3.1 [1.3-7.5]","3.00000","1.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201707","","1.6 [0.5-4.8]","2.00000","1.00000","5.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201708","","2.2 [1.0-4.7]","2.00000","1.00000","5.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201709","","4.0 [1.9-8.3]","4.00000","2.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201710","","1.6 [0.4-6.3]","2.00000","0.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201711","","0.8 [0.1-5.7]","1.00000","0.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201712","","0.5 [0.1-3.8]","1.00000","0.00000","4.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","","DZAMICS200001","","2.8 [1.6-4.7]","3.00000","2.00000","5.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","","DZAMICS200002","","4.1 [2.7-6.1]","4.00000","3.00000","6.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","","DZAMICS200003","","5.4 [4.2-6.8]","5.00000","4.00000","7.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","","DZAMICS200004","","13.2 [10.1-17.1]","13.00000","10.00000","17.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","","DZAMICS200601","","2.6 [2.1-3.3]","3.00000","2.00000","3.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","","DZAMICS200602","","3.0 [2.4-3.9]","3.00000","2.00000","4.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","","DZAMICS200603","","3.4 [2.7-4.2]","3.00000","3.00000","4.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","","DZAMICS200604","","6.7 [5.6-7.9]","7.00000","6.00000","8.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201201","","3.7 [2.9-4.6]","4.00000","3.00000","5.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201202","","3.6 [2.5-5.2]","4.00000","3.00000","5.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201203","","3.9 [3.1-4.8]","4.00000","3.00000","5.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201204","","1.8 [1.2-2.6]","2.00000","1.00000","3.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201205","","2.8 [1.9-4.1]","3.00000","2.00000","4.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201206","","3.6 [2.7-4.8]","4.00000","3.00000","5.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201207","","4.9 [3.9-6.2]","5.00000","4.00000","6.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199602","","24.4 [24.0-24.9]","24.00000","24.00000","25.00000","Attention - Estimate is based on 25-49 cases."
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199603","","47.0 [35.9-58.3]","47.00000","36.00000","58.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199604","","17.7 [13.2-23.3]","18.00000","13.00000","23.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199605","","49.8 [30.0-69.6]","50.00000","30.00000","70.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199606","","38.9 [30.8-47.7]","39.00000","31.00000","48.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199607","","36.9 [26.6-48.6]","37.00000","27.00000","49.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199608","","18.3 [12.1-26.7]","18.00000","12.00000","27.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199609","","29.5 [23.1-36.9]","30.00000","23.00000","37.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199610","","58.7 [47.5-69.0]","59.00000","47.00000","69.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199611","","39.7 [31.6-48.3]","40.00000","32.00000","48.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199612","","32.4 [22.5-44.1]","32.00000","22.00000","44.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199613","","21.4 [21.4-21.4]","21.00000","21.00000","21.00000","Attention - Estimate is based on 25-49 cases."
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199614","","18.7 [8.5-36.0]","19.00000","9.00000","36.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199615","","41.8 [36.8-46.9]","42.00000","37.00000","47.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199616","","28.7 [19.7-40.0]","29.00000","20.00000","40.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199617","","18.4 [11.6-27.8]","18.00000","12.00000","28.00000",""
"uwgt5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199618","","28.1 [0.0-0.0]","28.00000","0.00000","0.00000","Attention - Estimate is based on 25-49 cases."
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201501","","17.2 [12.4-23.2]","17.00000","12.00000","23.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201502","","15.7 [12.9-19.0]","16.00000","13.00000","19.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201503","","21.7 [16.7-27.7]","22.00000","17.00000","28.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201504","","10.4 [7.1-15.1]","10.00000","7.00000","15.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201505","","23.9 [19.0-29.6]","24.00000","19.00000","30.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201506","","30.8 [26.0-36.0]","31.00000","26.00000","36.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201507","","21.6 [17.0-27.0]","22.00000","17.00000","27.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201508","","23.1 [18.6-28.4]","23.00000","19.00000","28.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201509","","21.2 [17.1-26.0]","21.00000","17.00000","26.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201510","","27.8 [22.3-34.1]","28.00000","22.00000","34.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201511","","12.9 [9.7-17.1]","13.00000","10.00000","17.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201512","","19.4 [14.5-25.4]","19.00000","15.00000","25.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201513","","17.1 [14.1-20.6]","17.00000","14.00000","21.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201514","","18.9 [14.9-23.6]","19.00000","15.00000","24.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201515","","21.8 [17.0-27.5]","22.00000","17.00000","28.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201516","","15.8 [12.2-20.2]","16.00000","12.00000","20.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201517","","21.5 [17.6-26.0]","21.00000","18.00000","26.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201518","","12.2 [7.5-19.2]","12.00000","8.00000","19.00000",""
"uwgt5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","","ARGMICS201101","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","","ARGMICS201102","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","","ARGMICS201103","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","","ARGMICS201104","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","","ARGMICS201105","","No data","","","","Not available."
"uwgt5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","","ARGMICS201106","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200001","","2.0 [0.6-6.2]","2.00000","1.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200002","","2.0 [0.6-6.7]","2.00000","1.00000","7.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200003","","1.4 [0.3-6.3]","1.00000","0.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200004","","6.3 [2.1-17.2]","6.00000","2.00000","17.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200005","","6.8 [2.5-17.1]","7.00000","3.00000","17.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200006","","0.9 [0.1-8.4]","1.00000","0.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200007","","2.4 [0.5-10.4]","2.00000","0.00000","10.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200008","","4.1 [1.1-13.9]","4.00000","1.00000","14.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200009","","1.4 [0.3-6.3]","1.00000","0.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200010","","3.4 [2.7-4.3]","3.00000","3.00000","4.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200011","","1.6 [0.6-4.0]","2.00000","1.00000","4.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200501","","1.6 [0.2-14.2]","2.00000","0.00000","14.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200502","","5.0 [1.0-21.3]","5.00000","1.00000","21.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200503","","0.4 [0.0-3.5]","0.00000","0.00000","4.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200504","","4.3 [1.2-14.3]","4.00000","1.00000","14.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200505","","1.7 [0.2-12.5]","2.00000","0.00000","12.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200506","","3.3 [0.6-15.3]","3.00000","1.00000","15.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200507","","15.8 [9.1-26.0]","16.00000","9.00000","26.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200508","","0.9 [0.1-7.7]","1.00000","0.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200509","","4.6 [1.5-12.8]","5.00000","2.00000","13.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200510","","10.7 [2.8-33.2]","11.00000","3.00000","33.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200511","","3.9 [1.8-8.4]","4.00000","2.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201001","","6.0 [2.1-15.7]","6.00000","2.00000","16.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201002","","17.8 [10.1-29.5]","18.00000","10.00000","30.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201003","","9.2 [4.0-19.7]","9.00000","4.00000","20.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201004","","7.9 [3.1-18.4]","8.00000","3.00000","18.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201005","","1.7 [0.5-5.5]","2.00000","1.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201006","","4.4 [1.7-11.1]","4.00000","2.00000","11.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201007","","4.0 [1.7-9.4]","4.00000","2.00000","9.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201008","","5.3 [2.0-13.5]","5.00000","2.00000","13.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201009","","4.9 [2.2-10.3]","5.00000","2.00000","10.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201010","","2.9 [0.5-16.4]","3.00000","0.00000","16.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201011","","2.5 [1.0-6.3]","3.00000","1.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201501","","14.3 [7.3-26.1]","14.00000","7.00000","26.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201502","","2.8 [1.1-6.6]","3.00000","1.00000","7.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201503","","4.8 [2.4-9.4]","5.00000","2.00000","9.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201504","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201505","","1.2 [0.3-4.8]","1.00000","0.00000","5.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201506","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201507","","2.4 [0.9-6.0]","2.00000","1.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201508","","4.4 [1.7-10.8]","4.00000","2.00000","11.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201509","","1.0 [0.1-7.3]","1.00000","0.00000","7.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201510","","1.5 [0.2-11.1]","1.00000","0.00000","11.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201511","","1.9 [0.7-5.1]","2.00000","1.00000","5.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200601","","3.3 [1.8-5.9]","3.00000","2.00000","6.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200602","","14.0 [9.0-21.1]","14.00000","9.00000","21.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200603","","3.6 [1.6-7.7]","4.00000","2.00000","8.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200604","","11.0 [5.9-19.8]","11.00000","6.00000","20.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200605","","6.9 [4.4-10.6]","7.00000","4.00000","11.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200606","","11.7 [7.9-17.0]","12.00000","8.00000","17.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200607","","4.1 [1.5-10.5]","4.00000","2.00000","10.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200608","","15.0 [6.6-30.6]","15.00000","7.00000","31.00000",""
"uwgt5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200609","","2.3 [1.0-5.4]","2.00000","1.00000","5.00000",""
"uwgt5","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","","BGDDHS199301","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","","BGDDHS199302","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","","BGDDHS199303","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","","BGDDHS199304","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","","BGDDHS199305","","No data","","","","Not available."
"uwgt5","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","","BGDDHS199601","","55.4 [47.5-63.0]","55.00000","48.00000","63.00000",""
"uwgt5","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","","BGDDHS199602","","56.6 [52.9-60.2]","57.00000","53.00000","60.00000",""
"uwgt5","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","","BGDDHS199603","","52.3 [48.0-56.6]","52.00000","48.00000","57.00000",""
