"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201505","","24.7 [21.6-28.2]","25.00000","22.00000","28.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201506","","13.2 [10.1-17.2]","13.00000","10.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201507","","13.6 [10.3-17.7]","14.00000","10.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201508","","11.6 [8.5-15.8]","12.00000","8.00000","16.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201509","","14.0 [9.0-21.3]","14.00000","9.00000","21.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201510","","21.5 [16.7-27.3]","22.00000","17.00000","27.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201511","","12.3 [10.0-15.1]","12.00000","10.00000","15.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201512","","26.1 [22.3-30.2]","26.00000","22.00000","30.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201513","","11.0 [8.7-13.9]","11.00000","9.00000","14.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201514","","12.0 [10.0-14.4]","12.00000","10.00000","14.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201515","","5.5 [2.9-10.0]","5.00000","3.00000","10.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201516","","0.5 [0.2-1.1]","1.00000","0.00000","1.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201517","","7.2 [4.6-11.0]","7.00000","5.00000","11.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201518","","7.6 [5.6-10.2]","8.00000","6.00000","10.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201519","","12.4 [9.9-15.6]","12.00000","10.00000","16.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201520","","4.3 [2.5-7.2]","4.00000","2.00000","7.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201521","","13.1 [10.1-16.7]","13.00000","10.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201522","","10.1 [7.7-13.3]","10.00000","8.00000","13.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201523","","14.5 [11.7-17.7]","14.00000","12.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201524","","11.0 [8.1-14.9]","11.00000","8.00000","15.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201525","","11.8 [9.2-14.9]","12.00000","9.00000","15.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201526","","26.7 [17.7-38.2]","27.00000","18.00000","38.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201527","","25.7 [15.5-39.6]","26.00000","15.00000","40.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201528","","11.8 [8.4-16.3]","12.00000","8.00000","16.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201529","","12.1 [9.8-15.0]","12.00000","10.00000","15.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201530","","14.9 [12.6-17.4]","15.00000","13.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201531","","13.4 [10.1-17.5]","13.00000","10.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201532","","58.2 [54.0-62.3]","58.00000","54.00000","62.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201533","","26.2 [19.8-33.7]","26.00000","20.00000","34.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201534","","26.3 [22.0-31.1]","26.00000","22.00000","31.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200001","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200002","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200003","","No data","","","","Not available."
"cpmowho","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200201","","No data","","","","Not available."
"cpmowho","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200202","","No data","","","","Not available."
"cpmowho","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200203","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200501","","20.5 [16.3-25.5]","21.00000","16.00000","25.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200502","","20.7 [16.2-26.2]","21.00000","16.00000","26.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200503","","34.1 [27.3-41.6]","34.00000","27.00000","42.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200504","","24.2 [20.2-28.6]","24.00000","20.00000","29.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200801","","9.1 [7.6-10.9]","9.00000","8.00000","11.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200802","","10.6 [9.0-12.5]","11.00000","9.00000","13.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200803","","11.5 [9.8-13.4]","11.00000","10.00000","13.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200804","","13.2 [9.3-18.3]","13.00000","9.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201701","","8.3 [6.2-10.9]","8.00000","6.00000","11.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201702","","2.7 [1.7-4.3]","3.00000","2.00000","4.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201703","","1.3 [0.6-3.0]","1.00000","1.00000","3.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201704","","4.6 [3.2-6.6]","5.00000","3.00000","7.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201705","","3.5 [2.3-5.2]","3.00000","2.00000","5.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201706","","5.4 [3.4-8.3]","5.00000","3.00000","8.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201707","","4.3 [2.9-6.3]","4.00000","3.00000","6.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201708","","2.0 [0.8-5.2]","2.00000","1.00000","5.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201709","","2.9 [1.4-5.9]","3.00000","1.00000","6.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201710","","3.5 [1.8-6.7]","4.00000","2.00000","7.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201711","","3.2 [2.1-4.8]","3.00000","2.00000","5.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201712","","5.7 [3.5-9.1]","6.00000","3.00000","9.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200001","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200002","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200003","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200004","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200601","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200602","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200603","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","","DZAMICS200604","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201201","","48.1 [45.7-50.6]","48.00000","46.00000","51.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201202","","47.9 [44.9-50.8]","48.00000","45.00000","51.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201203","","55.5 [53.1-57.9]","55.00000","53.00000","58.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201204","","49.9 [47.7-52.1]","50.00000","48.00000","52.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201205","","55.0 [52.8-57.2]","55.00000","53.00000","57.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201206","","55.3 [53.2-57.3]","55.00000","53.00000","57.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201207","","35.7 [32.9-38.5]","36.00000","33.00000","39.00000",""
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199602","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199603","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199604","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199605","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199606","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199607","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199608","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199609","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199610","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199611","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199612","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199613","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199614","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199615","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199616","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199617","","No data","","","","Not available."
"cpmowho","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199618","","No data","","","","Not available."
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201501","","14.1 [10.8-18.2]","14.00000","11.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201502","","8.3 [5.5-12.5]","8.00000","5.00000","13.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201503","","4.3 [3.1-5.8]","4.00000","3.00000","6.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201504","","23.0 [18.9-27.7]","23.00000","19.00000","28.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201505","","4.7 [2.3-9.3]","5.00000","2.00000","9.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201506","","4.5 [2.1-9.3]","5.00000","2.00000","9.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201507","","9.4 [6.0-14.4]","9.00000","6.00000","14.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201508","","2.0 [1.1-3.7]","2.00000","1.00000","4.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201509","","11.3 [8.0-15.7]","11.00000","8.00000","16.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201510","","5.4 [3.5-8.4]","5.00000","3.00000","8.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201511","","2.0 [0.8-5.0]","2.00000","1.00000","5.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201512","","3.8 [1.9-7.6]","4.00000","2.00000","8.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201513","","1.2 [0.3-4.0]","1.00000","0.00000","4.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201514","","18.1 [13.7-23.5]","18.00000","14.00000","23.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201515","","8.2 [5.4-12.4]","8.00000","5.00000","12.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201516","","8.3 [5.1-13.4]","8.00000","5.00000","13.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201517","","3.9 [2.0-7.5]","4.00000","2.00000","8.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201518","","3.5 [1.6-7.8]","4.00000","2.00000","8.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201101","","55.4 [52.0-58.7]","55.00000","52.00000","59.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201102","","39.7 [37.5-42.0]","40.00000","38.00000","42.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201103","","48.3 [45.9-50.6]","48.00000","46.00000","51.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201104","","44.5 [41.4-47.5]","44.00000","41.00000","48.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201105","","59.5 [56.9-62.0]","59.00000","57.00000","62.00000",""
"cpmowho","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201106","","57.6 [55.3-59.9]","58.00000","55.00000","60.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200001","","14.6 [12.0-17.8]","15.00000","12.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200002","","25.8 [21.2-31.1]","26.00000","21.00000","31.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200003","","18.0 [15.3-21.0]","18.00000","15.00000","21.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200004","","18.3 [13.9-23.6]","18.00000","14.00000","24.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200005","","21.1 [16.0-27.3]","21.00000","16.00000","27.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200006","","14.0 [9.6-20.1]","14.00000","10.00000","20.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200007","","23.7 [19.2-28.9]","24.00000","19.00000","29.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200008","","12.7 [9.4-16.9]","13.00000","9.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200009","","15.0 [11.1-19.9]","15.00000","11.00000","20.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200010","","21.8 [16.7-27.8]","22.00000","17.00000","28.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200011","","28.1 [24.9-31.6]","28.00000","25.00000","32.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200501","","23.0 [14.0-35.3]","23.00000","14.00000","35.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200502","","16.6 [13.0-20.9]","17.00000","13.00000","21.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200503","","12.6 [9.1-17.2]","13.00000","9.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200504","","16.4 [11.9-22.2]","16.00000","12.00000","22.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200505","","22.1 [16.1-29.5]","22.00000","16.00000","29.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200506","","11.3 [7.9-16.0]","11.00000","8.00000","16.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200507","","16.3 [13.0-20.3]","16.00000","13.00000","20.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200508","","16.5 [12.0-22.3]","17.00000","12.00000","22.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200509","","18.6 [15.2-22.6]","19.00000","15.00000","23.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200510","","16.8 [12.4-22.5]","17.00000","12.00000","22.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200511","","25.4 [22.0-29.0]","25.00000","22.00000","29.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201001","","21.6 [15.9-28.7]","22.00000","16.00000","29.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201002","","22.8 [17.6-29.0]","23.00000","18.00000","29.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201003","","22.0 [17.0-27.9]","22.00000","17.00000","28.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201004","","18.5 [14.1-23.9]","18.00000","14.00000","24.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201005","","35.0 [25.7-45.6]","35.00000","26.00000","46.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201006","","14.2 [10.8-18.4]","14.00000","11.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201007","","18.1 [14.1-22.9]","18.00000","14.00000","23.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201008","","21.0 [16.6-26.1]","21.00000","17.00000","26.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201009","","11.1 [8.5-14.4]","11.00000","8.00000","14.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201010","","10.4 [6.7-15.9]","10.00000","7.00000","16.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201011","","40.9 [34.9-47.2]","41.00000","35.00000","47.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201501","","40.1 [35.9-44.4]","40.00000","36.00000","44.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201502","","35.3 [31.0-39.9]","35.00000","31.00000","40.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201503","","34.7 [28.6-41.4]","35.00000","29.00000","41.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201504","","22.4 [19.8-25.2]","22.00000","20.00000","25.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201505","","19.3 [16.1-22.9]","19.00000","16.00000","23.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201506","","13.4 [9.7-18.4]","13.00000","10.00000","18.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201507","","23.2 [19.6-27.3]","23.00000","20.00000","27.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201508","","18.7 [14.7-23.4]","19.00000","15.00000","23.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201509","","13.1 [7.6-21.7]","13.00000","8.00000","22.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201510","","13.4 [9.5-18.6]","13.00000","10.00000","19.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201511","","26.8 [21.3-33.1]","27.00000","21.00000","33.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200601","","18.7 [16.6-20.9]","19.00000","17.00000","21.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200602","","18.4 [15.3-21.9]","18.00000","15.00000","22.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200603","","12.7 [9.2-17.3]","13.00000","9.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200604","","13.1 [10.2-16.6]","13.00000","10.00000","17.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200605","","9.8 [6.9-13.6]","10.00000","7.00000","14.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200606","","19.4 [14.5-25.5]","19.00000","14.00000","26.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200607","","11.0 [8.6-14.1]","11.00000","9.00000","14.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200608","","7.0 [4.9-10.0]","7.00000","5.00000","10.00000",""
"cpmowho","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200609","","12.5 [7.7-19.7]","13.00000","8.00000","20.00000",""
"cpmowho","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","BGDDHS199301","","38.1 [33.9-42.4]","38.00000","34.00000","42.00000",""
"cpmowho","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","BGDDHS199302","","23.6 [20.6-26.9]","24.00000","21.00000","27.00000",""
"cpmowho","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","BGDDHS199303","","36.9 [34.2-39.6]","37.00000","34.00000","40.00000",""
"cpmowho","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","BGDDHS199304","","43.2 [38.9-47.7]","43.00000","39.00000","48.00000",""
