"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ARCHIVE","Display Value","Numeric","Low","High","Comments"
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","TTO","MLE","DEC2019","13.9 [13.5-14.3]","13.90000","13.50000","14.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","USA","BTSX","DEC2019","9.3 [9.1-9.6]","9.30000","9.10000","9.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","GUY","FMLE","DEC2019","1.8 [1.8-1.9]","1.80000","1.80000","1.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","GUY","MLE","DEC2019","9.8 [9.5-10]","9.80000","9.50000","10.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","HND","BTSX","DEC2019","4 [3.8-4.2]","4.00000","3.80000","4.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","HND","FMLE","DEC2019","1.2 [1.1-1.2]","1.20000","1.10000","1.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","JAM","FMLE","DEC2019","1.2 [1.2-1.3]","1.20000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","ARE","BTSX","DEC2019","3.8 [3.6-4]","3.80000","3.60000","4.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","DNK","MLE","DEC2019","17.2 [16.7-17.6]","17.20000","16.70000","17.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","VEN","MLE","DEC2019","9.7 [9.4-10]","9.70000","9.40000","10.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","AFG","BTSX","DEC2019","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","DJI","MLE","DEC2019","1.3 [1.2-1.3]","1.30000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","DJI","MLE","DEC2019","0.9 [0.9-1]","0.90000","0.90000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","IRQ","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","IRQ","MLE","DEC2019","0.9 [0.8-0.9]","0.90000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","LBN","FMLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","LBN","MLE","DEC2019","3.6 [3.4-3.7]","3.60000","3.40000","3.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","MAR","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","OMN","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","QAT","BTSX","DEC2019","2 [1.9-2.1]","2.00000","1.90000","2.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","QAT","FMLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","SDN","BTSX","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","SDN","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","ARE","BTSX","DEC2019","3.1 [2.9-3.3]","3.10000","2.90000","3.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","DNK","FMLE","DEC2019","4.7 [4.6-4.9]","4.70000","4.60000","4.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","FIN","FMLE","DEC2019","4.4 [4.3-4.6]","4.40000","4.30000","4.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","FRA","FMLE","DEC2019","5.4 [5.3-5.5]","5.40000","5.30000","5.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","DEU","BTSX","DEC2019","13.4 [13-13.7]","13.40000","13.00000","13.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","DEU","FMLE","DEC2019","5.9 [5.7-6.1]","5.90000","5.70000","6.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ROU","FMLE","DEC2019","6.4 [6.2-6.7]","6.40000","6.20000","6.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ROU","MLE","DEC2019","24.4 [23.4-25.3]","24.40000","23.40000","25.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SRB","FMLE","DEC2019","4.6 [4.5-4.8]","4.60000","4.50000","4.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SRB","MLE","DEC2019","19.2 [18.5-19.9]","19.20000","18.50000","19.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ISL","BTSX","DEC2019","9.1 [8.8-9.4]","9.10000","8.80000","9.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ISL","FMLE","DEC2019","3.8 [3.6-3.9]","3.80000","3.60000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ITA","BTSX","DEC2019","7 [6.8-7.2]","7.00000","6.80000","7.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ITA","BTSX","DEC2019","7.5 [7.3-7.7]","7.50000","7.30000","7.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","KGZ","MLE","DEC2019","11 [10.5-11.5]","11.00000","10.50000","11.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","LVA","BTSX","DEC2019","11.6 [11.2-12]","11.60000","11.20000","12.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","LUX","MLE","DEC2019","19.7 [19.1-20.2]","19.70000","19.10000","20.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MLT","BTSX","DEC2019","7 [6.8-7.2]","7.00000","6.80000","7.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MNE","MLE","DEC2019","18 [17.1-18.9]","18.00000","17.10000","18.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","MNE","MLE","DEC2019","13.5 [13-14]","13.50000","13.00000","14.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","NLD","BTSX","DEC2019","10.4 [10.1-10.6]","10.40000","10.10000","10.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","POL","FMLE","DEC2019","4.6 [4.5-4.8]","4.60000","4.50000","4.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","POL","MLE","DEC2019","18.7 [18.1-19.3]","18.70000","18.10000","19.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SVN","BTSX","DEC2019","12.6 [12.2-13]","12.60000","12.20000","13.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SVN","FMLE","DEC2019","5.1 [4.9-5.3]","5.10000","4.90000","5.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","CHE","BTSX","DEC2019","11.5 [11.2-11.8]","11.50000","11.20000","11.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","CHE","FMLE","DEC2019","5.1 [5-5.3]","5.10000","5.00000","5.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TUR","BTSX","DEC2019","2 [1.9-2.1]","2.00000","1.90000","2.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TUR","FMLE","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","UKR","MLE","DEC2019","14.1 [13.4-14.7]","14.10000","13.40000","14.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","GBR","BTSX","DEC2019","12.3 [12-12.7]","12.30000","12.00000","12.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","GBR","BTSX","DEC2019","11.5 [11.1-11.8]","11.50000","11.10000","11.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","BGD","MLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","BTN","BTSX","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","IND","MLE","DEC2019","9.4 [8.9-10]","9.40000","8.90000","10.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","BRN","FMLE","DEC2019","0.3 [0.2-0.3]","0.30000","0.20000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","BRN","MLE","DEC2019","0.8 [0.7-0.9]","0.80000","0.70000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","IDN","BTSX","DEC2019","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","MMR","MLE","DEC2019","5.2 [4.8-5.6]","5.20000","4.80000","5.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","MMR","MLE","DEC2019","8.5 [7.8-9.1]","8.50000","7.80000","9.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","THA","FMLE","DEC2019","2.4 [2.3-2.5]","2.40000","2.30000","2.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","THA","MLE","DEC2019","13.1 [12.8-13.5]","13.10000","12.80000","13.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","VNM","FMLE","DEC2019","1.3 [1.3-1.4]","1.30000","1.30000","1.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","VNM","MLE","DEC2019","8.2 [7.7-8.7]","8.20000","7.70000","8.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","CHN","FMLE","DEC2019","2.5 [2.4-2.6]","2.50000","2.40000","2.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","COK","FMLE","DEC2019","3.8 [3.7-3.9]","3.80000","3.70000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","JPN","BTSX","DEC2019","8 [7.8-8.3]","8.00000","7.80000","8.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","JPN","FMLE","DEC2019","2.9 [2.8-3]","2.90000","2.80000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","MYS","BTSX","DEC2019","0.9 [0.9-1]","0.90000","0.90000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","MYS","FMLE","DEC2019","0.3 [0.2-0.3]","0.30000","0.20000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","MNG","BTSX","DEC2019","7 [6.7-7.3]","7.00000","6.70000","7.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","MNG","BTSX","DEC2019","7.4 [7.1-7.6]","7.40000","7.10000","7.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","PNG","MLE","DEC2019","2.1 [1.9-2.2]","2.10000","1.90000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","PHL","BTSX","DEC2019","7.1 [6.8-7.4]","7.10000","6.80000","7.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","NZL","MLE","DEC2019","17.2 [16.7-17.6]","17.20000","16.70000","17.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","NIU","BTSX","DEC2019","7 [6.8-7.2]","7.00000","6.80000","7.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ALB","MLE","DEC2019","12.5 [12-13.1]","12.50000","12.00000","13.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","AND","BTSX","DEC2019","11.4 [11.1-11.7]","11.40000","11.10000","11.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","AUT","MLE","DEC2019","18.5 [18.1-18.9]","18.50000","18.10000","18.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","AZE","BTSX","DEC2019","2.9 [2.8-3.1]","2.90000","2.80000","3.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","WSM","MLE","DEC2019","5 [4.9-5.2]","5.00000","4.90000","5.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","WSM","MLE","DEC2019","4.3 [4.1-4.5]","4.30000","4.10000","4.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","TON","FMLE","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","TON","MLE","DEC2019","2.5 [2.4-2.6]","2.50000","2.40000","2.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BEL","MLE","DEC2019","18.1 [17.7-18.5]","18.10000","17.70000","18.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BEL","MLE","DEC2019","19.4 [18.9-19.9]","19.40000","18.90000","19.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","HRV","FMLE","DEC2019","4.5 [4.3-4.7]","4.50000","4.30000","4.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","HRV","MLE","DEC2019","18.7 [17.9-19.4]","18.70000","17.90000","19.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","DZA","MLE","DEC2019","1.2 [1.2-1.3]","1.20000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","RWA","MLE","DEC2019","16 [15.4-16.6]","16.00000","15.40000","16.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SEN","FMLE","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SYC","MLE","DEC2019","19.7 [19.1-20.4]","19.70000","19.10000","20.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","NGA","FMLE","DEC2019","4.6 [4.4-4.8]","4.60000","4.40000","4.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","NER","BTSX","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MOZ","FMLE","DEC2019","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MUS","BTSX","DEC2019","3.6 [3.4-3.8]","3.60000","3.40000","3.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MRT","MLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MWI","BTSX","DEC2019","3.7 [3.5-3.9]","3.70000","3.50000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MDG","MLE","DEC2019","3.4 [3.2-3.6]","3.40000","3.20000","3.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","LBR","FMLE","DEC2019","1.6 [1.5-1.7]","1.60000","1.50000","1.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","KEN","MLE","DEC2019","8 [7.5-8.5]","8.00000","7.50000","8.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GNB","FMLE","DEC2019","1.3 [1.2-1.3]","1.30000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GIN","BTSX","DEC2019","0.7 [4.9-5.6]","0.70000","4.90000","5.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GMB","FMLE","DEC2019","1.2 [1.1-1.2]","1.20000","1.10000","1.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GAB","BTSX","DEC2019","10.7 [10.3-11.1]","10.70000","10.30000","11.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","ERI","MLE","DEC2019","2.2 [2.1-2.4]","2.20000","2.10000","2.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GNQ","BTSX","DEC2019","10.3 [10-10.5]","10.30000","10.00000","10.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","CIV","MLE","DEC2019","14 [13.3-14.8]","14.00000","13.30000","14.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COG","FMLE","DEC2019","2.8 [2.7-2.9]","2.80000","2.70000","2.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","TCD","MLE","DEC2019","2.7 [2.5-2.9]","2.70000","2.50000","2.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","CAF","FMLE","DEC2019","1 [1-1.1]","1.00000","1.00000","1.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","CMR","BTSX","DEC2019","8.9 [8.5-9.3]","8.90000","8.50000","9.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","BDI","FMLE","DEC2019","2.2 [2.1-2.3]","2.20000","2.10000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","BFA","BTSX","DEC2019","8.2 [7.8-8.6]","8.20000","7.80000","8.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","BWA","MLE","DEC2019","14.7 [14-15.4]","14.70000","14.00000","15.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","AGO","BTSX","DEC2019","6.4 [6.2-6.6]","6.40000","6.20000","6.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ZAF","BTSX","DEC2019","10.5 [10-10.9]","10.50000","10.00000","10.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SSD","MLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","TGO","BTSX","DEC2019","2.5 [2.3-2.6]","2.50000","2.30000","2.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","UGA","FMLE","DEC2019","4.7 [4.6-4.9]","4.70000","4.60000","4.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","PAN","FMLE","DEC2019","2.6 [2.5-2.7]","2.60000","2.50000","2.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","PER","BTSX","DEC2019","8 [7.7-8.4]","8.00000","7.70000","8.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","KNA","FMLE","DEC2019","3.4 [3.4-3.5]","3.40000","3.40000","3.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ZMB","BTSX","DEC2019","4.5 [4.3-4.7]","4.50000","4.30000","4.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ZWE","FMLE","DEC2019","0.9 [0.9-0.9]","0.90000","0.90000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","ATG","MLE","DEC2019","10.5 [10.2-10.8]","10.50000","10.20000","10.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","BHS","FMLE","DEC2019","1.4 [1.3-1.5]","1.40000","1.30000","1.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","BRB","MLE","DEC2019","14 [13.6-14.4]","14.00000","13.60000","14.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BLZ","BTSX","DEC2019","6.8 [6.5-7]","6.80000","6.50000","7.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","BRA","MLE","DEC2019","15 [14.5-15.5]","15.00000","14.50000","15.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","CAN","BTSX","DEC2019","8.9 [8.7-9.2]","8.90000","8.70000","9.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","CHL","FMLE","DEC2019","3.7 [3.6-3.8]","3.70000","3.60000","3.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","CRI","BTSX","DEC2019","4.8 [4.6-4.9]","4.80000","4.60000","4.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","CUB","FMLE","DEC2019","1.9 [1.9-2]","1.90000","1.90000","2.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","DMA","MLE","DEC2019","13.8 [13.2-14.3]","13.80000","13.20000","14.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","DOM","BTSX","DEC2019","6.9 [6.6-7.1]","6.90000","6.60000","7.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","ECU","FMLE","DEC2019","1.5 [1.4-1.5]","1.50000","1.40000","1.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","SLV","MLE","DEC2019","6.9 [6.6-7.2]","6.90000","6.60000","7.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","GTM","BTSX","DEC2019","3.5 [3.3-3.7]","3.50000","3.30000","3.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","GTM","FMLE","DEC2019","0.7 [0.7-0.7]","0.70000","0.70000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","SUR","FMLE","DEC2019","2.1 [2-2.2]","2.10000","2.00000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","TTO","MLE","DEC2019","11.1 [10.9-11.4]","11.10000","10.90000","11.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","USA","BTSX","DEC2019","9.8 [9.6-10.1]","9.80000","9.60000","10.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","LCA","MLE","DEC2019","16 [15.6-16.4]","16.00000","15.60000","16.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","GUY","MLE","DEC2019","10.6 [10.2-11]","10.60000","10.20000","11.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","HND","BTSX","DEC2019","3.9 [3.7-4]","3.90000","3.70000","4.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","JAM","MLE","DEC2019","7.1 [6.8-7.4]","7.10000","6.80000","7.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","NIC","BTSX","DEC2019","4.8 [4.6-5]","4.80000","4.60000","5.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","AND","BTSX","DEC2019","11.3 [10.9-11.6]","11.30000","10.90000","11.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","DNK","MLE","DEC2019","16.5 [16-17]","16.50000","16.00000","17.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","FIN","BTSX","DEC2019","12.6 [12.2-13]","12.60000","12.20000","13.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","FRA","MLE","DEC2019","20.3 [19.7-20.9]","20.30000","19.70000","20.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","DEU","BTSX","DEC2019","13 [12.7-13.2]","13.00000","12.70000","13.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","GRC","FMLE","DEC2019","4.3 [4.2-4.5]","4.30000","4.20000","4.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ISL","BTSX","DEC2019","7.4 [7.2-7.6]","7.40000","7.20000","7.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","IRL","FMLE","DEC2019","5.6 [5.5-5.7]","5.60000","5.50000","5.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ISR","MLE","DEC2019","4.9 [4.8-5.1]","4.90000","4.80000","5.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","KAZ","FMLE","DEC2019","3.1 [2.9-3.2]","3.10000","2.90000","3.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","KGZ","MLE","DEC2019","17.5 [16.6-18.4]","17.50000","16.60000","18.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","LVA","BTSX","DEC2019","12.9 [12.5-13.3]","12.90000","12.50000","13.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","LUX","MLE","DEC2019","19.2 [18.7-19.6]","19.20000","18.70000","19.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","MLT","BTSX","DEC2019","8.1 [7.8-8.4]","8.10000","7.80000","8.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","MCO","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","NLD","BTSX","DEC2019","8.7 [8.5-8.9]","8.70000","8.50000","8.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","NOR","FMLE","DEC2019","3.2 [3.1-3.3]","3.20000","3.10000","3.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","POL","MLE","DEC2019","19.2 [18.6-19.8]","19.20000","18.60000","19.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","PRT","BTSX","DEC2019","12.3 [11.9-12.7]","12.30000","11.90000","12.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","MDA","FMLE","DEC2019","6.1 [5.8-6.4]","6.10000","5.80000","6.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ROU","MLE","DEC2019","21 [20.3-21.6]","21.00000","20.30000","21.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SMR","BTSX","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SMR","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SRB","MLE","DEC2019","18.5 [17.9-19.1]","18.50000","17.90000","19.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SVN","BTSX","DEC2019","11.5 [11.2-11.8]","11.50000","11.20000","11.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ESP","FMLE","DEC2019","4.4 [4.3-4.5]","4.40000","4.30000","4.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ESP","MLE","DEC2019","16.4 [15.8-16.9]","16.40000","15.80000","16.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","CHE","BTSX","DEC2019","11.4 [11.1-11.6]","11.40000","11.10000","11.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","TJK","FMLE","DEC2019","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","TUR","BTSX","DEC2019","2.2 [2.1-2.3]","2.20000","2.10000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","TKM","FMLE","DEC2019","1.8 [1.7-1.9]","1.80000","1.70000","1.90000",""
