"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","NATIONALSYSTEMTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","QAT","SA_NST_SOCIALCONSEQUENCES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_NST_SOCIALCONSEQUENCES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","SAU","SA_NST_SOCIALCONSEQUENCES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","WPR","SGP","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","SSD","SA_NST_SOCIALCONSEQUENCES","","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","ESP","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","SYR","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","TGO","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","TUR","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","UKR","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","GBR","SA_NST_SOCIALCONSEQUENCES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","USA","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2018","AFR","ZWE","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","BRB","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","BEL","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_NST_ALCOHOLPOLICYRESPONSES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_NST_ALCOHOLPOLICYRESPONSES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","WPR","NRU","SA_NST_ALCOHOLPOLICYRESPONSES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_NST_ALCOHOLPOLICYRESPONSES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","EUR","TKM","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_NST_ALCOHOLPOLICYRESPONSES","","","","","missing data"
"SA_0000001769_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
