"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","EMFEXPOSED","EMFFREQUENCY","Display Value","Numeric","Low","High","Comments"
"EMFSTATUS","PUBLISHED","2018","EUR","BEL","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Koninklijk besluit betreffende de bescherming van de gezondheid en de veiligheid van de werknemers tegen de risico's van elektromagnetische velden op het werk Publication date: 20 May 2016 Link: www.werk.belgie.be/DownloadAsset.aspx?id=45035 "
"EMFSTATUS","PUBLISHED","2018","EUR","BEL","EMFPUBLIC","EMFRADIO","Mandatory","","","","Brussels-Capital//Name: ""Arrêté du Gouvernement de la Région de Bruxelles-Capitale modifiant certaines dispositions en matière d'exploitation et de contrôle d'antennes émettrices d'ondes électromagnétiques"" Publication date: 15 May 2014 Link: http://www.ejustice.just.fgov.be/cgi_loi/change_lg.pl?language=fr&la=F&cn=2014040317&table_name=loi  Flanders//Name: VLAREM II, Order of the Flemish Government of 1 June 1995 concerning General and Sectoral provisions relating to Environmental Safety Publication date: 1 June 1995 Link: https://navigator.emis.vito.be/mijn-navigator?woId=263&woLang=en Notes: Chapters 2.14. and 6.10.   Wallonia//Name: Décret relatif à la protection contre les éventuels effets nocifs et nuisances provoqués par les rayonnements non ionisants générés par des antennes émettrices stationnaires Publication date: 27 October 2011 Link:  http://wallex.wallonie.be/index.php?doc=14217&rev=14794-14167 "
"EMFSTATUS","PUBLISHED","2018","EUR","BEL","EMFWORKER","EMFLOW","Mandatory","","","","Name: Koninklijk besluit betreffende de bescherming van de gezondheid en de veiligheid van de werknemers tegen de risico's van elektromagnetische velden op het werk Publication date: 20 May 2016 Link: www.werk.belgie.be/DownloadAsset.aspx?id=45035 "
"EMFSTATUS","PUBLISHED","2018","EUR","BEL","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Koninklijk besluit betreffende de bescherming van de gezondheid en de veiligheid van de werknemers tegen de risico's van elektromagnetische velden op het werk Publication date: 20 May 2016 Link: www.werk.belgie.be/DownloadAsset.aspx?id=45035 "
"EMFSTATUS","PUBLISHED","2018","EUR","AUT","EMFPUBLIC","EMFLOW","Recommended","","","","Name: ÖVE/ÖNORM E 8850: 2006 02 01  Publication date: 2006 Link: https://shop.austrian-standards.at Notes:"
"EMFSTATUS","PUBLISHED","2018","EUR","AUT","EMFPUBLIC","EMFSTATIC","Recommended","","","","Name: ÖVE/ÖNORM E 8850: 2006 02 01  Publication date:  2006 Link: https://shop.austrian-standards.at "
"EMFSTATUS","PUBLISHED","2018","EUR","AUT","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Verordnung elektromagnetische Felder – VEMF und Änderung der Verordnung über die Gesundheitsüberwachung am Arbeitsplatz 2014 und der Verordnung über Beschäftigungsverbote und -beschränkungen für Jugendliche Publication date: 1 August 2016  Link: https://www.ris.bka.gv.at/Dokument.wxe?Abfrage=BgblAuth&Dokumentnummer=BGBLA_2016_II_179&ResultFunctionToken=1dde4e0e-5cc2-439e-81a7-37a22c60439e&Position=1&Titel=&Bgblnummer=&SucheNachGesetzen=False&SucheNachKundmachungen=False&SucheNachVerordnungen=False&SucheNachSonstiges=False&SucheNachTeil1=False&SucheNachTeil2=False&SucheNachTeil3=False&VonDatum=01.01.2004&BisDatum=15.07.2016&ImRisSeit=Undefined&ResultPageSize=100&Suchworte=emf "
"EMFSTATUS","PUBLISHED","2018","EUR","AUT","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: ÖVE/ÖNORM E 8850: 2006 02 01  Publication date: 2006 Link: https://shop.austrian-standards.at Notes"
"EMFSTATUS","PUBLISHED","2018","EUR","AUT","EMFWORKER","EMFLOW","Mandatory","","","","Name: Verordnung elektromagnetische Felder – VEMF und Änderung der Verordnung über die Gesundheitsüberwachung am Arbeitsplatz 2014 und der Verordnung über Beschäftigungsverbote und -beschränkungen für Jugendliche Publication date: 1 August 2016  Link: https://www.ris.bka.gv.at/Dokument.wxe?Abfrage=BgblAuth&Dokumentnummer=BGBLA_2016_II_179&ResultFunctionToken=1dde4e0e-5cc2-439e-81a7-37a22c60439e&Position=1&Titel=&Bgblnummer=&SucheNachGesetzen=False&SucheNachKundmachungen=False&SucheNachVerordnungen=False&SucheNachSonstiges=False&SucheNachTeil1=False&SucheNachTeil2=False&SucheNachTeil3=False&VonDatum=01.01.2004&BisDatum=15.07.2016&ImRisSeit=Undefined&ResultPageSize=100&Suchworte=emf "
"EMFSTATUS","PUBLISHED","2018","EUR","AUT","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Verordnung elektromagnetische Felder – VEMF und Änderung der Verordnung über die Gesundheitsüberwachung am Arbeitsplatz 2014 und der Verordnung über Beschäftigungsverbote und -beschränkungen für Jugendliche Publication date: 1 August 2016  Link: https://www.ris.bka.gv.at/Dokument.wxe?Abfrage=BgblAuth&Dokumentnummer=BGBLA_2016_II_179&ResultFunctionToken=1dde4e0e-5cc2-439e-81a7-37a22c60439e&Position=1&Titel=&Bgblnummer=&SucheNachGesetzen=False&SucheNachKundmachungen=False&SucheNachVerordnungen=False&SucheNachSonstiges=False&SucheNachTeil1=False&SucheNachTeil2=False&SucheNachTeil3=False&VonDatum=01.01.2004&BisDatum=15.07.2016&ImRisSeit=Undefined&ResultPageSize=100&Suchworte=emf "
"EMFSTATUS","PUBLISHED","2018","WPR","AUS","EMFWORKER","EMFLOW","Recommended","","","","Name: ICNIRP Guidelines for limiting exposure to time-varying electric and magnetic fields (1Hz - 100 kHz) Publication date: 2010 Link: www.icnirp.org/cms/upload/publications/ICNIRPLFgdl.pdf "
"EMFSTATUS","PUBLISHED","2018","WPR","AUS","EMFPUBLIC","EMFLOW","Recommended","","","","Name: ICNIRP Guidelines for limiting exposure to time-varying electric and magnetic fields (1Hz - 100 kHz) Publication date: 2010 Link: www.icnirp.org/cms/upload/publications/ICNIRPLFgdl.pdf Notes: Interim guidelines on limits of exposure to 50/60Hz electric and magnetic fields (1989)”  has been withdrawn"
"EMFSTATUS","PUBLISHED","2018","WPR","AUS","EMFWORKER","EMFSTATIC","Recommended","","","","Name: ICNIRP Guidelines on limits of exposure to static magnetic fields Publication date: 2009 Link:  www.icnirp.org/cms/upload/publications/ICNIRPstatgdl.pdf   "
"EMFSTATUS","PUBLISHED","2018","WPR","AUS","EMFPUBLIC","EMFSTATIC","Recommended","","","","Name: ICNIRP Guidelines on limits of exposure to static magnetic fields Publication date: 2009 Link:  www.icnirp.org/cms/upload/publications/ICNIRPstatgdl.pdf   "
"EMFSTATUS","PUBLISHED","2018","WPR","AUS","EMFWORKER","EMFRADIO","Mandatory","","","","Name: RPS 3 : Maximum Exposure Levels to Radiofrequency Fields - 3 kHz to 300 GHz Publication date: 7 May 2002 Link: www.arpansa.gov.au/pubs/rps/rps3.pdf Notes: Australian Radiation Protection and Nuclear safety Agency (ARPANSA) regulate commonwealth workers   "
"EMFSTATUS","PUBLISHED","2018","WPR","AUS","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: RPS 3 : Maximum Exposure Levels to Radiofrequency Fields - 3 kHz to 300 GHz Publication date: 7 May 2002 Link: www.arpansa.gov.au/pubs/rps/rps3.pdf Notes: Australia wide. Telecommunication equipment are regulated by the Australian Communication and Media Authority (ACMA)  Maximum Exposure Levels to Radiofrequency Fields – 3kHz to 300GHz” provides coverage for both mobile and base stations  "
"EMFSTATUS","PUBLISHED","2018","AMR","ARG","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Especificaciones técnicas sobre ergonomía y levantamiento manual de cargas, y sobre radiaciones Publication date: 2003 Link: http://infoleg.mecon.gov.ar/infolegInternet/anexos/90000-94999/90396/norma.htm Notes: Mandatory on National Level. Controlled by Ministry of Work in Argentina."
"EMFSTATUS","PUBLISHED","2018","AMR","ARG","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Estándar Nacional de Seguridad de application obligatoria a todos los sistemas de telecomunicaciones que irradian en determinadas frecuencias Publication date: 2000 Link: http://www.cnc.gob.ar/multimedia/noticias/archivos/repositorionormativas/Resolucion-530_00.pdf Notes: Controlled by National Communication Authority of Argentina"
"EMFSTATUS","PUBLISHED","2018","EMR","BHR","EMFWORKER","EMFLOW","Mandatory","","","","Name: Order No. (4) with respect to Regulating and Monitoring of Non-Ionizing Radiation emitted from Electromagnetic Fields   Publication date: 2 April 2009 Link: http://www.tra.org.bh/media/document/Order%20No.%20(4)%20of%20the%20Year%202009%20With%20Respect%20to%20Regulating%20and%20Monitoring%20of%20Non-Ionizing%20Radiation%20emitted%20from%20Electromagnetic%20fields%20EN.pdf Notes: "
"EMFSTATUS","PUBLISHED","2018","EUR","CYP","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Οι Περί Ασφάλειας και Υγείας στην Εργασία (Ηλεκτρομαγνητικά Πεδία) Κανονισμοί του 2016.  Publication date: 14 October 2016 Link: http://www.mlsi.gov.cy/mlsi/dli/dliup.nsf/All/2B80F035B8783084C2257EAC003CEBF2?OpenDocument&print Notes: Minister of Labour, Welfare and Social Insurance (Department of Labour Inspection)"
"EMFSTATUS","PUBLISHED","2018","EUR","DEU","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: 26th Ordinance Implementing the Federal Immission Control Act (EMF Ordinance - 26th BImSchV) Publication date: 1996 (revised 2013) Link: http://www.gesetze-im-internet.de/bundesrecht/bimschv_26/gesamt.pdf "
"EMFSTATUS","PUBLISHED","2018","EUR","DEU","EMFWORKER","EMFSTATIC","Mandatory","","","","Name:  Verordnung zur Umsetzung der Richtlinie 2013/35/EU und zur Änderung der Arbeitsschutzverordnungen   Publication date: 18 November 2016 Link: http://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&jumpTo=bgbl116s2549.pdf "
"EMFSTATUS","PUBLISHED","2018","EMR","BHR","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Order No. (4) with respect to Regulating and Monitoring of Non-Ionizing Radiation emitted from Electromagnetic Fields   Publication date: 2 April 2009 Link: http://www.tra.org.bh/media/document/Order%20No.%20(4)%20of%20the%20Year%202009%20With%20Respect%20to%20Regulating%20and%20Monitoring%20of%20Non-Ionizing%20Radiation%20emitted%20from%20Electromagnetic%20fields%20EN.pdf Notes: "
"EMFSTATUS","PUBLISHED","2018","EMR","BHR","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Order No. (4) with respect to Regulating and Monitoring of Non-Ionizing Radiation emitted from Electromagnetic Fields   Publication date: 2 April 2009 Link: http://www.tra.org.bh/media/document/Order%20No.%20(4)%20of%20the%20Year%202009%20With%20Respect%20to%20Regulating%20and%20Monitoring%20of%20Non-Ionizing%20Radiation%20emitted%20from%20Electromagnetic%20fields%20EN.pdf Notes: "
"EMFSTATUS","PUBLISHED","2018","AMR","BRA","EMFPUBLIC","EMFLOW","Mandatory","","","",""
"EMFSTATUS","PUBLISHED","2018","AMR","BRA","EMFWORKER","EMFLOW","Mandatory","","","",""
"EMFSTATUS","PUBLISHED","2018","AMR","BRA","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Law 11,934 Publication date: 5 May 2009 Link:  http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2009/Lei/L11934.htm Notes: The law establishes the limits (following ICNIRP / WHO) and determines that Anatel will provide regulation on procedures of measurements the rules to license radiocommunication stations.  Name: Regulation on Exposure Limits to Electric, Magnetic and Electromagnetic Fields in Radiofrequencies between 9 kHz and 300 GHz, approved by Resolution nr. 303 Publication date: 2 July 2002 Link:  http://legislacao.anatel.gov.br/resolucoes/17-2002/128-resolucao-303 Notes:"
"EMFSTATUS","PUBLISHED","2018","AMR","BRA","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Law 11,934 Publication date: 5 May 2009 Link:  http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2009/Lei/L11934.htm Notes: The law establishes the limits (following ICNIRP / WHO) and determines that Anatel will provide regulation on procedures of measurements the rules to license radiocommunication stations.  Name: Regulation on Exposure Limits to Electric, Magnetic and Electromagnetic Fields in Radiofrequencies between 9 kHz and 300 GHz, approved by Resolution nr. 303 Publication date: 2 July 2002 Link:  http://legislacao.anatel.gov.br/resolucoes/17-2002/128-resolucao-303 Notes:"
"EMFSTATUS","PUBLISHED","2018","AMR","CAN","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: Safety Code 6 (3kHz-300 GHz) Publication date: 2015 Link: http://www.hc-sc.gc.ca/ewh-semt/consult/_2014/safety_code_6-code_securite_6/final_finale-eng.php Notes: At the national level, Safety Code 6 provides recommended human exposure limits in the 3kHz to 300 GHz frequency range, which directly applies only to federally regulated employers (mandatory). Innovation, Science and Economic Development Canada applies the Safety Code 6 limits in its regulations regarding wireless devices and infrastructure (e.g. transmitters) to ensure that recommended public exposure limits are not exceeded (mandatory). At the provincial level, most provinces apply the human exposure limits in Safety Code 6 at frequencies between 100kHz and 300GHz for public health (recommended)."
"EMFSTATUS","PUBLISHED","2018","AMR","CAN","EMFWORKER","EMFLOW","Mandatory","","","","Name: Safety Code 6 (3kHz-300 GHz) Publication date: 2015 Link: http://www.hc-sc.gc.ca/ewh-semt/consult/_2014/safety_code_6-code_securite_6/final_finale-eng.php Notes: At the national level, Safety Code 6 provides recommended human exposure limits in the 3kHz to 300 GHz frequency range, which directly applies only to federally regulated employers (mandatory). Innovation, Science and Economic Development Canada applies the Safety Code 6 limits in its regulations regarding wireless devices and infrastructure (e.g. transmitters) to ensure that recommended public exposure limits are not exceeded (mandatory).At the provincial level, most provinces apply the human exposure limits in Safety Code 6 at frequencies between 100kHz-300GHz for workplace health (mandatory). Some provinces reference the ACGIH exposure limits for workplace health (mandatory)."
"EMFSTATUS","PUBLISHED","2018","AMR","CAN","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Safety Code 6 (3kHz-300 GHz) Publication date: 2015 Link: http://www.hc-sc.gc.ca/ewh-semt/consult/_2014/safety_code_6-code_securite_6/final_finale-eng.php Notes: At the national level, Safety Code 6 provides recommended human exposure limits in the 3kHz to 300 GHz frequency range, which directly applies only to federally regulated employers (mandatory). Innovation, Science and Economic Development Canada applies the Safety Code 6 limits in its regulations regarding wireless devices and infrastructure (e.g. transmitters) to ensure that recommended public exposure limits are not exceeded (mandatory). At the provincial level, most provinces apply the human exposure limits in Safety Code 6 at frequencies between 100kHz and 300GHz for public health (recommended)."
"EMFSTATUS","PUBLISHED","2018","AMR","CAN","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Safety Code 6 Publication date: 2015  Link: http://www.hc-sc.gc.ca/ewh-semt/consult/_2014/safety_code_6-code_securite_6/final_finale-eng.php  Notes: At the national level, Safety Code 6 provides recommended human exposure limits in the 3kHz to 300 GHz frequency range, which directly applies only to federally regulated employers (mandatory). Innovation, Science and Economic Development Canada applies the Safety Code 6 limits in its regulations regarding wireless devices and infrastructure (e.g. transmitters) to ensure that recommended public exposure limits are not exceeded (mandatory).At the provincial level, most provinces apply the human exposure limits in Safety Code 6 at frequencies between 100kHz-300GHz for workplace health (mandatory). Some provinces reference the ACGIH exposure limits for workplace health (mandatory)."
"EMFSTATUS","PUBLISHED","2018","EUR","CHE","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: Ordinance relating to Protection from Non-Ionising Radiation (ONIR) Publication date: 23 December 1999  Link: https://www.admin.ch/opc/fr/classified-compilation/19996141/index.html Notes: "
"EMFSTATUS","PUBLISHED","2018","EUR","CHE","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: Ordinance relating to Protection from Non-Ionising Radiation (ONIR) Publication date: 23 December 1999 Link: https://www.admin.ch/opc/fr/classified-compilation/19996141/index.html Notes: "
"EMFSTATUS","PUBLISHED","2018","EUR","CHE","EMFWORKER","EMFLOW","Mandatory","","","","Name: Grenzwerte am Arbeitsplatz 2018 Publication date: January 2018 Link: www.suva.ch/1903d Notes: see Chapter 3.2.4 / the publication is available in German, French and Italian  "
"EMFSTATUS","PUBLISHED","2018","EUR","CHE","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Ordinance relating to Protection from Non-Ionising Radiation (ONIR) Publication date: 23 December 1999 https://www.admin.ch/opc/fr/classified-compilation/19996141/index.html Notes:"
"EMFSTATUS","PUBLISHED","2018","EUR","CHE","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Grenzwerte am Arbeitsplatz 2018 Publication date: January 2018 Link: www.suva.ch/1903d Notes: see Chapter 3.2.4 / the publication is available in German, French and Italian  "
"EMFSTATUS","PUBLISHED","2018","EUR","CHE","EMFWORKER","EMFSTATIC","Recommended","","","",""
"EMFSTATUS","PUBLISHED","2018","AMR","CHL","EMFPUBLIC","EMFRADIO","Mandatory","","","","Ley 20599 of Transport and Telecommunications Ministry  May 18, 2012. (http://bcn.cl/1lzj1) Resolución Exenta N°403, April 30, 2008 (http://bcn.cl/1lyzd) Resolución Exenta N°3103, June 12, 2012 (http://bcn.cl/1mv3f) Resolución Exenta N°3084, June 11, 2012 (http://bcn.cl/1qtzc) Notes: National coverage."
"EMFSTATUS","PUBLISHED","2018","AMR","CHL","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Decreto Supremo N°594 of Ministry of Health Publication date: 1999 Link: http://bcn.cl/1lyop Notes: National coverage."
"EMFSTATUS","PUBLISHED","2018","AMR","CUB","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Resolución No. 96/2008 by  Ministerio de la Informática y las Comunicaciones de Cuba Publication date: 2008 Link:   Notes: The statement restricts acquisitions (imports) of mobile phone devices according specific absorption rate for 10 g of tissue"
"EMFSTATUS","PUBLISHED","2018","EUR","CYP","EMFPUBLIC","EMFSTATIC","Mandatory","","","","Name: Order No. 2962 Cypriot National Standards in the official government journal Publication date: 22 June 2012 Link: Notes: Issued by the Ministry of Health"
"EMFSTATUS","PUBLISHED","2018","EUR","CYP","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Οι Περί Ασφάλειας και Υγείας στην Εργασία (Ηλεκτρομαγνητικά Πεδία) Κανονισμοί του 2016.  Publication date: 14 October 2016 Link: http://www.mlsi.gov.cy/mlsi/dli/dliup.nsf/All/2B80F035B8783084C2257EAC003CEBF2?OpenDocument&print Notes: Minister of Labour, Welfare and Social Insurance (Department of Labour Inspection)"
"EMFSTATUS","PUBLISHED","2018","EUR","CYP","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: Order No. 2962 Cypriot National Standards in the official government journal Publication date: 22 June 2012 Link: Notes: Issued by the Ministry of Health"
"EMFSTATUS","PUBLISHED","2018","EUR","CYP","EMFWORKER","EMFLOW","Mandatory","","","","Name: Οι Περί Ασφάλειας και Υγείας στην Εργασία (Ηλεκτρομαγνητικά Πεδία) Κανονισμοί του 2016.  Publication date: 14 October 2016 Link: http://www.mlsi.gov.cy/mlsi/dli/dliup.nsf/All/2B80F035B8783084C2257EAC003CEBF2?OpenDocument&print Notes: Minister of Labour, Welfare and Social Insurance (Department of Labour Inspection)"
"EMFSTATUS","PUBLISHED","2018","EUR","CYP","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: Cypriot National Standards Order No. 2962 Publication date: 22 June 2012 Link: Notes: Issued by the Ministry of Health of Cyprus  "
"EMFSTATUS","PUBLISHED","2018","EUR","DEU","EMFPUBLIC","EMFLOW","Mandatory","","","","Name: 26th Ordinance Implementing the Federal Immission Control Act (EMF Ordinance - 26th BImSchV) Publication date: 1996 (revised 2013) Link: http://www.gesetze-im-internet.de/bundesrecht/bimschv_26/gesamt.pdf "
"EMFSTATUS","PUBLISHED","2018","EUR","DEU","EMFWORKER","EMFLOW","Mandatory","","","",""
"EMFSTATUS","PUBLISHED","2018","EUR","DEU","EMFPUBLIC","EMFRADIO","Mandatory","","","","Name: 26th Ordinance Implementing the Federal Immission Control Act (EMF Ordinance - 26th BImSchV).  Publication date: 1996 (revised 2013) Link: http://www.gesetze-im-internet.de/bundesrecht/bimschv_26/gesamt.pdf"
"EMFSTATUS","PUBLISHED","2018","EUR","DEU","EMFWORKER","EMFRADIO","Mandatory","","","","Name:  Verordnung zur Umsetzung der Richtlinie 2013/35/EU und zur Änderung der Arbeitsschutzverordnungen   Publication date: 18 November 2016 Link: http://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&jumpTo=bgbl116s2549.pdf "
"EMFSTATUS","PUBLISHED","2018","EUR","DNK","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Order No. 472 - Bekendtgørelse om eksponering for elektromagnetiske felter i forbindelse med arbejdet Publication date: 25 May 2016 Link: https://www.retsinformation.dk/Forms/R0710.aspx?id=180347#id4823ac90-64a4-446e-8d60-d205f7a7f9d6  Notes: Ministry of Employment"
"EMFSTATUS","PUBLISHED","2018","EUR","DNK","EMFWORKER","EMFLOW","Mandatory","","","","Name: Order No. 472 - Bekendtgørelse om eksponering for elektromagnetiske felter i forbindelse med arbejdet Publication date: 25 May 2016 Link: https://www.retsinformation.dk/Forms/R0710.aspx?id=180347#id4823ac90-64a4-446e-8d60-d205f7a7f9d6  Notes: Ministry of Employment"
"EMFSTATUS","PUBLISHED","2018","EUR","DNK","EMFWORKER","EMFRADIO","Mandatory","","","","Name: Order No. 472 - Bekendtgørelse om eksponering for elektromagnetiske felter i forbindelse med arbejdet Publication date: 25 May 2016 Link: https://www.retsinformation.dk/Forms/R0710.aspx?id=180347#id4823ac90-64a4-446e-8d60-d205f7a7f9d6  Notes: Ministry of Employment"
"EMFSTATUS","PUBLISHED","2018","EUR","DNK","EMFPUBLIC","EMFSTATIC","Recommended","","","","Name: The Council of the European Union, council recommendation 1999/519/EC  Notes: Not enforceable by law, but recommended in accordance with 1999/519/EC"
"EMFSTATUS","PUBLISHED","2018","EUR","DNK","EMFPUBLIC","EMFLOW","Recommended","","","","Name: The Council of the European Union, council recommendation 1999/519/EC  Notes: Not enforceable by law, but recommended in accordance with 1999/519/EC"
"EMFSTATUS","PUBLISHED","2018","EUR","DNK","EMFPUBLIC","EMFRADIO","Recommended","","","","Name: The Council of the European Union, council recommendation 1999/519/EC  Notes: Not enforceable by law, but recommended in accordance with 1999/519/EC"
"EMFSTATUS","PUBLISHED","2018","EUR","ESP","EMFWORKER","EMFSTATIC","Mandatory","","","","Name: Real Decreto 299/2016, de 22 de julio, sobre la protección de la salud y la seguridad de los trabajadores contra los riesgos relacionados con la exposición a campos electromagnéticos Publication date: 29 July 2016 Link: https://www.boe.es/diario_boe/txt.php?id=BOE-A-2016-7303            "
"EMFSTATUS","PUBLISHED","2018","EUR","ESP","EMFWORKER","EMFLOW","Mandatory","","","","Name: Real Decreto 299/2016, de 22 de julio, sobre la protección de la salud y la seguridad de los trabajadores contra los riesgos relacionados con la exposición a campos electromagnéticos Publication date: 29 July 2016 Link: https://www.boe.es/diario_boe/txt.php?id=BOE-A-2016-7303            "
