"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"CHOL_05","PUBLISHED","2008","AFR","SWZ","AGE25-PLUS","FMLE","7.6 [1.8-20.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","CHE","AGE25-PLUS","FMLE","18.5 [8.8-31.7]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","RUS","AGE25-PLUS","FMLE","17.1 [4.8-36.7]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","STP","AGE25-PLUS","FMLE","3.6 [1.8-6.5]","","","",""
"CHOL_05","PUBLISHED","2008","SEAR","PRK","AGE25-PLUS","BTSX","5.3 [2.0-11.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EMR","IRQ","AGE25-PLUS","BTSX","10.5 [6.5-15.8]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","ISR","AGE25-PLUS","BTSX","14.5 [7.9-23.7]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","KIR","AGE25-PLUS","BTSX","7.6 [4.0-13.0]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","KGZ","AGE25-PLUS","BTSX","6.3 [2.5-12.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","LBR","AGE25-PLUS","BTSX","2.7 [1.1-5.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","LTU","AGE25-PLUS","BTSX","17.0 [7.1-31.3]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","MLT","AGE25-PLUS","BTSX","19.2 [9.7-31.8]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","MRT","AGE25-PLUS","BTSX","3.9 [2.2-6.4]","","","",""
"CHOL_05","PUBLISHED","2008","EMR","MAR","AGE25-PLUS","BTSX","8.5 [4.2-15.1]","","","",""
"CHOL_05","PUBLISHED","2008","SEAR","MMR","AGE25-PLUS","BTSX","6.4 [2.7-12.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","WPR","NZL","AGE25-PLUS","BTSX","17.0 [8.1-29.7]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","NER","AGE25-PLUS","BTSX","2.5 [1.0-5.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","PAN","AGE25-PLUS","BTSX","10.8 [4.8-20.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","PRY","AGE25-PLUS","BTSX","9.1 [3.7-17.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","MDA","AGE25-PLUS","BTSX","8.6 [3.2-18.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","RUS","AGE25-PLUS","BTSX","15.4 [6.6-27.7]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","WSM","AGE25-PLUS","BTSX","7.8 [3.6-14.4]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","STP","AGE25-PLUS","BTSX","3.1 [1.9-4.8]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","SVK","AGE25-PLUS","BTSX","15.7 [7.1-28.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","WPR","SLB","AGE25-PLUS","BTSX","6.7 [3.7-11.4]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","SWZ","AGE25-PLUS","BTSX","6.8 [2.5-14.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","CHE","AGE25-PLUS","BTSX","18.8 [11.5-27.5]","","","",""
"CHOL_05","PUBLISHED","2008","SEAR","TLS","AGE25-PLUS","BTSX","5.3 [2.1-10.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","WPR","TON","AGE25-PLUS","BTSX","13.4 [7.5-21.9]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","DNK","AGE25-PLUS","BTSX","25.5 [14.9-38.1]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","GNQ","AGE25-PLUS","BTSX","10.5 [3.8-22.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","EST","AGE25-PLUS","BTSX","18.5 [8.2-33.0]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","GEO","AGE25-PLUS","BTSX","8.7 [3.5-16.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","GHA","AGE25-PLUS","BTSX","3.1 [1.4-6.1]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","TON","AGE25-PLUS","FMLE","12.3 [4.8-24.8]","","","",""
"CHOL_05","PUBLISHED","2008","EMR","TUN","AGE25-PLUS","FMLE","11.9 [3.8-26.1]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","UKR","AGE25-PLUS","FMLE","12.7 [3.0-30.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","GBR","AGE25-PLUS","FMLE","21.3 [9.2-37.2]","","","",""
"CHOL_05","PUBLISHED","2008","AMR","USA","AGE25-PLUS","FMLE","14.9 [9.4-21.7]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","VNM","AGE25-PLUS","FMLE","9.4 [2.7-22.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","ZMB","AGE25-PLUS","FMLE","5.7 [2.7-10.8]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","GNB","AGE25-PLUS","BTSX","2.9 [1.2-6.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","HTI","AGE25-PLUS","BTSX","4.3 [1.7-9.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","ATG","AGE25-PLUS","BTSX","11.1 [4.6-21.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","ARM","AGE25-PLUS","BTSX","10.1 [4.2-20.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","BRB","AGE25-PLUS","BTSX","10.9 [4.7-20.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","BEL","AGE25-PLUS","BTSX","21.6 [11.4-35.2]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","BIH","AGE25-PLUS","BTSX","9.4 [4.0-18.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","BRA","AGE25-PLUS","BTSX","12.0 [6.0-20.7]","","","",""
"CHOL_05","PUBLISHED","2008","AMR","CAN","AGE25-PLUS","BTSX","16.2 [8.0-27.8]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","CAF","AGE25-PLUS","BTSX","4.2 [1.5-9.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","WPR","COK","AGE25-PLUS","BTSX","19.9 [10.1-32.6]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","CIV","AGE25-PLUS","BTSX","3.8 [1.7-7.6]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","UKR","AGE25-PLUS","BTSX","11.9 [4.6-23.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","GBR","AGE25-PLUS","BTSX","21.7 [13.1-32.5]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","VNM","AGE25-PLUS","BTSX","8.2 [3.7-15.6]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","ZMB","AGE25-PLUS","BTSX","5.2 [3.1-8.2]","","","",""
"CHOL_05","PUBLISHED","2008","AMR","GRD","AGE25-PLUS","MLE","5.9 [1.7-14.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","GTM","AGE25-PLUS","MLE","3.9 [1.6-8.0]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","GIN","AGE25-PLUS","MLE","2.5 [0.8-6.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","GNB","AGE25-PLUS","MLE","2.3 [0.7-5.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","GUY","AGE25-PLUS","MLE","3.3 [0.9-8.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","WPR","JPN","AGE25-PLUS","MLE","15.7 [11.4-20.8]","","","",""
"CHOL_05","PUBLISHED","2008","EMR","JOR","AGE25-PLUS","MLE","11.4 [6.7-17.5]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","KAZ","AGE25-PLUS","MLE","11.0 [3.5-25.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","KEN","AGE25-PLUS","MLE","4.7 [1.4-11.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","GNQ","AGE25-PLUS","MLE","9.4 [2.1-25.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","SLV","AGE25-PLUS","MLE","6.1 [1.9-13.7]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EMR","EGY","AGE25-PLUS","MLE","6.5 [3.6-10.6]","","","",""
"CHOL_05","PUBLISHED","2008","AMR","ECU","AGE25-PLUS","MLE","8.4 [2.4-20.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","COG","AGE25-PLUS","MLE","5.0 [1.1-13.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","COM","AGE25-PLUS","MLE","3.9 [1.1-9.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","COL","AGE25-PLUS","MLE","8.7 [5.2-13.6]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","CHN","AGE25-PLUS","MLE","5.9 [3.5-9.4]","","","",""
"CHOL_05","PUBLISHED","2008","EUR","BIH","AGE25-PLUS","MLE","8.5 [2.6-20.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AMR","BOL","AGE25-PLUS","MLE","7.1 [2.1-17.4]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","SEAR","BTN","AGE25-PLUS","MLE","6.0 [2.9-10.7]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","BEN","AGE25-PLUS","MLE","2.9 [1.6-4.8]","","","",""
"CHOL_05","PUBLISHED","2008","AMR","ATG","AGE25-PLUS","MLE","9.3 [2.6-22.1]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","AGO","AGE25-PLUS","MLE","5.8 [1.4-15.3]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","AND","AGE25-PLUS","MLE","26.7 [11.3-48.5]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","DZA","AGE25-PLUS","MLE","7.6 [3.3-14.4]","","","",""
"CHOL_05","PUBLISHED","2008","WB_HI","","AGE25-PLUS","BTSX","16.9 [14.6-19.5]","","","",""
"CHOL_05","PUBLISHED","2008","WB_UMI","","AGE25-PLUS","BTSX","12.6 [9.7-16.1]","","","",""
"CHOL_05","PUBLISHED","2008","WB_LMI","","AGE25-PLUS","BTSX","7.1 [5.7-8.9]","","","",""
"CHOL_05","PUBLISHED","2008","WB_LI","","AGE25-PLUS","BTSX","5.0 [3.7-6.7]","","","",""
"CHOL_05","PUBLISHED","2008","AMR","","AGE25-PLUS","BTSX","12.6 [10.1-15.4]","","","",""
"CHOL_05","PUBLISHED","2008","AFR","","AGE25-PLUS","BTSX","4.5 [3.3-6.0]","","","",""
"CHOL_05","PUBLISHED","2008","GLOBAL","","AGE25-PLUS","FMLE","10.9 [8.9-13.1]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","","AGE25-PLUS","FMLE","9.5 [6.3-14.1]","","","",""
"CHOL_05","PUBLISHED","2008","WPR","MYS","AGE25-PLUS","MLE","13.3 [4.4-28.9]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","SEAR","MDV","AGE25-PLUS","MLE","8.2 [2.2-19.8]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","AFR","MLI","AGE25-PLUS","MLE","2.8 [0.9-7.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
"CHOL_05","PUBLISHED","2008","EUR","MLT","AGE25-PLUS","MLE","19.2 [7.2-37.6]","","","",""
"CHOL_05","PUBLISHED","2008","SEAR","NPL","AGE25-PLUS","MLE","3.7 [1.1-9.0]","","","","No country data available.  Estimate modeled using data from other countries and specific country characteristics."
