"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","CLINICALSUPERVISION","Display Value","Numeric","Low","High","Comments"
"RSUD_81","PUBLISHED","2008","EUR","AUT","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","AZE","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","AZE","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","AZE","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BHS","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BHS","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BHS","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BHS","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","BHR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","BHR","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","BHR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","BHR","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BGD","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BGD","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BGD","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BGD","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BLR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BLR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BLR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BLR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BEL","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BEL","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BEL","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BEL","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BLZ","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BLZ","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BLZ","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","BLZ","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BEN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BEN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BEN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BEN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BTN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BTN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BTN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","BTN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BWA","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BWA","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BWA","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BWA","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","BRN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","BRN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","BRN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","BRN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BGR","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BGR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BGR","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","BGR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BFA","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BFA","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BFA","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BFA","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BDI","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BDI","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BDI","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","BDI","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CMR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CMR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CMR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CMR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CPV","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CPV","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CPV","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CPV","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CAF","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CAF","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CAF","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","CAF","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TCD","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TCD","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TCD","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","TCD","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CHL","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CHL","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CHL","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CHL","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","CHN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","CHN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","CHN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","CHN","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","COL","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","COL","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","COL","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","COL","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COM","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COM","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COM","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COM","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COG","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COG","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COG","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COG","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CRI","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CRI","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CRI","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","CRI","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HRV","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HRV","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HRV","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HRV","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CYP","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CYP","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CYP","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","CYP","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COD","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COD","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COD","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","COD","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DNK","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DNK","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DNK","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DNK","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","DOM","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","DOM","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","DOM","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","DOM","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","ECU","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","ECU","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","ECU","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","ECU","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","EGY","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","EGY","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","EGY","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","EGY","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SLV","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SLV","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SLV","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","SLV","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GNQ","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GNQ","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GNQ","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GNQ","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ERI","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ERI","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ERI","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ERI","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","EST","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","EST","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","EST","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","EST","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ETH","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ETH","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ETH","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","ETH","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","FJI","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","FJI","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","FJI","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","FJI","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","FRA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","FRA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","FRA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","FRA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GAB","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GAB","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GAB","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GAB","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GMB","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GMB","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GMB","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GMB","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GEO","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GEO","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GEO","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GEO","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DEU","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DEU","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DEU","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","DEU","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GHA","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GHA","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GHA","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GHA","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GRC","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GRC","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GRC","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","GRC","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","GTM","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","GTM","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","GTM","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","GTM","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GIN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GIN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GIN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","GIN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","HND","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","HND","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","HND","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AMR","HND","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HUN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HUN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HUN","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","HUN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISL","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISL","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISL","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISL","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IND","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IND","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IND","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IND","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IDN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IDN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IDN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","IDN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRN","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRN","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRN","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRN","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRQ","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRQ","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRQ","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EMR","IRQ","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","IRL","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","IRL","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","IRL","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","IRL","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISR","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISR","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISR","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ISR","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ITA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ITA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ITA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","ITA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","JAM","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","JAM","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","JAM","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AMR","JAM","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","JPN","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","JPN","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","JPN","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","JPN","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","JOR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","JOR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","JOR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EMR","JOR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","KGZ","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","KGZ","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","KGZ","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","KGZ","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","LAO","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","LAO","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","LAO","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","LAO","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LVA","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LVA","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LVA","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LVA","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LSO","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LSO","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LSO","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LSO","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LBR","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LBR","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LBR","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","LBR","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LTU","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LTU","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LTU","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LTU","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","LUX","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MDG","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MDG","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MDG","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MDG","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MWI","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MWI","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MWI","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MWI","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MYS","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MYS","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MYS","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","WPR","MYS","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MDV","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MDV","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MDV","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","SEAR","MDV","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MLI","NURSES","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MLI","SOCIAL_WORKERS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MLI","PSYCHOLOGISTS","no","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MLI","DOCTORS","no","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MLT","SOCIAL_WORKERS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MLT","DOCTORS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MLT","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","EUR","MLT","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MRT","PSYCHOLOGISTS","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MRT","NURSES","yes","","","",""
"RSUD_81","PUBLISHED","2008","AFR","MRT","DOCTORS","yes","","","",""
