"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"LBW_PREVALENCE","PUBLISHED","2003","EUR","","","AND","7.5 [5.9-9.5]","7.50000","5.90000","9.50000",""
"LBW_PREVALENCE","PUBLISHED","2004","EUR","","","AND","7.5 [5.9-9.4]","7.50000","5.90000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2005","EUR","","","AND","7.5 [6.0-9.4]","7.50000","6.00000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2006","EUR","","","AND","7.4 [6.0-9.3]","7.40000","6.00000","9.30000",""
"LBW_PREVALENCE","PUBLISHED","2007","EUR","","","AND","7.4 [6.0-9.4]","7.40000","6.00000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2008","EUR","","","AND","7.4 [5.8-9.3]","7.40000","5.80000","9.30000",""
"LBW_PREVALENCE","PUBLISHED","2009","EUR","","","AND","7.4 [5.9-9.4]","7.40000","5.90000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2010","EUR","","","AND","7.4 [6.0-9.4]","7.40000","6.00000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2011","EUR","","","AND","7.4 [5.9-9.5]","7.40000","5.90000","9.50000",""
"LBW_PREVALENCE","PUBLISHED","2012","EUR","","","AND","7.5 [5.9-9.4]","7.50000","5.90000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2013","EUR","","","AND","7.5 [5.9-9.5]","7.50000","5.90000","9.50000",""
"LBW_PREVALENCE","PUBLISHED","2014","EUR","","","AND","7.5 [5.9-9.6]","7.50000","5.90000","9.60000",""
"LBW_PREVALENCE","PUBLISHED","2015","EUR","","","AND","7.4 [6.0-9.4]","7.40000","6.00000","9.40000",""
"LBW_PREVALENCE","PUBLISHED","2000","AFR","","","AGO","18.0 [13.7-23.4]","18.00000","13.70000","23.40000",""
"LBW_PREVALENCE","PUBLISHED","2001","AFR","","","AGO","17.9 [13.5-23.1]","17.90000","13.50000","23.10000",""
"LBW_PREVALENCE","PUBLISHED","2002","AFR","","","AGO","17.7 [13.7-22.7]","17.70000","13.70000","22.70000",""
"LBW_PREVALENCE","PUBLISHED","2003","AFR","","","AGO","17.5 [13.4-22.8]","17.50000","13.40000","22.80000",""
"LBW_PREVALENCE","PUBLISHED","2004","AFR","","","AGO","17.3 [13.4-22.7]","17.30000","13.40000","22.70000",""
"LBW_PREVALENCE","PUBLISHED","2005","AFR","","","AGO","17.1 [13.0-22.7]","17.10000","13.00000","22.70000",""
"LBW_PREVALENCE","PUBLISHED","2006","AFR","","","AGO","16.9 [13.0-22.3]","16.90000","13.00000","22.30000",""
"LBW_PREVALENCE","PUBLISHED","2007","AFR","","","AGO","16.7 [13.1-22.2]","16.70000","13.10000","22.20000",""
"LBW_PREVALENCE","PUBLISHED","2008","AFR","","","AGO","16.5 [12.6-22.3]","16.50000","12.60000","22.30000",""
"LBW_PREVALENCE","PUBLISHED","2009","AFR","","","AGO","16.3 [12.4-21.7]","16.30000","12.40000","21.70000",""
"LBW_PREVALENCE","PUBLISHED","2010","AFR","","","AGO","16.1 [12.3-21.9]","16.10000","12.30000","21.90000",""
"LBW_PREVALENCE","PUBLISHED","2011","AFR","","","AGO","15.9 [12.1-21.7]","15.90000","12.10000","21.70000",""
"LBW_PREVALENCE","PUBLISHED","2012","AFR","","","AGO","15.8 [12.0-21.6]","15.80000","12.00000","21.60000",""
"LBW_PREVALENCE","PUBLISHED","2013","AFR","","","AGO","15.6 [11.9-21.3]","15.60000","11.90000","21.30000",""
"LBW_PREVALENCE","PUBLISHED","2014","AFR","","","AGO","15.4 [11.7-20.7]","15.40000","11.70000","20.70000",""
"LBW_PREVALENCE","PUBLISHED","2015","AFR","","","AGO","15.3 [11.8-21.4]","15.30000","11.80000","21.40000",""
"LBW_PREVALENCE","PUBLISHED","2000","AMR","","","ATG","9.4 [7.4-12.3]","9.40000","7.40000","12.30000",""
"LBW_PREVALENCE","PUBLISHED","2001","AMR","","","ATG","9.4 [7.4-12.2]","9.40000","7.40000","12.20000",""
"LBW_PREVALENCE","PUBLISHED","2002","AMR","","","ATG","9.4 [7.3-12.0]","9.40000","7.30000","12.00000",""
"LBW_PREVALENCE","PUBLISHED","2003","AMR","","","ATG","9.3 [7.3-12.0]","9.30000","7.30000","12.00000",""
"LBW_PREVALENCE","PUBLISHED","2004","AMR","","","ATG","9.3 [7.2-11.8]","9.30000","7.20000","11.80000",""
"LBW_PREVALENCE","PUBLISHED","2005","AMR","","","ATG","9.3 [7.2-11.9]","9.30000","7.20000","11.90000",""
"LBW_PREVALENCE","PUBLISHED","2006","AMR","","","ATG","9.2 [7.3-12.0]","9.20000","7.30000","12.00000",""
"LBW_PREVALENCE","PUBLISHED","2007","AMR","","","ATG","9.2 [7.2-11.9]","9.20000","7.20000","11.90000",""
"LBW_PREVALENCE","PUBLISHED","2008","AMR","","","ATG","9.2 [7.3-11.8]","9.20000","7.30000","11.80000",""
"LBW_PREVALENCE","PUBLISHED","2009","AMR","","","ATG","9.2 [7.2-11.8]","9.20000","7.20000","11.80000",""
"LBW_PREVALENCE","PUBLISHED","2010","AMR","","","ATG","9.1 [7.1-11.7]","9.10000","7.10000","11.70000",""
"LBW_PREVALENCE","PUBLISHED","2011","AMR","","","ATG","9.1 [7.1-11.7]","9.10000","7.10000","11.70000",""
"LBW_PREVALENCE","PUBLISHED","2012","AMR","","","ATG","9.1 [7.1-11.7]","9.10000","7.10000","11.70000",""
"LBW_PREVALENCE","PUBLISHED","2013","AMR","","","ATG","9.1 [7.0-11.5]","9.10000","7.00000","11.50000",""
"LBW_PREVALENCE","PUBLISHED","2014","AMR","","","ATG","9.1 [7.1-11.7]","9.10000","7.10000","11.70000",""
"LBW_PREVALENCE","PUBLISHED","2015","AMR","","","ATG","9.1 [7.1-11.6]","9.10000","7.10000","11.60000",""
"LBW_PREVALENCE","PUBLISHED","2000","AMR","","","ARG","7.4 [7.1-7.7]","7.40000","7.10000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2001","AMR","","","ARG","7.5 [7.3-7.7]","7.50000","7.30000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2002","AMR","","","ARG","7.5 [7.3-7.8]","7.50000","7.30000","7.80000",""
"LBW_PREVALENCE","PUBLISHED","2003","AMR","","","ARG","7.5 [7.3-7.8]","7.50000","7.30000","7.80000",""
"LBW_PREVALENCE","PUBLISHED","2004","AMR","","","ARG","7.5 [7.3-7.8]","7.50000","7.30000","7.80000",""
"LBW_PREVALENCE","PUBLISHED","2005","AMR","","","ARG","7.5 [7.3-7.7]","7.50000","7.30000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2006","AMR","","","ARG","7.4 [7.2-7.6]","7.40000","7.20000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2007","AMR","","","ARG","7.4 [7.2-7.5]","7.40000","7.20000","7.50000",""
"LBW_PREVALENCE","PUBLISHED","2008","AMR","","","ARG","7.3 [7.2-7.4]","7.30000","7.20000","7.40000",""
"LBW_PREVALENCE","PUBLISHED","2009","AMR","","","ARG","7.2 [7.1-7.3]","7.20000","7.10000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2010","AMR","","","ARG","7.2 [7.0-7.3]","7.20000","7.00000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2011","AMR","","","ARG","7.1 [7.0-7.3]","7.10000","7.00000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2012","AMR","","","ARG","7.1 [7.0-7.3]","7.10000","7.00000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2013","AMR","","","ARG","7.1 [7.0-7.3]","7.10000","7.00000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2014","AMR","","","ARG","7.2 [7.1-7.4]","7.20000","7.10000","7.40000",""
"LBW_PREVALENCE","PUBLISHED","2015","AMR","","","ARG","7.3 [7.1-7.6]","7.30000","7.10000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2000","EUR","","","ARM","8.2 [7.4-8.9]","8.20000","7.40000","8.90000",""
"LBW_PREVALENCE","PUBLISHED","2001","EUR","","","ARM","8.0 [7.5-8.5]","8.00000","7.50000","8.50000",""
"LBW_PREVALENCE","PUBLISHED","2002","EUR","","","ARM","7.8 [7.5-8.2]","7.80000","7.50000","8.20000",""
"LBW_PREVALENCE","PUBLISHED","2003","EUR","","","ARM","7.7 [7.4-8.0]","7.70000","7.40000","8.00000",""
"LBW_PREVALENCE","PUBLISHED","2004","EUR","","","ARM","7.6 [7.3-7.9]","7.60000","7.30000","7.90000",""
"LBW_PREVALENCE","PUBLISHED","2005","EUR","","","ARM","7.5 [7.3-7.8]","7.50000","7.30000","7.80000",""
"LBW_PREVALENCE","PUBLISHED","2006","EUR","","","ARM","7.4 [7.2-7.7]","7.40000","7.20000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2007","EUR","","","ARM","7.4 [7.2-7.6]","7.40000","7.20000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2008","EUR","","","ARM","7.4 [7.3-7.6]","7.40000","7.30000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2009","EUR","","","ARM","7.5 [7.4-7.6]","7.50000","7.40000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2010","EUR","","","ARM","7.6 [7.5-7.7]","7.60000","7.50000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2011","EUR","","","ARM","7.7 [7.6-7.9]","7.70000","7.60000","7.90000",""
"LBW_PREVALENCE","PUBLISHED","2012","EUR","","","ARM","8.0 [7.7-8.2]","8.00000","7.70000","8.20000",""
"LBW_PREVALENCE","PUBLISHED","2013","EUR","","","ARM","8.2 [7.9-8.5]","8.20000","7.90000","8.50000",""
"LBW_PREVALENCE","PUBLISHED","2014","EUR","","","ARM","8.6 [8.1-9.1]","8.60000","8.10000","9.10000",""
"LBW_PREVALENCE","PUBLISHED","2015","EUR","","","ARM","9.0 [8.2-9.7]","9.00000","8.20000","9.70000",""
"LBW_PREVALENCE","PUBLISHED","2000","WPR","","","AUS","6.3 [6.2-6.4]","6.30000","6.20000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2001","WPR","","","AUS","6.3 [6.3-6.4]","6.30000","6.30000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2002","WPR","","","AUS","6.4 [6.3-6.4]","6.40000","6.30000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2003","WPR","","","AUS","6.4 [6.3-6.4]","6.40000","6.30000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2004","WPR","","","AUS","6.4 [6.3-6.4]","6.40000","6.30000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2005","WPR","","","AUS","6.3 [6.3-6.4]","6.30000","6.30000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2006","WPR","","","AUS","6.3 [6.2-6.4]","6.30000","6.20000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2007","WPR","","","AUS","6.3 [6.2-6.3]","6.30000","6.20000","6.30000",""
"LBW_PREVALENCE","PUBLISHED","2008","WPR","","","AUS","6.2 [6.2-6.3]","6.20000","6.20000","6.30000",""
"LBW_PREVALENCE","PUBLISHED","2009","WPR","","","AUS","6.2 [6.2-6.3]","6.20000","6.20000","6.30000",""
"LBW_PREVALENCE","PUBLISHED","2010","WPR","","","AUS","6.2 [6.2-6.3]","6.20000","6.20000","6.30000",""
"LBW_PREVALENCE","PUBLISHED","2011","WPR","","","AUS","6.2 [6.2-6.3]","6.20000","6.20000","6.30000",""
"LBW_PREVALENCE","PUBLISHED","2012","WPR","","","AUS","6.3 [6.2-6.3]","6.30000","6.20000","6.30000",""
"LBW_PREVALENCE","PUBLISHED","2013","WPR","","","AUS","6.3 [6.3-6.4]","6.30000","6.30000","6.40000",""
"LBW_PREVALENCE","PUBLISHED","2014","WPR","","","AUS","6.4 [6.3-6.5]","6.40000","6.30000","6.50000",""
"LBW_PREVALENCE","PUBLISHED","2015","WPR","","","AUS","6.5 [6.4-6.6]","6.50000","6.40000","6.60000",""
"LBW_PREVALENCE","PUBLISHED","2000","EUR","","","AUT","6.4 [6.3-6.5]","6.40000","6.30000","6.50000",""
"LBW_PREVALENCE","PUBLISHED","2001","EUR","","","AUT","6.6 [6.5-6.7]","6.60000","6.50000","6.70000",""
"LBW_PREVALENCE","PUBLISHED","2002","EUR","","","AUT","6.7 [6.6-6.9]","6.70000","6.60000","6.90000",""
"LBW_PREVALENCE","PUBLISHED","2003","EUR","","","AUT","6.9 [6.7-7.0]","6.90000","6.70000","7.00000",""
"LBW_PREVALENCE","PUBLISHED","2004","EUR","","","AUT","7.0 [6.8-7.1]","7.00000","6.80000","7.10000",""
"LBW_PREVALENCE","PUBLISHED","2005","EUR","","","AUT","7.0 [6.9-7.2]","7.00000","6.90000","7.20000",""
"LBW_PREVALENCE","PUBLISHED","2006","EUR","","","AUT","7.1 [6.9-7.2]","7.10000","6.90000","7.20000",""
"LBW_PREVALENCE","PUBLISHED","2007","EUR","","","AUT","7.1 [7.0-7.2]","7.10000","7.00000","7.20000",""
"LBW_PREVALENCE","PUBLISHED","2008","EUR","","","AUT","7.1 [7.0-7.2]","7.10000","7.00000","7.20000",""
"LBW_PREVALENCE","PUBLISHED","2009","EUR","","","AUT","7.1 [7.0-7.1]","7.10000","7.00000","7.10000",""
"LBW_PREVALENCE","PUBLISHED","2010","EUR","","","AUT","7.0 [6.9-7.1]","7.00000","6.90000","7.10000",""
"LBW_PREVALENCE","PUBLISHED","2011","EUR","","","AUT","6.9 [6.9-7.0]","6.90000","6.90000","7.00000",""
"LBW_PREVALENCE","PUBLISHED","2012","EUR","","","AUT","6.9 [6.8-6.9]","6.90000","6.80000","6.90000",""
"LBW_PREVALENCE","PUBLISHED","2013","EUR","","","AUT","6.8 [6.7-6.8]","6.80000","6.70000","6.80000",""
"LBW_PREVALENCE","PUBLISHED","2014","EUR","","","AUT","6.6 [6.6-6.7]","6.60000","6.60000","6.70000",""
"LBW_PREVALENCE","PUBLISHED","2015","EUR","","","AUT","6.5 [6.4-6.6]","6.50000","6.40000","6.60000",""
"LBW_PREVALENCE","PUBLISHED","2000","EUR","","","AZE","6.5 [6.2-6.8]","6.50000","6.20000","6.80000",""
"LBW_PREVALENCE","PUBLISHED","2001","EUR","","","AZE","6.9 [6.7-7.1]","6.90000","6.70000","7.10000",""
"LBW_PREVALENCE","PUBLISHED","2002","EUR","","","AZE","7.1 [6.9-7.4]","7.10000","6.90000","7.40000",""
"LBW_PREVALENCE","PUBLISHED","2003","EUR","","","AZE","7.3 [7.0-7.6]","7.30000","7.00000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2004","EUR","","","AZE","7.4 [7.1-7.7]","7.40000","7.10000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2005","EUR","","","AZE","7.4 [7.1-7.7]","7.40000","7.10000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2006","EUR","","","AZE","7.4 [7.2-7.7]","7.40000","7.20000","7.70000",""
"LBW_PREVALENCE","PUBLISHED","2007","EUR","","","AZE","7.4 [7.1-7.6]","7.40000","7.10000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2008","EUR","","","AZE","7.3 [7.0-7.5]","7.30000","7.00000","7.50000",""
"LBW_PREVALENCE","PUBLISHED","2009","EUR","","","AZE","7.2 [6.9-7.5]","7.20000","6.90000","7.50000",""
"LBW_PREVALENCE","PUBLISHED","2010","EUR","","","AZE","7.1 [6.8-7.4]","7.10000","6.80000","7.40000",""
"LBW_PREVALENCE","PUBLISHED","2011","EUR","","","AZE","7.1 [6.8-7.3]","7.10000","6.80000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2012","EUR","","","AZE","7.0 [6.9-7.2]","7.00000","6.90000","7.20000",""
"LBW_PREVALENCE","PUBLISHED","2013","EUR","","","AZE","7.1 [6.8-7.3]","7.10000","6.80000","7.30000",""
"LBW_PREVALENCE","PUBLISHED","2014","EUR","","","AZE","7.1 [6.7-7.6]","7.10000","6.70000","7.60000",""
"LBW_PREVALENCE","PUBLISHED","2015","EUR","","","AZE","7.3 [6.4-8.2]","7.30000","6.40000","8.20000",""
"LBW_PREVALENCE","PUBLISHED","2000","AMR","","","BHS","13.4 [10.5-17.6]","13.40000","10.50000","17.60000",""
"LBW_PREVALENCE","PUBLISHED","2001","AMR","","","BHS","13.4 [10.3-17.1]","13.40000","10.30000","17.10000",""
"LBW_PREVALENCE","PUBLISHED","2002","AMR","","","BHS","13.3 [10.3-17.2]","13.30000","10.30000","17.20000",""
"LBW_PREVALENCE","PUBLISHED","2003","AMR","","","BHS","13.3 [10.6-17.7]","13.30000","10.60000","17.70000",""
"LBW_PREVALENCE","PUBLISHED","2004","AMR","","","BHS","13.3 [10.6-17.4]","13.30000","10.60000","17.40000",""
"LBW_PREVALENCE","PUBLISHED","2005","AMR","","","BHS","13.3 [10.5-17.3]","13.30000","10.50000","17.30000",""
"LBW_PREVALENCE","PUBLISHED","2006","AMR","","","BHS","13.3 [10.5-16.9]","13.30000","10.50000","16.90000",""
"LBW_PREVALENCE","PUBLISHED","2007","AMR","","","BHS","13.3 [10.3-17.2]","13.30000","10.30000","17.20000",""
"LBW_PREVALENCE","PUBLISHED","2008","AMR","","","BHS","13.3 [10.3-17.0]","13.30000","10.30000","17.00000",""
"LBW_PREVALENCE","PUBLISHED","2009","AMR","","","BHS","13.3 [10.5-17.0]","13.30000","10.50000","17.00000",""
"LBW_PREVALENCE","PUBLISHED","2010","AMR","","","BHS","13.3 [10.4-17.5]","13.30000","10.40000","17.50000",""
"LBW_PREVALENCE","PUBLISHED","2011","AMR","","","BHS","13.2 [10.3-17.2]","13.20000","10.30000","17.20000",""
"LBW_PREVALENCE","PUBLISHED","2012","AMR","","","BHS","13.2 [10.4-17.1]","13.20000","10.40000","17.10000",""
"LBW_PREVALENCE","PUBLISHED","2013","AMR","","","BHS","13.2 [10.1-17.4]","13.20000","10.10000","17.40000",""
"LBW_PREVALENCE","PUBLISHED","2014","AMR","","","BHS","13.2 [10.1-16.9]","13.20000","10.10000","16.90000",""
"LBW_PREVALENCE","PUBLISHED","2015","AMR","","","BHS","13.1 [10.4-17.1]","13.10000","10.40000","17.10000",""
"LBW_PREVALENCE","PUBLISHED","2000","EMR","","","BHR","8.5 [7.9-9.1]","8.50000","7.90000","9.10000",""
"LBW_PREVALENCE","PUBLISHED","2001","EMR","","","BHR","8.6 [8.0-9.2]","8.60000","8.00000","9.20000",""
"LBW_PREVALENCE","PUBLISHED","2002","EMR","","","BHR","8.7 [7.8-9.6]","8.70000","7.80000","9.60000",""
"LBW_PREVALENCE","PUBLISHED","2003","EMR","","","BHR","8.8 [7.7-9.9]","8.80000","7.70000","9.90000",""
"LBW_PREVALENCE","PUBLISHED","2004","EMR","","","BHR","8.8 [7.7-10.0]","8.80000","7.70000","10.00000",""
"LBW_PREVALENCE","PUBLISHED","2005","EMR","","","BHR","8.9 [7.8-10.0]","8.90000","7.80000","10.00000",""
"LBW_PREVALENCE","PUBLISHED","2006","EMR","","","BHR","8.9 [8.0-9.9]","8.90000","8.00000","9.90000",""
"LBW_PREVALENCE","PUBLISHED","2007","EMR","","","BHR","9.0 [8.2-9.8]","9.00000","8.20000","9.80000",""
"LBW_PREVALENCE","PUBLISHED","2008","EMR","","","BHR","9.1 [8.5-9.7]","9.10000","8.50000","9.70000",""
"LBW_PREVALENCE","PUBLISHED","2009","EMR","","","BHR","9.3 [8.7-9.8]","9.30000","8.70000","9.80000",""
"LBW_PREVALENCE","PUBLISHED","2010","EMR","","","BHR","9.5 [8.9-10.0]","9.50000","8.90000","10.00000",""
"LBW_PREVALENCE","PUBLISHED","2011","EMR","","","BHR","9.8 [9.2-10.3]","9.80000","9.20000","10.30000",""
"LBW_PREVALENCE","PUBLISHED","2012","EMR","","","BHR","10.2 [9.7-10.6]","10.20000","9.70000","10.60000",""
"LBW_PREVALENCE","PUBLISHED","2013","EMR","","","BHR","10.6 [10.4-10.9]","10.60000","10.40000","10.90000",""
"LBW_PREVALENCE","PUBLISHED","2014","EMR","","","BHR","11.2 [10.8-11.6]","11.20000","10.80000","11.60000",""
"LBW_PREVALENCE","PUBLISHED","2015","EMR","","","BHR","11.9 [10.9-12.9]","11.90000","10.90000","12.90000",""
"LBW_PREVALENCE","PUBLISHED","2000","SEAR","","","BGD","36.2 [22.0-50.9]","36.20000","22.00000","50.90000",""
"LBW_PREVALENCE","PUBLISHED","2001","SEAR","","","BGD","35.5 [21.7-49.0]","35.50000","21.70000","49.00000",""
"LBW_PREVALENCE","PUBLISHED","2002","SEAR","","","BGD","34.7 [21.8-48.0]","34.70000","21.80000","48.00000",""
"LBW_PREVALENCE","PUBLISHED","2003","SEAR","","","BGD","34.0 [21.6-46.4]","34.00000","21.60000","46.40000",""
"LBW_PREVALENCE","PUBLISHED","2004","SEAR","","","BGD","33.4 [20.8-46.3]","33.40000","20.80000","46.30000",""
"LBW_PREVALENCE","PUBLISHED","2005","SEAR","","","BGD","32.7 [20.9-45.2]","32.70000","20.90000","45.20000",""
"LBW_PREVALENCE","PUBLISHED","2006","SEAR","","","BGD","32.1 [21.1-44.2]","32.10000","21.10000","44.20000",""
"LBW_PREVALENCE","PUBLISHED","2007","SEAR","","","BGD","31.6 [20.6-43.8]","31.60000","20.60000","43.80000",""
"LBW_PREVALENCE","PUBLISHED","2008","SEAR","","","BGD","31.0 [20.0-42.1]","31.00000","20.00000","42.10000",""
"LBW_PREVALENCE","PUBLISHED","2009","SEAR","","","BGD","30.5 [20.7-42.1]","30.50000","20.70000","42.10000",""
"LBW_PREVALENCE","PUBLISHED","2010","SEAR","","","BGD","30.0 [19.7-41.7]","30.00000","19.70000","41.70000",""
"LBW_PREVALENCE","PUBLISHED","2011","SEAR","","","BGD","29.5 [19.6-40.5]","29.50000","19.60000","40.50000",""
"LBW_PREVALENCE","PUBLISHED","2012","SEAR","","","BGD","29.0 [20.1-40.4]","29.00000","20.10000","40.40000",""
"LBW_PREVALENCE","PUBLISHED","2013","SEAR","","","BGD","28.6 [19.1-38.8]","28.60000","19.10000","38.80000",""
"LBW_PREVALENCE","PUBLISHED","2014","SEAR","","","BGD","28.2 [19.5-39.0]","28.20000","19.50000","39.00000",""
"LBW_PREVALENCE","PUBLISHED","2015","SEAR","","","BGD","27.8 [19.6-38.5]","27.80000","19.60000","38.50000",""
"LBW_PREVALENCE","PUBLISHED","2000","EUR","","","BLR","5.0 [4.9-5.1]","5.00000","4.90000","5.10000",""
"LBW_PREVALENCE","PUBLISHED","2001","EUR","","","BLR","5.2 [5.1-5.3]","5.20000","5.10000","5.30000",""
"LBW_PREVALENCE","PUBLISHED","2002","EUR","","","BLR","5.3 [5.2-5.4]","5.30000","5.20000","5.40000",""
"LBW_PREVALENCE","PUBLISHED","2003","EUR","","","BLR","5.3 [5.2-5.4]","5.30000","5.20000","5.40000",""
"LBW_PREVALENCE","PUBLISHED","2004","EUR","","","BLR","5.3 [5.2-5.5]","5.30000","5.20000","5.50000",""
