"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"cpmo","EQ_DHS","PUBLISHED","2005","AFR","COG","","","URB","","","15.7 [14.0-17.7]","15.74268","13.98532","17.67550",""
"cpmo","EQ_DHS","PUBLISHED","1995","AMR","COL","","","URB","","","62.6 [61.0-64.3]","62.64985","60.96003","64.30936",""
"cpmo","EQ_DHS","PUBLISHED","2000","AMR","COL","","","RUR","","","58.4 [55.5-61.2]","58.39420","55.52645","61.20623",""
"cpmo","EQ_DHS","PUBLISHED","2005","AMR","COL","","","URB","","","69.1 [68.1-70.1]","69.09987","68.06511","70.11581",""
"cpmo","EQ_DHS","PUBLISHED","2010","AMR","COL","","","RUR","","","72.3 [70.9-73.6]","72.28050","70.94577","73.57675",""
"cpmo","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","URB","","","76.5 [70.6-81.5]","76.47134","70.63489","81.45236",""
"cpmo","EQ_MICS","PUBLISHED","2006","AMR","CUB","","","RUR","","","75.2 [72.6-77.7]","75.21523","72.55930","77.69313",""
"cpmo","EQ_MICS","PUBLISHED","2010","AMR","CUB","","","URB","","","71.5 [68.3-74.5]","71.50687","68.31892","74.49380",""
"cpmo","EQ_MICS","PUBLISHED","2014","AMR","CUB","","","RUR","","","73.2 [68.3-77.5]","73.17549","68.33523","77.51928",""
"cpmo","EQ_MICS","PUBLISHED","2006","EMR","DJI","","","URB","","","17.7 [15.3-20.3]","17.67192","15.28650","20.34020",""
"cpmo","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","RUR","","","56.0 [53.4-58.6]","55.99683","53.38358","58.57727",""
"cpmo","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","URB","","","48.1 [46.7-49.6]","48.12723","46.67117","49.58648",""
"cpmo","EQ_RHS","PUBLISHED","1994","AMR","ECU","","","RUR","","","33.5 [30.7-36.5]","33.54662","30.68691","36.53238",""
"cpmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","","URB","","","56.7 [55.1-58.4]","56.73547","55.05713","58.39850",""
"cpmo","EQ_RHS","PUBLISHED","2004","AMR","ECU","","","RUR","","","50.7 [47.4-54.0]","50.69012","47.39849","53.97578",""
"cpmo","EQ_DHS","PUBLISHED","1995","EMR","EGY","","","URB","","","53.6 [52.1-55.2]","53.64488","52.07690","55.20569",""
"cpmo","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","RUR","","","49.9 [48.3-51.6]","49.93916","48.27771","51.60075",""
"cpmo","EQ_DHS","PUBLISHED","2011","AFR","ETH","","","URB","","","49.5 [45.7-53.3]","49.48124","45.68345","53.28502",""
"cpmo","EQ_DHS","PUBLISHED","2000","AFR","GAB","","","RUR","","","5.0 [3.8-6.4]","4.95154","3.80669","6.41772",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","URB","","","20.7 [18.4-23.1]","20.65193","18.40071","23.10060",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","GEO","","","RUR","","","15.9 [14.0-17.9]","15.87926","14.04207","17.90674",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","RUR","","","11.4 [10.0-13.0]","11.43899","10.03078","13.01629",""
"cpmo","EQ_DHS","PUBLISHED","1999","AFR","GIN","","","URB","","","9.5 [7.9-11.3]","9.50646","7.94941","11.33095",""
"cpmo","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","RUR","","","3.7 [2.9-4.6]","3.65861","2.92025","4.57487",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","URB","","","7.4 [5.9-9.3]","7.44167","5.90175","9.34350",""
"cpmo","EQ_MICS","PUBLISHED","2005","AFR","GMB","","","RUR","","","No data","","","","Not available."
"cpmo","EQ_RHS","PUBLISHED","2002","AMR","GTM","","","URB","","","47.3 [44.4-50.1]","47.26055","44.39522","50.14404",""
"cpmo","EQ_RHS","PUBLISHED","2008","AMR","GTM","","","RUR","","","No data","","","","Not available."
"cpmo","EQ_DHS","PUBLISHED","2014","AMR","GTM","","","URB","","","57.0 [55.1-58.9]","56.99372","55.08759","58.87934",""
"cpmo","EQ_MICS","PUBLISHED","2006","AMR","GUY","","","RUR","","","33.0 [30.6-35.6]","33.04352","30.62791","35.55201",""
"cpmo","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","URB","","","40.4 [36.4-44.5]","40.36438","36.40432","44.45410",""
"cpmo","EQ_MICS","PUBLISHED","2014","AMR","GUY","","","RUR","","","33.1 [30.8-35.4]","33.06388","30.80361","35.40514",""
"cpmo","EQ_DHS","PUBLISHED","1994","AMR","HTI","","","URB","","","19.5 [16.9-22.3]","19.45086","16.88523","22.30171",""
"cpmo","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","RUR","","","23.0 [20.5-25.7]","22.98867","20.45920","25.72972",""
"cpmo","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","URB","","","28.3 [26.1-30.7]","28.33718","26.05595","30.73511",""
"cpmo","EQ_DHS","PUBLISHED","2012","AMR","HTI","","","RUR","","","31.2 [28.8-33.8]","31.24675","28.76352","33.84251",""
"cpmo","EQ_DHS","PUBLISHED","1994","SEAR","IDN","","","URB","","","55.8 [53.8-57.7]","55.76305","53.81253","57.69595",""
"cpmo","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","","RUR","","","54.5 [53.0-56.0]","54.54135","53.03642","56.03802",""
"cpmo","EQ_MICS","PUBLISHED","2006","EMR","IRQ","","","URB","","","35.9 [34.6-37.1]","35.85712","34.61981","37.11354",""
"cpmo","EQ_MICS","PUBLISHED","2011","EMR","IRQ","","","RUR","","","31.6 [30.5-32.8]","31.60340","30.45694","32.77268",""
"cpmo","EQ_MICS","PUBLISHED","2005","AMR","JAM","","","URB","","","No data","","","","Not available."
"cpmo","EQ_MICS","PUBLISHED","2011","AMR","JAM","","","RUR","","","No data","","","","Not available."
"cpmo","EQ_DHS","PUBLISHED","2002","EMR","JOR","","","RUR","","","35.8 [33.1-38.6]","35.83337","33.11431","38.64670",""
"cpmo","EQ_MICS","PUBLISHED","2010","EUR","KAZ","","","URB","","","52.2 [50.5-53.9]","52.18398","50.45482","53.90791",""
"cpmo","EQ_MICS","PUBLISHED","2015","EUR","KAZ","","","RUR","","","52.7 [50.2-55.1]","52.70183","50.24152","55.14909",""
"cpmo","EQ_DHS","PUBLISHED","1993","AFR","KEN","","","URB","","","37.9 [32.9-43.2]","37.91153","32.89587","43.19962",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","KEN","","","RUR","","","29.0 [27.2-30.8]","28.95486","27.21165","30.76255",""
"cpmo","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","URB","","","34.2 [31.5-37.0]","34.24359","31.54567","37.04738",""
"cpmo","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","","RUR","","","37.5 [35.1-40.0]","37.50097","35.10014","39.96489",""
"cpmo","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","URB","","","23.6 [20.8-26.7]","23.62416","20.77845","26.72812",""
"cpmo","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","RUR","","","26.5 [25.0-28.1]","26.51738","25.00816","28.08357",""
"cpmo","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","URB","","","30.7 [28.2-33.3]","30.67827","28.21949","33.25203",""
"cpmo","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","RUR","","","39.9 [38.3-41.5]","39.89091","38.31694","41.48605",""
"cpmo","EQ_DHS","PUBLISHED","2004","AFR","LSO","","","URB","","","48.7 [43.4-54.1]","48.73247","43.38443","54.10969",""
"cpmo","EQ_DHS","PUBLISHED","2009","AFR","LSO","","","RUR","","","40.7 [38.4-42.9]","40.65502","38.40860","42.94124",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","URB","","","65.2 [60.3-69.8]","65.21089","60.31577","69.80447",""
"cpmo","EQ_DHS","PUBLISHED","2003","EMR","MAR","","","RUR","","","53.2 [51.1-55.3]","53.20609","51.14903","55.25231",""
"cpmo","EQ_RHS","PUBLISHED","1997","EUR","MDA","","","URB","","","55.8 [53.0-58.5]","55.77798","53.02887","58.49213",""
"cpmo","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","RUR","","","41.0 [38.8-43.2]","41.02564","38.84719","43.23987",""
"cpmo","EQ_MICS","PUBLISHED","2015","AMR","MEX","","","URB","","","65.4 [61.9-68.6]","65.36406","61.92870","68.64638",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","MKD","","","RUR","","","10.1 [6.7-15.0]","10.11620","6.67513","15.04518",""
"cpmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","","URB","","","15.1 [12.6-17.8]","15.06227","12.64808","17.84313",""
"cpmo","EQ_DHS","PUBLISHED","1995","AFR","MLI","","","RUR","","","1.9 [1.4-2.6]","1.91243","1.41739","2.57586",""
"cpmo","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","RUR","","","4.2 [3.5-4.9]","4.15078","3.52763","4.87845",""
"cpmo","EQ_MICS","PUBLISHED","2005","WPR","MNG","","","URB","","","57.5 [55.2-59.7]","57.45202","55.16704","59.70561",""
"cpmo","EQ_MICS","PUBLISHED","2010","WPR","MNG","","","RUR","","","55.4 [53.2-57.6]","55.42011","53.24357","57.57607",""
"cpmo","EQ_MICS","PUBLISHED","2013","WPR","MNG","","","URB","","","43.9 [42.4-45.3]","43.86388","42.39775","45.34081",""
"cpmo","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","RUR","","","2.3 [1.6-3.2]","2.27031","1.60352","3.20536",""
"cpmo","EQ_DHS","PUBLISHED","2000","AFR","MWI","","","URB","","","38.2 [34.2-42.4]","38.20023","34.16796","42.40187",""
"cpmo","EQ_MICS","PUBLISHED","2006","AFR","MWI","","","URB","","","43.4 [40.5-46.4]","43.41280","40.51954","46.35165",""
"cpmo","EQ_DHS","PUBLISHED","2010","AFR","MWI","","","RUR","","","40.7 [39.3-42.1]","40.69404","39.29080","42.11264",""
"cpmo","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","URB","","","58.0 [54.9-61.1]","58.04364","54.88644","61.13633",""
"cpmo","EQ_DHS","PUBLISHED","2015","AFR","MWI","","","RUR","","","57.5 [56.2-58.7]","57.48802","56.22667","58.73969",""
"cpmo","EQ_DHS","PUBLISHED","2012","AFR","NER","","","URB","","","27.0 [24.5-29.6]","26.98266","24.52365","29.59158",""
"cpmo","EQ_DHS","PUBLISHED","1999","AFR","NGA","","","RUR","","","5.6 [4.6-7.0]","5.63219","4.55199","6.95007",""
"cpmo","EQ_DHS","PUBLISHED","2003","AFR","NGA","","","URB","","","13.9 [12.1-16.1]","13.94344","12.06073","16.06635",""
"cpmo","EQ_MICS","PUBLISHED","2007","AFR","NGA","","","RUR","","","5.6 [4.9-6.4]","5.60635","4.89209","6.41786",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","NGA","","","URB","","","16.7 [15.5-18.0]","16.73085","15.50562","18.03224",""
"cpmo","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","RUR","","","7.2 [6.6-7.8]","7.18469","6.58249","7.83736",""
"cpmo","EQ_DHS","PUBLISHED","1996","SEAR","NPL","","","URB","","","45.1 [39.1-51.2]","45.07557","39.08092","51.21668",""
"cpmo","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","","RUR","","","33.2 [31.0-35.5]","33.20058","30.96513","35.51438",""
"cpmo","EQ_DHS","PUBLISHED","2006","SEAR","NPL","","","URB","","","54.2 [51.1-57.1]","54.15362","51.12944","57.14750",""
"cpmo","EQ_MICS","PUBLISHED","2010","SEAR","NPL","","","RUR","","","50.6 [46.7-54.4]","50.55302","46.66972","54.42967",""
"cpmo","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","","URB","","","49.8 [46.6-53.0]","49.80500","46.60743","53.00416",""
"cpmo","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","","RUR","","","47.1 [45.2-49.0]","47.06564","45.16959","48.97020",""
"cpmo","EQ_DHS","PUBLISHED","2004","AMR","PER","","","URB","","","54.1 [50.8-57.4]","54.10685","50.75923","57.41780",""
"cpmo","EQ_DHS","PUBLISHED","2005","AMR","PER","","","RUR","","","39.1 [35.0-43.2]","39.05529","35.02551","43.24016",""
"cpmo","EQ_DHS","PUBLISHED","2006","AMR","PER","","","URB","","","52.5 [49.6-55.4]","52.49076","49.59959","55.36534",""
"cpmo","EQ_DHS","PUBLISHED","2007","AMR","PER","","","RUR","","","39.9 [35.1-44.9]","39.90544","35.14905","44.86023",""
"cpmo","EQ_DHS","PUBLISHED","1993","WPR","PHL","","","URB","","","27.6 [26.2-29.0]","27.60913","26.23429","29.02766",""
"cpmo","EQ_DHS","PUBLISHED","2003","WPR","PHL","","","URB","","","33.9 [32.3-35.5]","33.87204","32.26603","35.51608",""
"cpmo","EQ_DHS","PUBLISHED","2008","WPR","PHL","","","RUR","","","32.7 [31.0-34.5]","32.71948","30.99507","34.49186",""
"cpmo","EQ_DHS","PUBLISHED","2013","WPR","PHL","","","URB","","","37.8 [36.2-39.4]","37.80613","36.20730","39.43192",""
"cpmo","EQ_RHS","PUBLISHED","1995","AMR","PRY","","","RUR","","","35.7 [32.4-39.1]","35.68990","32.42185","39.09678",""
"cpmo","EQ_DHS","PUBLISHED","2010","AFR","RWA","","","URB","","","47.0 [43.7-50.4]","47.03592","43.69510","50.40351",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","RWA","","","RUR","","","46.7 [45.0-48.5]","46.74091","45.01884","48.47078",""
"cpmo","EQ_MICS","PUBLISHED","2010","EMR","SDN","","","URB","","","15.9 [13.9-18.3]","15.94832","13.86705","18.27568",""
"cpmo","EQ_MICS","PUBLISHED","2014","EMR","SDN","","","RUR","","","8.6 [7.4-10.1]","8.63520","7.39184","10.06497",""
"cpmo","EQ_DHS","PUBLISHED","1997","AFR","SEN","","","URB","","","19.3 [16.5-22.5]","19.33712","16.53856","22.48169",""
"cpmo","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","RUR","","","5.0 [4.1-6.2]","5.03300","4.10425","6.15842",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","SLE","","","URB","","","14.2 [11.8-17.1]","14.24835","11.77353","17.14231",""
"cpmo","EQ_MICS","PUBLISHED","2010","AFR","SLE","","","RUR","","","7.7 [6.8-8.8]","7.74404","6.80117","8.80528",""
"cpmo","EQ_DHS","PUBLISHED","2013","AFR","SLE","","","URB","","","24.7 [22.3-27.4]","24.73808","22.26109","27.39355",""
"cpmo","EQ_RHS","PUBLISHED","1993","AMR","SLV","","","RUR","","","39.3 [34.9-44.0]","39.34952","34.90816","43.97420",""
"cpmo","EQ_RHS","PUBLISHED","1998","AMR","SLV","","","URB","","","60.6 [58.3-62.8]","60.61350","58.34553","62.83665",""
"cpmo","EQ_RHS","PUBLISHED","2002","AMR","SLV","","","RUR","","","55.1 [52.4-57.8]","55.09681","52.38974","57.77403",""
"cpmo","EQ_MICS","PUBLISHED","2014","EUR","SRB","","","URB","","","21.4 [18.5-24.7]","21.44582","18.54213","24.66653",""
"cpmo","EQ_MICS","PUBLISHED","2010","AFR","SSD","","","RUR","","","0.8 [0.6-1.2]","0.82818","0.57611","1.18922",""
"cpmo","EQ_DHS","PUBLISHED","2008","AFR","STP","","","URB","","","28.0 [23.2-33.5]","28.04186","23.20233","33.45115",""
"cpmo","EQ_MICS","PUBLISHED","2014","AFR","STP","","","RUR","","","42.6 [38.3-47.1]","42.62175","38.28207","47.07813",""
"cpmo","EQ_MICS","PUBLISHED","2006","EMR","SYR","","","URB","","","48.2 [46.7-49.8]","48.24770","46.72790","49.77074",""
"cpmo","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","URB","","","7.1 [5.3-9.5]","7.13301","5.29715","9.54103",""
"cpmo","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","RUR","","","0.5 [0.3-0.7]","0.48870","0.33352","0.71557",""
"cpmo","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","URB","","","10.1 [8.6-11.9]","10.11589","8.58355","11.88622",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","TGO","","","RUR","","","5.5 [4.7-6.6]","5.54513","4.68109","6.55767",""
"cpmo","EQ_MICS","PUBLISHED","2005","EUR","TJK","","","URB","","","38.0 [34.7-41.3]","37.95099","34.74810","41.26242",""
"cpmo","EQ_DHS","PUBLISHED","2012","EUR","TJK","","","RUR","","","24.8 [23.0-26.8]","24.83331","22.96835","26.79701",""
"cpmo","EQ_MICS","PUBLISHED","2006","EUR","TKM","","","URB","","","45.2 [41.5-49.0]","45.22988","41.48852","49.02593",""
"cpmo","EQ_MICS","PUBLISHED","2015","EUR","TKM","","","RUR","","","47.1 [44.4-49.9]","47.12563","44.39846","49.87006",""
"cpmo","EQ_DHS","PUBLISHED","2009","SEAR","TLS","","","URB","","","28.2 [25.3-31.3]","28.18428","25.26659","31.29779",""
"cpmo","EQ_MICS","PUBLISHED","2006","AMR","TTO","","","RUR","","","No data","","","","Not available."
"cpmo","EQ_DHS","PUBLISHED","1999","AFR","TZA","","","URB","","","32.8 [27.4-38.8]","32.84420","27.41968","38.76864",""
"cpmo","EQ_DHS","PUBLISHED","2004","AFR","TZA","","","RUR","","","15.5 [14.0-17.2]","15.54839","14.02020","17.20982",""
"cpmo","EQ_DHS","PUBLISHED","2010","AFR","TZA","","","URB","","","34.1 [30.8-37.5]","34.06574","30.82611","37.46146",""
"cpmo","EQ_DHS","PUBLISHED","2015","AFR","TZA","","","RUR","","","30.6 [28.4-32.8]","30.56727","28.43953","32.78127",""
"cpmo","EQ_DHS","PUBLISHED","1995","AFR","UGA","","","URB","","","28.0 [24.8-31.6]","28.04908","24.76722","31.58325",""
"cpmo","EQ_DHS","PUBLISHED","2000","AFR","UGA","","","RUR","","","14.7 [13.2-16.4]","14.70358","13.16253","16.39100",""
"cpmo","EQ_MICS","PUBLISHED","2012","EUR","UKR","","","URB","","","50.5 [47.3-53.6]","50.45847","47.32011","53.59322",""
"cpmo","EQ_MICS","PUBLISHED","2012","AMR","URY","","","RUR","","","No data","","","","Not available."
"cpmo","EQ_DHS","PUBLISHED","1996","EUR","UZB","","","URB","","","50.2 [46.9-53.5]","50.20956","46.87390","53.54337",""
"cpmo","EQ_MICS","PUBLISHED","2006","EUR","UZB","","","RUR","","","60.4 [58.3-62.5]","60.43920","58.32319","62.51682",""
"cpmo","EQ_DHS","PUBLISHED","2002","WPR","VNM","","","RUR","","","57.1 [54.3-59.8]","57.09398","54.33359","59.81093",""
"cpmo","EQ_DHS","PUBLISHED","2013","EMR","YEM","","","URB","","","40.2 [38.1-42.3]","40.17192","38.07084","42.30975",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","ZAF","","","RUR","","","43.7 [41.2-46.2]","43.69003","41.24043","46.17079",""
"cpmo","EQ_DHS","PUBLISHED","1996","AFR","ZMB","","","URB","","","23.6 [21.4-25.8]","23.56916","21.43216","25.84913",""
"cpmo","EQ_DHS","PUBLISHED","2001","AFR","ZMB","","","RUR","","","13.9 [12.4-15.5]","13.86699","12.36111","15.52382",""
"cpmo","EQ_MICS","PUBLISHED","2009","AFR","ZWE","","","URB","","","67.3 [65.2-69.5]","67.34113","65.15151","69.45766",""
"cpmo","EQ_DHS","PUBLISHED","2010","AFR","ZWE","","","RUR","","","55.7 [53.6-57.7]","55.65092","53.59529","57.68739",""
"cpmo","EQ_MICS","PUBLISHED","2014","AFR","ZWE","","","URB","","","69.5 [67.6-71.4]","69.48774","67.55729","71.35204",""
"cpmo","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","","RUR","","","63.2 [60.8-65.6]","63.23393","60.79093","65.61082",""
"cpmo","EQ_MICS","PUBLISHED","2010","EMR","AFG","","NHLM","","","","18.4 [16.9-20.0]","18.42413","16.91973","20.03003",""
"cpmo","EQ_MICS","PUBLISHED","2010","EMR","AFG","","SHLM","","","","32.8 [29.3-36.5]","32.79886","29.27616","36.52652",""
"cpmo","EQ_DHS","PUBLISHED","2015","EMR","AFG","","SHLM","","","","26.8 [23.1-30.9]","26.78324","23.06203","30.86401",""
"cpmo","EQ_RHS","PUBLISHED","2002","EUR","ALB","","PRLM","","","","5.7 [4.6-7.1]","5.72727","4.62021","7.07991",""
"cpmo","EQ_DHS","PUBLISHED","2008","EUR","ALB","","NHLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2011","AMR","ARG","","NHLM","","","","43.6 [25.4-63.7]","43.60275","25.43378","63.66860",""
"cpmo","EQ_MICS","PUBLISHED","2011","AMR","ARG","","SHLM","","","","53.9 [52.2-55.6]","53.89333","52.21392","55.56395",""
"cpmo","EQ_DHS","PUBLISHED","2010","EUR","ARM","","PRLM","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"cpmo","EQ_MICS","PUBLISHED","2005","AFR","BDI","","NHLM","","","","4.7 [3.6-6.0]","4.66886","3.60784","6.02242",""
"cpmo","EQ_DHS","PUBLISHED","2010","AFR","BDI","","SHLM","","","","33.7 [29.1-38.6]","33.69924","29.12630","38.59913",""
"cpmo","EQ_DHS","PUBLISHED","2001","AFR","BEN","","PRLM","","","","8.9 [7.0-11.3]","8.91211","7.01257","11.26387",""
"cpmo","EQ_DHS","PUBLISHED","2006","AFR","BEN","","PRLM","","","","8.8 [7.8-10.1]","8.84037","7.76344","10.05040",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","BFA","","NHLM","","","","3.2 [2.6-4.0]","3.19251","2.57239","3.95606",""
"cpmo","EQ_DHS","PUBLISHED","1998","AFR","BFA","","SHLM","","","","36.6 [30.9-42.7]","36.61403","30.93406","42.69224",""
"cpmo","EQ_DHS","PUBLISHED","2003","AFR","BFA","","SHLM","","","","43.2 [37.8-48.6]","43.15635","37.84138","48.63374",""
"cpmo","EQ_DHS","PUBLISHED","2010","AFR","BFA","","PRLM","","","","25.2 [22.6-28.0]","25.20428","22.56500","28.04047",""
"cpmo","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","NHLM","","","","39.9 [38.1-41.7]","39.89896","38.13947","41.68491",""
"cpmo","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","NHLM","","","","41.7 [39.8-43.7]","41.74907","39.78155","43.74321",""
"cpmo","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","SHLM","","","","47.3 [45.1-49.5]","47.32607","45.12935","49.53319",""
"cpmo","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","PRLM","","","","No data","","","","Not available."
