"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUBSTANCETYPE","Display Value","Numeric","Low","High","Comments"
"RSUD_880","PUBLISHED","2014","AMR","GTM","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","GTM","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","HND","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","HND","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","HRV","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","HRV","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","HTI","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","HTI","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","HUN","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","HUN","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","IDN","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","IDN","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","IND","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","IND","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","IRL","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","IRL","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","IRN","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","EMR","IRN","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ISL","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ISL","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ISR","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ISR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ITA","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ITA","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","JAM","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","JAM","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","JPN","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","WPR","JPN","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","KAZ","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","KAZ","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","KGZ","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","KGZ","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","KHM","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","WPR","KHM","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","KOR","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","KOR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","KWT","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","EMR","KWT","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AMR","LCA","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","LCA","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","LKA","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","LKA","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","LTU","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","LTU","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","LVA","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","LVA","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","MAR","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","MAR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MDA","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MDA","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AMR","MEX","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","MEX","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MKD","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MKD","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MLT","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MLT","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","MMR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","MNG","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","WPR","MNG","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MOZ","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MOZ","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","NLD","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","NLD","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","NOR","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","NOR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","NZL","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","NZL","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","OMN","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","EMR","OMN","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EMR","PAK","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","EMR","PAK","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AMR","PAN","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","PAN","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","PER","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","PER","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","WPR","PHL","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","POL","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","POL","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","PRT","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","PRT","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","PRY","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","AMR","PRY","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ROU","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","ROU","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AFR","RWA","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","RWA","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","WPR","SGP","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","WPR","SGP","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","SLV","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","SLV","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SRB","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SRB","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","SUR","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","AMR","SUR","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SVK","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SVK","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SVN","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SVN","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SWE","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","SWE","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AFR","TGO","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","TGO","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","THA","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","THA","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","TJK","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","TJK","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","TTO","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","TTO","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","TUN","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","TUN","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","TUR","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","TUR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AFR","TZA","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","TZA","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","UGA","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","UGA","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","UKR","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","UKR","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","URY","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","URY","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","USA","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AMR","USA","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EUR","UZB","ALCOHOL","No","","","",""
"RSUD_880","PUBLISHED","2014","EUR","UZB","DRUGS","No","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ZAF","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ZAF","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ZWE","ALCOHOL","Yes","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ZWE","DRUGS","Yes","","","",""
"RSUD_880","PUBLISHED","2014","EMR","AFG","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","AFG","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","AGO","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","AGO","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","ARE","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","ARE","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","ATG","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","ATG","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","BDI","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","BDI","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","BEN","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","BEN","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","BGR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","BGR","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","BHR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","BHR","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","BHS","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","BHS","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","BLZ","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","BLZ","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","BRN","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","BRN","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","BTN","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","BTN","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CAF","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CAF","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CIV","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CIV","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CMR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CMR","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","COG","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","COG","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","COK","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","COK","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","COM","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","COM","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CPV","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","CPV","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","DJI","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","DJI","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","DMA","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","DMA","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","DZA","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ERI","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ERI","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","EST","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","EST","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ETH","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","ETH","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","FJI","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","FJI","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GAB","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GAB","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GIN","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GIN","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GMB","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GMB","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GNB","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GNB","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GNQ","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","GNQ","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","GUY","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","GUY","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","IRQ","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","IRQ","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","JOR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","JOR","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","KEN","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","KEN","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","KIR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","KIR","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","KNA","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","KNA","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","LAO","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","LAO","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","LBN","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","LBN","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","LBR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","LBR","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","LBY","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EMR","LBY","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","LSO","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","LSO","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","LUX","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","LUX","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MCO","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MCO","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MDG","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MDG","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","MDV","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","MDV","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","MHL","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","MHL","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MLI","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MLI","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","MMR","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MNE","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","EUR","MNE","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MRT","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MRT","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MUS","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MUS","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MWI","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","MWI","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","MYS","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","MYS","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","NAM","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","NAM","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","NER","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","NER","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","NGA","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AFR","NGA","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","NIC","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","AMR","NIC","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","NIU","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","WPR","NIU","DRUGS","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","NPL","ALCOHOL","No data","","","",""
"RSUD_880","PUBLISHED","2014","SEAR","NPL","DRUGS","No data","","","",""
