"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","HARMANDCONSEQUENCE","Display Value","Numeric","Low","High","Comments"
"SA_0000001467","PUBLISHED","2008","AMR","CAN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CPV","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CPV","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CPV","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CAF","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CAF","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","CAF","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TCD","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TCD","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","TCD","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","CHL","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","CHL","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","CHL","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","CHN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","CHN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","CHN","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","COL","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","COL","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","COL","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COM","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COM","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COM","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COG","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COG","SA_ALCOHOL_RELATD_HLTH_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","HRV","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","HRV","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","decrease","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","HRV","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COD","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COD","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","COD","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","DOM","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","DOM","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","DOM","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","EGY","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","EGY","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","EGY","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","SLV","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","SLV","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","SLV","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GNQ","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GNQ","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GNQ","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","EST","SA_ALCOHOL_RELATED_HARM",".","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GAB","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GAB","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GAB","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","GEO","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","GEO","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","GEO","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","GTM","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","GTM","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","GTM","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GIN","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GIN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GIN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GNB","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GNB","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","GNB","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","GUY","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","GUY","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","GUY","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","HND","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","HND","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","HND","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","HUN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","HUN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","HUN","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","IND","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","IND","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","IND","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","IDN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","IDN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","IDN","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","IRQ","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","IRQ","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","IRQ","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","IRL","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","IRL","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","IRL","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ISR","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ISR","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ISR","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","JOR","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","JOR","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","JOR","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","KEN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","KEN","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","KEN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","KIR","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","KIR","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","KIR","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","KGZ","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","KGZ","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","KGZ","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","LAO","SA_ALCOHOL_RELATED_HARM",".","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","LAO","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","LAO","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","LSO","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","LSO","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","LSO","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MWI","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MWI","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MWI","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","MYS","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","MYS","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","MYS","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MLI","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MLI","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MLI","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MUS","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MUS","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","MUS","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","FSM","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","FSM","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","FSM","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NAM","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NAM","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NAM","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","NPL","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","NPL","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","SEAR","NPL","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","NLD","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","NLD","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","NLD","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","NZL","SA_ALCOHOL_RELATD_SOCL_CNSQNCE",".","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","NZL","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","NZL","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NER","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NER","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NER","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NGA","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NGA","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","NGA","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","PAN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","PAN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","PAN","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","PNG","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","PNG","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","PNG","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","PRY","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","PRY","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","PRY","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","PHL","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","PHL","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","PHL","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","QAT","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","QAT","SA_ALCOHOL_RELATED_HARM","inconclusive","","","",""
"SA_0000001467","PUBLISHED","2008","EMR","QAT","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","KOR","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","KOR","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","WPR","KOR","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","MDA","SA_ALCOHOL_RELATED_HARM","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","MDA","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","MDA","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ROU","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ROU","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","ROU","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","VCT","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","VCT","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AMR","VCT","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","STP","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","STP","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","STP","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SEN","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SEN","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SEN","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","SRB","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","SRB","SA_ALCOHOL_RELATED_HARM","increase","","","",""
"SA_0000001467","PUBLISHED","2008","EUR","SRB","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","stable","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SYC","SA_ALCOHOL_RELATD_HLTH_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SYC","SA_ALCOHOL_RELATD_SOCL_CNSQNCE","increase","","","",""
"SA_0000001467","PUBLISHED","2008","AFR","SYC","SA_ALCOHOL_RELATED_HARM","increase","","","",""
