"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDHWF","Display Value","Numeric","Low","High","Comments"
"RSUD_810","PUBLISHED","2014","AFR","ARM","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","ARM","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ARM","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","AUS","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUS","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","AUS","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","AUS","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","AUS","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","AUS","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","AUS","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","AUS","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUT","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUT","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUT","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUT","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUT","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","AUT","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","AUT","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AUT","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AZE","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AZE","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AZE","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","AZE","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","AZE","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BDI","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BDI","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BEL","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BEL","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BEN","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BEN","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BEN","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BEN","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BEN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BFA","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","SEAR","BGD","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","SEAR","BGD","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","SEAR","BGD","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BGD","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BGD","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BHR","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BHR","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BHR","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BHR","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BHR","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BHR","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BHR","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BHR","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BIH","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BIH","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BIH","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BIH","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BIH","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BLR","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BLR","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BLR","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","BLR","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BLR","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BLZ","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BLZ","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BLZ","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BOL","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BRA","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRA","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRA","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRA","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","BRA","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BRA","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRB","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","BRB","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRB","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRB","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","BRB","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","BRB","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","BRB","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","BRN","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","BRN","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","SEAR","BTN","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CAF","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAF","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CAF","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CAF","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CAF","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","WPR","CAF","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAF","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CAF","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CAN","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CHE","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHE","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CHE","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CHE","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CHE","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHE","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHE","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CHE","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CHL","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHL","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","WPR","CHN","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","CHN","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","CHN","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CHN","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","CHN","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CIV","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CIV","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","COD","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COD","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COD","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COD","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COD","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COD","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COG","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","COG","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COG","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COG","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COG","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COG","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COG","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COG","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COL","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COL","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COM","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COM","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COM","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COM","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COM","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COM","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","COM","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","COM","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CRI","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CRI","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CRI","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CUB","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CUB","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CUB","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CUB","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CUB","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CUB","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CYP","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CYP","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CYP","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CYP","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CZE","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","CZE","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CZE","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CZE","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CZE","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","CZE","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","CZE","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","CZE","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DEU","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DEU","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DEU","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DEU","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","DEU","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DEU","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DEU","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","DJI","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DNK","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","DNK","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","DNK","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DNK","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DOM","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DOM","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DOM","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DOM","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DOM","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","DZA","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","DZA","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","DZA","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","EGY","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","EGY","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","EGY","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","EGY","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","EGY","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EMR","EGY","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ESP","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ESP","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ESP","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","ESP","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ESP","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","EST","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","ETH","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ETH","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","ETH","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","ETH","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","ETH","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","ETH","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","ETH","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","ETH","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FIN","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FIN","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FIN","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FIN","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FIN","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","FIN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","FIN","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FIN","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FRA","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FRA","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FRA","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FRA","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","FRA","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","FRA","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","WPR","FSM","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GAB","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GAB","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GAB","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GAB","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GAB","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GAB","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","AMR","GAB","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GAB","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GBR","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GBR","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GBR","DOCTORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GBR","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GBR","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GBR","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AMR","GBR","SOCIAL_WORKERS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GBR","NARCOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GEO","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GHA","ADDICTION_COUNSELLORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GHA","COMMUNITY_HEALTH_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GHA","DOCTORS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GHA","NURSES","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GHA","PSYCHIATRISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GHA","PSYCHOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GHA","SOCIAL_WORKERS","No","","","",""
"RSUD_810","PUBLISHED","2014","AFR","GHA","NARCOLOGISTS","No","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GRC","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GRC","NURSES","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GRC","PSYCHIATRISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","EUR","GRC","PSYCHOLOGISTS","Yes","","","",""
"RSUD_810","PUBLISHED","2014","SEAR","GRC","SOCIAL_WORKERS","Yes","","","",""
