"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PUBLICPRIVATESETTING","Display Value","Numeric","Low","High","Comments"
"RSUD_58","PUBLISHED","2008","AMR","BHS","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","BHS","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","BHS","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","BHS","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","BHS","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","BHS","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","BHR","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","BHR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","BHR","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","BHR","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","BHR","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","BHR","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BLR","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BLR","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BLR","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BLR","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BLR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BLR","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BEL","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BEL","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BEL","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BEL","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BEL","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BEL","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BGR","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BGR","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BGR","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BGR","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BGR","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","BGR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","CHN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","CHN","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","WPR","CHN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","CHN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","CHN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","WPR","CHN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","COL","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","COL","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","COL","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AMR","COL","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","COL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","COL","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HRV","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HRV","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HRV","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HRV","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HRV","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HRV","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","CYP","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","CYP","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","CYP","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","CYP","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","CYP","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","CYP","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DNK","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DNK","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DNK","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DNK","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DNK","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DNK","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","EST","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","EST","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","EST","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","EST","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","EST","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","EST","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FIN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FIN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FIN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FIN","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FIN","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FIN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FRA","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FRA","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FRA","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FRA","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FRA","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","FRA","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","AFR","GMB","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","GMB","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AFR","GMB","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AFR","GMB","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","GMB","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","GMB","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GEO","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GEO","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GEO","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GEO","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GEO","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GEO","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DEU","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DEU","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DEU","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DEU","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DEU","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","DEU","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GRC","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GRC","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GRC","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GRC","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GRC","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","GRC","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HUN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HUN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HUN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HUN","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HUN","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","HUN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISL","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISL","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISL","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISL","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISL","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","IDN","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","IDN","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","IDN","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","IDN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","IDN","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","IDN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","IRN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","IRN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","IRN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","IRN","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","IRN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","IRN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","IRL","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","IRL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","IRL","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","IRL","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","IRL","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","IRL","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISR","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISR","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISR","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISR","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ISR","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ITA","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ITA","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ITA","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ITA","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ITA","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","ITA","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","KGZ","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","KGZ","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","KGZ","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","KGZ","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","KGZ","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","KGZ","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LVA","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LVA","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LVA","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LVA","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LVA","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LVA","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LTU","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LTU","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LTU","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LTU","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LTU","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LTU","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LUX","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LUX","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LUX","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LUX","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LUX","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","LUX","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","MYS","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","MYS","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","MYS","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","MYS","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","WPR","MYS","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","MYS","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","MLT","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","MLT","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","MLT","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","MLT","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","MLT","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","MLT","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","MUS","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","AFR","MUS","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","MUS","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","MUS","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","MUS","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","AFR","MUS","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","MEX","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","MEX","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","MEX","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","MEX","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","MEX","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","AMR","MEX","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","MMR","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","MMR","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","MMR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","MMR","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","MMR","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","MMR","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","NPL","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","NPL","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","NPL","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","NPL","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","NPL","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","SEAR","NPL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NLD","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NLD","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NLD","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NLD","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NLD","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NLD","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","NZL","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_58","PUBLISHED","2008","WPR","NZL","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","NZL","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","NZL","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","WPR","NZL","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","WPR","NZL","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NOR","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NOR","PRIVATE_PRACTICE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NOR","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NOR","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NOR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EUR","NOR","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_58","PUBLISHED","2008","EMR","OMN","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","OMN","PRIVATE_PRACTICE","no","","","",""
"RSUD_58","PUBLISHED","2008","EMR","OMN","PUBLIC_GENERAL_HOSPITALS","no","","","",""
