"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_survey_title_adult","PUBLISHED","AMR","DOM","Dominican Republic Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","EGY","Egypt NCD Stepwise Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","SLV","Encuesta Nacional de Alcohol y Tabaco","","","",""
"M_survey_title_adult","PUBLISHED","AMR","HND","Encuesta Nacional de Demograf�a y Salud ENDESA","","","",""
"M_survey_title_adult","PUBLISHED","AMR","PRY","Encuesta Nacional de Factores de Riesgo de Paraguay (STEPS)","","","",""
"M_survey_title_adult","PUBLISHED","EUR","ESP","Encuesta Nacional de Salud","","","",""
"M_survey_title_adult","PUBLISHED","AMR","CRI","Encuesta nacional en hogares sobre consumo de drogas","","","",""
"M_survey_title_adult","PUBLISHED","WPR","FJI","Fiji STEPS","","","",""
"M_survey_title_adult","PUBLISHED","AFR","GMB","Gambia STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","AFR","UGA","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","ARG","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","PAN","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","URY","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","PAK","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","QAT","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","GRC","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","KAZ","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","ROU","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","TUR","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","VNM","Global Adult Tobacco Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","MYS","Global Adult Tobacco Survey (GATS)","","","",""
"M_survey_title_adult","PUBLISHED","WPR","CHN","Global Adult Tobacco Survey (GATS) - China","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","IND","Global Adult Tobacco Survey (GATS) - India","","","",""
"M_survey_title_adult","PUBLISHED","AFR","NGA","Global Adult Tobacco Survey, Nigeria","","","",""
"M_survey_title_adult","PUBLISHED","AMR","GRD","Grenada STEPS","","","",""
"M_survey_title_adult","PUBLISHED","AMR","GUY","Guyana Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","JAM","Health and Lifestyle Survey II","","","",""
"M_survey_title_adult","PUBLISHED","EUR","EST","Health Behaviour among Estonian Adult Population","","","",""
"M_survey_title_adult","PUBLISHED","EUR","LVA","Health behaviour among Latvian adult population","","","",""
"M_survey_title_adult","PUBLISHED","EUR","LTU","Health Behaviour among Lithuanian Adult Population","","","",""
"M_survey_title_adult","PUBLISHED","EUR","FIN","Health Behaviour and Health among the Finnish Adult Population","","","",""
"M_survey_title_adult","PUBLISHED","EUR","RUS","Health in Times of Transition Study","","","",""
"M_survey_title_adult","PUBLISHED","EUR","BEL","Health Interview Survey, Belgium","","","",""
"M_survey_title_adult","PUBLISHED","EUR","ISR","Health Survey of the Israeli Central Bureau of Statistics","","","",""
"M_survey_title_adult","PUBLISHED","EUR","ARM","Health System Performance Assessment","","","",""
"M_survey_title_adult","PUBLISHED","EUR","AZE","Household Budget Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","PNG","Household Income & Expenditure Survey (HIES)","","","",""
"M_survey_title_adult","PUBLISHED","AMR","CUB","III Encuesta Nacional de Factores de Riesgo y Enfermedades no Transmisibles y Actividades Preventivas","","","",""
"M_survey_title_adult","PUBLISHED","EMR","IRQ","Iraq Family Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","JOR","Jordan Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","AFR","KEN","Kenya GATS","","","",""
"M_survey_title_adult","PUBLISHED","WPR","KIR","Kiribati NCD Risk Factors (STEPS)","","","",""
"M_survey_title_adult","PUBLISHED","WPR","KOR","Korea National Health and Nutrition Examination Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","KGZ","Kyrgyzstan STEPS","","","",""
"M_survey_title_adult","PUBLISHED","WPR","LAO","Laos STEPS","","","",""
"M_survey_title_adult","PUBLISHED","EMR","LBN","Lebanese National Tobacco Control Program survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","LUX","Les habitudes tabagiques au Luxembourg","","","",""
"M_survey_title_adult","PUBLISHED","AFR","LSO","Lesotho STEPS","","","",""
"M_survey_title_adult","PUBLISHED","AFR","LBR","Liberia STEPS","","","",""
"M_survey_title_adult","PUBLISHED","EMR","LBY","Libya STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","MNE","Living Standards Measurement Survey, LSMS","","","",""
"M_survey_title_adult","PUBLISHED","AFR","MDG","Madagascar Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","AFR","MWI","Malawi Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","MAR","MARTA","","","",""
"M_survey_title_adult","PUBLISHED","AFR","MUS","Mauritius Non Communicable Disease Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","DEU","Microcensus (Mikrozensus)","","","",""
"M_survey_title_adult","PUBLISHED","EUR","MDA","Moldova STEPS","","","",""
"M_survey_title_adult","PUBLISHED","WPR","MNG","Mongolia STEPS survey on the Prevalence of NCD risk factors","","","",""
"M_survey_title_adult","PUBLISHED","EUR","DNK","Monitorering af danskernes rygevaner [Monitoring smoking habits in the Danish population]","","","",""
"M_survey_title_adult","PUBLISHED","AFR","NAM","Namibia Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","KHM","National Adult Tobacco survey of Cambodia","","","",""
"M_survey_title_adult","PUBLISHED","EUR","BGR","National Centre for the Study of Public Opinion Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","AUS","National Drug Strategy Household Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","YEM","National Health and Demographic Survey","","","",""
"M_survey_title_adult","PUBLISHED","AFR","ZAF","National Health and Nutrition Examination Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","VCT","National Health and Nutrition Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","JPN","National Health and Nutrition Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","USA","National Health Interview Survey (NHIS)","","","",""
"M_survey_title_adult","PUBLISHED","WPR","SGP","National Health Surveillance Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","SRB","National Health Survey Serbia","","","",""
"M_survey_title_adult","PUBLISHED","EUR","MKD","National Household Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","ITA","National Institute of Statistics (ISTAT)","","","",""
"M_survey_title_adult","PUBLISHED","AFR","ERI","National noncommunicable disease (NCD) risk factor baseline survey (using WHO STEPSwise approach)","","","",""
"M_survey_title_adult","PUBLISHED","EMR","BHR","National Non-Communicable Diseases Risk Factor Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","PHL","National Nutrition Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","FSM","National Outcome Measures Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","SVK","National population study on drug consumption (NMCD)","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","THA","National Statistics Office Health and Welfare Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","SYR","National Survey on non-communicable diseases and factors affecting their development","","","",""
"M_survey_title_adult","PUBLISHED","EUR","IRL","National Tobacco Control Office Ipsos MRBI telephone omnipoll","","","",""
"M_survey_title_adult","PUBLISHED","WPR","NRU","Nauru NCD risk factors STEPS","","","",""
"M_survey_title_adult","PUBLISHED","WPR","MHL","NCD Risk Factors STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","NPL","NCD Risk Factors STEPS Survey Nepal","","","",""
"M_survey_title_adult","PUBLISHED","WPR","NZL","New Zealand Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","NIU","Niue STEPS","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","BGD","Non-Communicable Disease Risk Factor Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","GBR","Opinions and Lifestyle Survey, Adult Smoking Habits in Great Britain","","","","Data representative of Great Britain only."
"M_survey_title_adult","PUBLISHED","AMR","TTO","Pan American STEPS Noncommunicable Diseases and Risk Factors Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","TUV","Population and Housing Census","","","",""
"M_survey_title_adult","PUBLISHED","WPR","BRN","Population Census","","","",""
"M_survey_title_adult","PUBLISHED","AFR","BWA","Republic of Botswana Chronic Disease Risk Factor Surveillance Survey (STEPS)","","","",""
"M_survey_title_adult","PUBLISHED","AFR","RWA","Rwanda STEPS","","","",""
"M_survey_title_adult","PUBLISHED","WPR","WSM","Samoa STEPS","","","",""
"M_survey_title_adult","PUBLISHED","EMR","SAU","Saudi Health Information Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","IRN","Sixth national survey of NCD Risk Factors Surveillance","","","",""
"M_survey_title_adult","PUBLISHED","EUR","UZB","Social Research Center population survey of tobacco consumption practices","","","",""
"M_survey_title_adult","PUBLISHED","WPR","SLB","Solomon Islands NCD Risk Factors STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","LKA","Sri Lanka STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","AMR","KNA","St Kitts STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","NOR","Statistics Norway Smoking Habits Survey (Reise- og ferieunders�kelse)","","","",""
"M_survey_title_adult","PUBLISHED","WPR","VUT","STEPS","","","",""
"M_survey_title_adult","PUBLISHED","AMR","SUR","STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","PLW","STEPS Survey","","","",""
"M_survey_title_adult","PUBLISHED","EMR","AFG","Study of Smoking Prevalence among Men in Kabul City","","","",""
"M_survey_title_adult","PUBLISHED","EUR","HRV","Substance abuse among the general public in the Republic of Croatia","","","",""
"M_survey_title_adult","PUBLISHED","EUR","GEO","Survey of Risk Factors of Non-Communicable Diseases","","","",""
"M_survey_title_adult","PUBLISHED","EUR","BIH","Survey of the Health Satus of the Population of the Federation of B&H","","","",""
"M_survey_title_adult","PUBLISHED","AFR","SWZ","Swaziland STEPS NCD Risk Factor Survey","","","",""
"M_survey_title_adult","PUBLISHED","AFR","TZA","Tanzania STEPS","","","",""
"M_survey_title_adult","PUBLISHED","AMR","BLZ","The Central American Diabetes Initiative: Survey of Diabetes, Hypertension and Non-Communicable Disease Risk Factors","","","",""
"M_survey_title_adult","PUBLISHED","EUR","NLD","The Dutch Continuous Survey of Smoking Habits","","","",""
"M_survey_title_adult","PUBLISHED","EUR","MLT","The European Health Interview survey (EHIS)","","","",""
"M_survey_title_adult","PUBLISHED","AFR","SLE","The Prevalence of the Common Risk Factors of Non-Communicable Diseases in Sierra Leone","","","",""
"M_survey_title_adult","PUBLISHED","AFR","SYC","The Seychelles Heart Study IV","","","",""
"M_survey_title_adult","PUBLISHED","EUR","CZE","The use of tobacco in the Czech Republic","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","TLS","Timor-Leste Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","POL","TNS Polska Survey","","","",""
"M_survey_title_adult","PUBLISHED","WPR","TON","Tonga STEPS","","","",""
"M_survey_title_adult","PUBLISHED","EUR","TKM","Turkmenistan STEPS","","","",""
"M_survey_title_adult","PUBLISHED","EUR","ISL","Umfang reykinga � Samantekt","","","",""
"M_survey_title_adult","PUBLISHED","SEAR","MMR","WHO STEPS Chronic Disease Risk Factor Surveillance - Myanmar","","","",""
"M_survey_title_adult","PUBLISHED","EMR","OMN","World Health Survey","","","","Only Omanis were surveyed."
"M_survey_title_adult","PUBLISHED","EMR","KWT","World Health Survey in Kuwait","","","",""
"M_survey_title_adult","PUBLISHED","AMR","GTM","World Health Survey, Guatemala","","","",""
"M_survey_title_adult","PUBLISHED","EMR","ARE","World Health Survey, United Arab Emirates","","","",""
"M_survey_title_adult","PUBLISHED","AFR","ZMB","Zambia Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","AFR","ZWE","Zimbabwe Demographic and Health Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","BLR","(Sample survey of households living standards)","","","",""
"M_survey_title_adult","PUBLISHED","EMR","SDN","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","EUR","SMR","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AFR","SSD","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AMR","LCA","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AFR","AGO","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AMR","ATG","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AFR","CAF","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AFR","GNB","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","EUR","MCO","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","EMR","SOM","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","AFR","GNQ","Not available","","","","Data not reported / not available"
"M_survey_title_adult","PUBLISHED","EUR","AUT","Die Raucher in Osterreich (Smoking in Austria)","","","",""
"M_survey_title_adult","PUBLISHED","AMR","PER","Encuesta Nacional de Consumo de Drogas en Poblacion General de Peru","","","",""
"M_survey_title_adult","PUBLISHED","AMR","MEX","Encuesta Nacional de Salud y Nutricion (ENSANUT)","","","",""
"M_survey_title_adult","PUBLISHED","AMR","ECU","Encuesta Nacional de Salud y Nutricion (ENSANUT)","","","",""
"M_survey_title_adult","PUBLISHED","AMR","NIC","Encuesta Nicaraguense de Demograf�ca y Salud","","","",""
"M_survey_title_adult","PUBLISHED","EUR","AND","Enquesta Nacional de Salut d'Andorra","","","",""
"M_survey_title_adult","PUBLISHED","AFR","BDI","Enquete Demographique et de Sante","","","",""
"M_survey_title_adult","PUBLISHED","AFR","BEN","Enquete Demographique et de Sante au Benin","","","",""
"M_survey_title_adult","PUBLISHED","AFR","GAB","Enquete Demographique et de Sante au Gabon","","","",""
"M_survey_title_adult","PUBLISHED","AFR","COG","Enquete Demographique et de Sante du Congo","","","",""
"M_survey_title_adult","PUBLISHED","AFR","CMR","Enquete Demographique et de Sante et  Indicateurs Multiples au Cameroon","","","",""
"M_survey_title_adult","PUBLISHED","AFR","NER","Enquete Demographique et de Sante et  Indicateurs Multiples au Niger","","","",""
"M_survey_title_adult","PUBLISHED","AFR","SEN","Enquete Demographique et de Sante  Indicateurs Multiples (EDS-MICS)","","","",""
"M_survey_title_adult","PUBLISHED","EMR","DJI","EnqueteDjiboutienne sur la sante de la famille (PAPFAM)","","","",""
"M_survey_title_adult","PUBLISHED","AMR","HTI","Enquete Mortalite, Morbidite et Utilisation des Services enHaiti","","","",""
"M_survey_title_adult","PUBLISHED","EMR","TUN","Enquetenationale morbidite et recours aux soins","","","",""
"M_survey_title_adult","PUBLISHED","AFR","MLI","Enquete STEPS","","","",""
"M_survey_title_adult","PUBLISHED","AFR","TGO","Enquete STEPS au Togo sur les facteurs de risque des maladies non transmissibles","","","",""
"M_survey_title_adult","PUBLISHED","AFR","BFA","Enquete STEPs sur les facteurs de risque des maladies non transmissibles, Burkina Faso","","","",""
"M_survey_title_adult","PUBLISHED","AFR","MRT","Enquetesur les Maladies non Transmissibles selon l'approche STEPwise de l'OMS","","","",""
"M_survey_title_adult","PUBLISHED","AMR","COL","Estudio Nacional de Consumo de Sustancias Psicoactivas en Colombia","","","",""
"M_survey_title_adult","PUBLISHED","AMR","VEN","Estudio Nacional de Drogas en Poblacion General","","","",""
"M_survey_title_adult","PUBLISHED","AMR","CHL","Estudio Nacional de Drogas en Poblacion General de Chile","","","",""
"M_survey_title_adult","PUBLISHED","AMR","BOL","Estudio Nacional de Prevalencia y Caracteristicas del Consumo de Drogas en Hogares Bolivianos","","","",""
"M_survey_title_adult","PUBLISHED","EUR","CYP","European Health Interview Survey","","","",""
"M_survey_title_adult","PUBLISHED","EUR","HUN","Felnott Doh (Adult Tobacco Survey)","","","",""
"M_survey_title_adult","PUBLISHED","AFR","MOZ","Inquerito Demografico e saude de Mocambique","","","",""
"M_survey_title_adult","PUBLISHED","EUR","PRT","Inquerito Nacional ao Consumo de Substancias Psicoactivas na Populacao Portuguesa ","","","",""
"M_survey_title_adult","PUBLISHED","EUR","SWE","Nationella folkhalsoenkaten (National Survey on Public Health)","","","",""
"M_survey_title_adult","PUBLISHED","AMR","BRA","Pesquisa Nacional de Saude (National Health Survey)","","","",""
"M_survey_title_adult","PUBLISHED","AFR","STP","Sao Tome et Principe EnqueteSTEPS","","","",""
