"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDHWF","Display Value","Numeric","Low","High","Comments"
"RSUD_750","PUBLISHED","2014","AFR","CIV","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","CIV","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","COG","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","OUTREACH_FIELD_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","COL","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","CUB","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","CZE","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","CZE","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","CZE","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","CZE","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","CZE","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","DEU","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","DEU","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","DEU","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","DJI","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","DJI","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","DJI","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","DOM","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","DOM","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","DOM","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","DOM","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","DOM","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","ECU","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","ECU","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","ECU","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","ECU","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","ECU","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ESP","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ESP","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ESP","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ESP","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ESP","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ESP","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","EST","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","EST","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","OUTREACH_FIELD_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FIN","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","FRA","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","FSM","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","OUTREACH_FIELD_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GBR","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GEO","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GEO","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GEO","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GEO","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","GEO","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","GHA","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","GHA","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AFR","GHA","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","HRV","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","HRV","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","HRV","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","HTI","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","HTI","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","HTI","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","HUN","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","HUN","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","HUN","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","IDN","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","IRL","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","IRL","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","IRN","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","IRN","OUTREACH_FIELD_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","IRN","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","IRN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ISL","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ISL","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ISL","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ISL","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ISR","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ISR","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","ITA","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","JAM","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","JAM","OUTREACH_FIELD_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","JAM","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","JAM","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","JAM","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","JAM","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","JOR","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","JOR","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","JOR","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","JOR","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","JPN","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","JPN","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","JPN","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","JPN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KAZ","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KAZ","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KAZ","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KAZ","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KGZ","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KGZ","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KGZ","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EUR","KGZ","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","KIR","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","KIR","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","KIR","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","KIR","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","KOR","OUTREACH_FIELD_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","KWT","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","WPR","LAO","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","LBN","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","LBN","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","LBN","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","LBN","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","EMR","LBN","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","PSYCHIATRIC_NURSES","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","PSYCHIATRISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","PSYCHOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","AMR","LCA","SOCIAL_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","LKA","DOCTORS_NOT_SPECIALIZED_IN_PSYCH_OR_ADDICTMED","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","LKA","ADDICTION_COUNSELLORS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","LKA","NARCOLOGISTS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","LKA","COMMUNITY_HEALTH_WORKERS","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","LKA","NURSES_NOT_SPECIALIZED_IN_PSYCH","Yes","","","",""
"RSUD_750","PUBLISHED","2014","SEAR","LKA","OUTREACH_FIELD_WORKERS","Yes","","","",""
