"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PUBLICPRIVATESETTING","Display Value","Numeric","Low","High","Comments"
"RSUD_59","PUBLISHED","2008","EUR","ISL","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SVN","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SVN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","ZAF","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","ZAF","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SWE","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SWE","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CHE","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CHE","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","UKR","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","UKR","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DNK","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","EST","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FIN","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FRA","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DEU","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","GRC","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISL","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","AGO","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","AGO","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","AGO","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","AGO","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","AGO","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","AGO","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","AUS","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","AUS","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","AUS","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","AUS","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","AUS","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","AUS","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","AUT","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","AUT","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","AUT","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","AUT","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","AUT","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","BEL","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","BEL","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","BEL","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","BEL","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","BEL","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","BFA","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","BFA","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","BFA","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","BFA","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","BFA","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","BFA","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","CHN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","CHN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","CHN","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","CHN","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","CHN","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","CHN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","HRV","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","HRV","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","HRV","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","HRV","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","HRV","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","HRV","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CYP","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CYP","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CYP","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CYP","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CYP","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","CYP","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DNK","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DNK","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DNK","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DNK","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DNK","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","EST","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","EST","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","EST","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","EST","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","EST","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FIN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FIN","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FIN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FIN","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FIN","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FRA","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FRA","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FRA","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FRA","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","FRA","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DEU","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DEU","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DEU","COMMUNITY_PHARMACIES","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DEU","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","DEU","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","GRC","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","GRC","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","GRC","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","GRC","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","GRC","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISL","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISL","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISL","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISL","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IND","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","IDN","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","COMMUNITY_PHARMACIES","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","IRN","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ISR","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","ITA","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LVA","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LTU","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","LUX","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","MLT","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","SEAR","NPL","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NLD","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","WPR","NZL","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PRISONS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","NOR","PRIVATE_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EMR","PAK","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PRIVATE_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PRIVATE_PRACTICE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PUBLIC_GENERAL_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PUBLIC_MENTAL_HEALTH_HOSPITALS","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","POL","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PUBLIC_DRUG_TREATMENT_CENTERS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PRISONS","no","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PUBLIC_MENTAL_HEALTH_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PRIVATE_PRACTICE","yes","","","",""
"RSUD_59","PUBLISHED","2008","AFR","SEN","PRIMARY_HEALTH_CARE","no","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SVN","PRIMARY_HEALTH_CARE","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SVN","PUBLIC_DRUG_TREATMENT_CENTERS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SVN","PUBLIC_GENERAL_HOSPITALS","yes","","","",""
"RSUD_59","PUBLISHED","2008","EUR","SVN","PRISONS","yes","","","",""
