"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUBSTANCETYPEDISORDER","Display Value","Numeric","Low","High","Comments"
"RSUD_78","PUBLISHED","2008","EUR","HRV","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","HRV","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","CYP","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","CYP","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","COD","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","COD","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","DNK","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","DNK","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","DOM","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","DOM","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","ECU","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","ECU","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","EGY","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","EGY","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","SLV","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","SLV","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GNQ","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GNQ","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ERI","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ERI","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","EST","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","EST","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ETH","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ETH","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","FJI","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","FJI","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","FRA","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","FRA","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GAB","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GAB","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GMB","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GMB","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","GEO","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","GEO","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","DEU","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","DEU","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GHA","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GHA","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","GRC","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","GRC","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","GTM","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","GTM","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GIN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","GIN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","HND","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","HND","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","HUN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","HUN","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ISL","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ISL","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","IND","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","IND","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","IDN","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","IDN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","IRN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","IRN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","IRQ","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","IRQ","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","IRL","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","IRL","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ISR","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ISR","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ITA","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ITA","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","JAM","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","JAM","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","JPN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","JPN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","JOR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","JOR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","KGZ","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","KGZ","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","LAO","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","LAO","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","LVA","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","LVA","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","LSO","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","LSO","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","LBR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","LBR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","LTU","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","LTU","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","LUX","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","LUX","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MDG","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MDG","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MWI","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MWI","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","MYS","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","MYS","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","MDV","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","MDV","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MLI","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MLI","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","MLT","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","MLT","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MRT","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MRT","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MUS","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MUS","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","MEX","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","MEX","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","MNG","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","MNG","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","MAR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","MAR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MOZ","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","MOZ","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","MMR","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","MMR","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","NAM","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","NAM","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","NPL","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","NPL","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","NLD","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","NLD","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","NZL","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","NZL","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","NIC","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","NIC","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","NER","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","NER","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","NGA","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","NGA","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","NOR","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","NOR","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","OMN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","OMN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","PAK","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EMR","PAK","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","PLW","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","PLW","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","PAN","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","PAN","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","PNG","DRUG_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","PNG","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","PRY","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","PRY","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","PER","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","PER","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","PHL","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","PHL","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","POL","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","POL","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","KOR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","KOR","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","MDA","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","MDA","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","RUS","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","RUS","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","RWA","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","RWA","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","LCA","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SMR","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SMR","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","STP","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","STP","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","SAU","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","SAU","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SEN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SEN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SRB","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SRB","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SYC","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SYC","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SLE","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","SLE","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","WPR","SGP","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","WPR","SGP","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SVK","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SVK","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SVN","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","SVN","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ZAF","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AFR","ZAF","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ESP","ALCOHOL_USE_AND_DISORDERS","Yes, routinely","","","",""
"RSUD_78","PUBLISHED","2008","EUR","ESP","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","LKA","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","SEAR","LKA","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","SDN","ALCOHOL_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","EMR","SDN","DRUG_USE_AND_DISORDERS","No","","","",""
"RSUD_78","PUBLISHED","2008","AMR","SUR","DRUG_USE_AND_DISORDERS","Yes, but rarely","","","",""
"RSUD_78","PUBLISHED","2008","AMR","SUR","ALCOHOL_USE_AND_DISORDERS","Yes, but rarely","","","",""
