"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","DRUG","Display Value","Numeric","Low","High","Comments"
"RSUD_69","PUBLISHED","2008","AMR","CHL","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","CHL","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","CHL","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","CHN","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","CHN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","CHN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COM","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COM","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COM","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COG","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COG","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COG","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","CRI","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","CRI","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","HRV","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","HRV","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","HRV","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","CYP","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","CYP","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","CYP","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COD","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COD","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","COD","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","DNK","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","DOM","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","DOM","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","DOM","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","ECU","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","ECU","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","ECU","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","EGY","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","EGY","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","EGY","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","SLV","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GNQ","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GNQ","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GNQ","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","ERI","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","ERI","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","ERI","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","EST","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","ETH","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","ETH","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","ETH","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","FJI","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","WPR","FJI","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","FJI","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","FIN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","FIN","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","FIN","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","FRA","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","FRA","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","FRA","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GAB","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GAB","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GAB","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GMB","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GMB","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GMB","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","GEO","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","GEO","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","GEO","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","DEU","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","DEU","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","DEU","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GHA","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GHA","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GHA","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","GRC","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","GRC","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","GRC","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","GTM","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","GTM","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","GTM","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GIN","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GIN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","GIN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","HND","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","HND","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","HND","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","HUN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","HUN","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","HUN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ISL","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ISL","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ISL","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","IND","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","IND","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","IND","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","IDN","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","IDN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","IDN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","IRN","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","IRN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","IRN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","IRQ","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","IRQ","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","IRQ","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","IRL","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","IRL","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","IRL","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ISR","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ISR","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ITA","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ITA","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","ITA","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","JAM","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","JAM","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","JAM","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","JPN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","JPN","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","JPN","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","JOR","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","JOR","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","JOR","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","KGZ","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","KGZ","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","KGZ","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LVA","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LVA","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LVA","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","LSO","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","LBR","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","LBR","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","LBR","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LTU","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LTU","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LTU","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","LUX","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MDG","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MDG","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MDG","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MWI","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MWI","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MWI","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MLI","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MLI","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MLI","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","MLT","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","MLT","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","MLT","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MUS","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MUS","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MUS","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","MEX","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","MEX","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","MEX","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","WPR","MNG","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","MNG","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","WPR","MNG","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","MAR","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","MAR","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","MAR","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MOZ","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MOZ","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","MOZ","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","MMR","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","MMR","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","MMR","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NAM","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NAM","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NAM","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","NPL","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","NPL","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","SEAR","NPL","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","NLD","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","NLD","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","NLD","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","NZL","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","WPR","NZL","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","WPR","NZL","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","NIC","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","NIC","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","NIC","GRADUAL_BENZODIAZEPINE_REDUCTN","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NER","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NER","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NER","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NGA","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","AFR","NGA","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EUR","NOR","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","NOR","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","EUR","NOR","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","OMN","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","OMN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","OMN","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","EMR","PAK","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","PAK","FLUMAZENIL_INFUSION","yes","","","",""
"RSUD_69","PUBLISHED","2008","EMR","PAK","CARBAMAZEPINE","yes","","","",""
"RSUD_69","PUBLISHED","2008","WPR","PLW","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","PLW","FLUMAZENIL_INFUSION","no","","","",""
"RSUD_69","PUBLISHED","2008","WPR","PLW","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
"RSUD_69","PUBLISHED","2008","AMR","PAN","CARBAMAZEPINE","no","","","",""
"RSUD_69","PUBLISHED","2008","AMR","PAN","GRADUAL_BENZODIAZEPINE_REDUCTN","yes","","","",""
