"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"fullv","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","URB","","","85.6 [79.3-90.1]","85.55762","79.31623","90.14955",""
"fullv","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","RUR","","","No data","","","","Not available."
"fullv","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","URB","","","No data","","","","Not available."
"fullv","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","RUR","","","65.6 [54.9-75.0]","65.64938","54.91198","74.99416",""
"fullv","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","URB","","","64.1 [50.1-76.1]","64.11774","50.08924","76.08574",""
"fullv","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","RUR","","","28.4 [23.3-34.1]","28.42223","23.33439","34.12563",""
"fullv","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","URB","","","No data","","","","Not available."
"fullv","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","RUR","","","22.1 [17.3-27.9]","22.13622","17.26115","27.92347",""
"fullv","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","URB","","","56.4 [50.3-62.4]","56.43330","50.29903","62.37676",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","RUR","","","11.1 [8.7-14.0]","11.10506","8.74896","13.99832",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","URB","","","29.1 [24.2-34.5]","29.05786","24.17291","34.48108",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","RUR","","","41.8 [31.9-52.5]","41.81818","31.86624","52.48400",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","URB","","","66.1 [60.7-71.1]","66.10250","60.74022","71.08107",""
"fullv","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","RUR","","","69.2 [64.5-73.6]","69.24117","64.53611","73.57757",""
"fullv","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","URB","","","88.8 [85.1-91.7]","88.78889","85.08629","91.66232",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","COD","","","RUR","","","48.2 [43.3-53.3]","48.24637","43.27621","53.25148",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","COD","","","URB","","","55.0 [50.2-59.7]","54.99215","50.16161","59.73035",""
"fullv","EQ_DHS","PUBLISHED","2010","AMR","COL","","","RUR","","","66.5 [62.6-70.1]","66.45623","62.58244","70.12045",""
"fullv","EQ_DHS","PUBLISHED","2010","AMR","COL","","","URB","","","68.8 [66.3-71.3]","68.84193","66.29858","71.27651",""
"fullv","EQ_DHS","PUBLISHED","1996","AFR","COM","","","RUR","","","54.2 [47.6-60.5]","54.15162","47.62358","60.54019",""
"fullv","EQ_DHS","PUBLISHED","1996","AFR","COM","","","URB","","","56.5 [48.6-64.2]","56.52174","48.57072","64.15079",""
"fullv","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","RUR","","","No data","","","","Not available."
"fullv","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","RUR","","","33.5 [28.1-39.4]","33.52229","28.10828","39.40749",""
"fullv","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","URB","","","43.9 [37.5-50.4]","43.85333","37.51546","50.39832",""
"fullv","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","RUR","","","33.4 [29.5-37.5]","33.39108","29.49631","37.52638",""
"fullv","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","URB","","","37.1 [33.9-40.3]","37.07960","33.94739","40.32437",""
"fullv","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","RUR","","","64.6 [53.9-74.1]","64.61934","53.89528","74.05000",""
"fullv","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","RUR","","","91.9 [89.8-93.6]","91.88994","89.82360","93.56675",""
"fullv","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","URB","","","92.8 [90.7-94.4]","92.79046","90.74476","94.41184",""
"fullv","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","RUR","","","90.6 [88.6-92.3]","90.61887","88.64977","92.27614",""
"fullv","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","URB","","","93.7 [91.6-95.2]","93.65804","91.60735","95.23374",""
"fullv","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","RUR","","","11.3 [9.4-13.4]","11.25038","9.37977","13.43872",""
"fullv","EQ_MICS","PUBLISHED","2005","EUR","GEO","","","URB","","","20.5 [13.7-29.7]","20.53763","13.65581","29.69482",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","RUR","","","58.0 [52.4-63.4]","58.01303","52.41429","63.41285",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","URB","","","72.3 [64.2-79.2]","72.32439","64.20554","79.19835",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","GHA","","","RUR","","","72.8 [67.3-77.7]","72.81667","67.33353","77.68447",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","GHA","","","URB","","","78.4 [71.4-84.1]","78.41685","71.43294","84.07404",""
"fullv","EQ_MICS","PUBLISHED","2005","AFR","GMB","","","RUR","","","78.8 [75.7-81.7]","78.83163","75.70501","81.65339",""
"fullv","EQ_MICS","PUBLISHED","2005","AFR","GMB","","","URB","","","76.9 [72.6-80.6]","76.85825","72.61082","80.62278",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","RUR","","","47.8 [42.4-53.2]","47.78212","42.42979","53.18586",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","URB","","","59.0 [51.7-65.8]","58.97161","51.73639","65.83839",""
"fullv","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","RUR","","","46.9 [43.3-50.5]","46.91626","43.34089","50.52357",""
"fullv","EQ_MICS","PUBLISHED","2014","AMR","GUY","","","RUR","","","71.4 [64.8-77.2]","71.40253","64.80497","77.19849",""
"fullv","EQ_MICS","PUBLISHED","2014","AMR","GUY","","","URB","","","72.2 [63.3-79.7]","72.23340","63.34447","79.65896",""
"fullv","EQ_RHS","PUBLISHED","1996","AMR","HND","","","RUR","","","80.0 [77.3-82.4]","80.00076","77.33217","82.42659",""
"fullv","EQ_RHS","PUBLISHED","1996","AMR","HND","","","URB","","","73.6 [70.1-76.9]","73.64462","70.09303","76.91336",""
"fullv","EQ_DHS","PUBLISHED","2005","AMR","HND","","","RUR","","","77.4 [74.9-79.6]","77.35067","74.88689","79.63845",""
"fullv","EQ_DHS","PUBLISHED","2012","AMR","HTI","","","URB","","","44.5 [39.0-50.1]","44.50181","39.03279","50.10732",""
"fullv","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","","RUR","","","50.5 [47.2-53.9]","50.54079","47.16468","53.91196",""
"fullv","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","","URB","","","65.9 [61.3-70.3]","65.94759","61.28737","70.31851",""
"fullv","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","RUR","","","52.6 [48.6-56.5]","52.56614","48.63732","56.46344",""
"fullv","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","URB","","","67.5 [63.7-71.2]","67.54610","63.65681","71.20744",""
"fullv","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","RUR","","","35.0 [33.4-36.6]","34.96300","33.40245","36.55643",""
"fullv","EQ_MICS","PUBLISHED","2011","AMR","JAM","","","URB","","","86.7 [78.3-92.2]","86.70994","78.26781","92.19947",""
"fullv","EQ_DHS","PUBLISHED","2002","EMR","JOR","","","RUR","","","6.8 [3.5-12.9]","6.82218","3.48713","12.91983",""
"fullv","EQ_DHS","PUBLISHED","2002","EMR","JOR","","","URB","","","34.0 [29.2-39.1]","34.00095","29.23086","39.11918",""
"fullv","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","RUR","","","92.8 [89.4-95.2]","92.83889","89.39813","95.22265",""
"fullv","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","URB","","","93.2 [89.5-95.6]","93.16214","89.52893","95.59673",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","KEN","","","URB","","","58.3 [50.0-66.1]","58.27176","49.95208","66.14574",""
"fullv","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","URB","","","80.9 [72.6-87.1]","80.92799","72.64946","87.14417",""
"fullv","EQ_RHS","PUBLISHED","2004","AMR","ECU","","","URB","","","57.2 [50.4-63.6]","57.16526","50.42620","63.64862",""
"fullv","EQ_DHS","PUBLISHED","2008","AFR","KEN","","","RUR","","","70.2 [65.5-74.5]","70.20721","65.53866","74.48949",""
"fullv","EQ_DHS","PUBLISHED","2008","AFR","KEN","","","URB","","","63.2 [56.5-69.5]","63.23925","56.53894","69.46447",""
"fullv","EQ_DHS","PUBLISHED","1997","EUR","KGZ","","","RUR","","","68.5 [62.4-74.0]","68.48544","62.44178","73.96210",""
"fullv","EQ_DHS","PUBLISHED","1997","EUR","KGZ","","","URB","","","76.2 [62.8-85.8]","76.19317","62.81135","85.84488",""
"fullv","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","RUR","","","71.5 [67.7-75.0]","71.46956","67.69279","74.96809",""
"fullv","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","URB","","","86.5 [82.2-89.9]","86.50220","82.19077","89.89816",""
"fullv","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","RUR","","","40.3 [36.9-43.8]","40.30119","36.92600","43.77078",""
"fullv","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","URB","","","54.3 [48.3-60.3]","54.34228","48.30590","60.25375",""
"fullv","EQ_DHS","PUBLISHED","2013","AFR","LBR","","","RUR","","","49.4 [44.0-54.8]","49.40995","44.00459","54.82915",""
"fullv","EQ_DHS","PUBLISHED","2003","EMR","MAR","","","URB","","","93.5 [90.7-95.4]","93.46780","90.71319","95.44637",""
"fullv","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","RUR","","","90.1 [83.1-94.4]","90.12511","83.06767","94.43796",""
"fullv","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","URB","","","83.2 [75.8-88.6]","83.16718","75.80183","88.62706",""
"fullv","EQ_DHS","PUBLISHED","1997","AFR","MDG","","","RUR","","","33.5 [29.8-37.3]","33.46249","29.81723","37.31644",""
"fullv","EQ_DHS","PUBLISHED","1997","AFR","MDG","","","URB","","","46.4 [36.3-56.9]","46.43587","36.27575","56.90070",""
"fullv","EQ_DHS","PUBLISHED","2008","AFR","MDG","","","RUR","","","59.4 [55.8-62.9]","59.39370","55.76929","62.91860",""
"fullv","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","RUR","","","46.4 [42.5-50.4]","46.42999","42.46276","50.44292",""
"fullv","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","URB","","","53.7 [46.5-60.9]","53.74909","46.46692","60.87475",""
"fullv","EQ_DHS","PUBLISHED","2012","AFR","MLI","","","RUR","","","36.9 [32.9-41.1]","36.89911","32.92749","41.05653",""
"fullv","EQ_DHS","PUBLISHED","2012","AFR","MLI","","","URB","","","48.0 [42.3-53.8]","48.01199","42.27126","53.80571",""
"fullv","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","URB","","","85.0 [78.7-89.6]","84.95978","78.66485","89.64194",""
"fullv","EQ_MICS","PUBLISHED","2008","AFR","MOZ","","","RUR","","","56.3 [52.0-60.4]","56.26915","52.00773","60.44000",""
"fullv","EQ_MICS","PUBLISHED","2008","AFR","MOZ","","","URB","","","75.9 [71.8-79.6]","75.89366","71.78405","79.57504",""
"fullv","EQ_MICS","PUBLISHED","2007","AFR","MRT","","","RUR","","","45.4 [41.2-49.5]","45.35645","41.24263","49.53467",""
"fullv","EQ_MICS","PUBLISHED","2007","AFR","MRT","","","URB","","","27.2 [22.8-32.2]","27.21264","22.75729","32.17689",""
"fullv","EQ_DHS","PUBLISHED","2015","AFR","MWI","","","RUR","","","77.3 [75.0-79.5]","77.32362","74.98260","79.50547",""
"fullv","EQ_DHS","PUBLISHED","2015","AFR","MWI","","","URB","","","71.4 [65.2-76.9]","71.39142","65.19366","76.87701",""
"fullv","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","RUR","","","67.0 [62.8-70.9]","66.96845","62.81908","70.86948",""
"fullv","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","URB","","","71.5 [64.8-77.4]","71.47787","64.77365","77.35229",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","NER","","","RUR","","","10.7 [7.9-14.3]","10.68641","7.90847","14.28873",""
"fullv","EQ_MICS","PUBLISHED","2007","AFR","NGA","","","URB","","","32.3 [26.9-38.3]","32.32494","26.88572","38.28830",""
"fullv","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","RUR","","","25.7 [23.5-27.9]","25.65098","23.52602","27.89787",""
"fullv","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","URB","","","49.8 [44.7-55.0]","49.83065","44.70393","54.96093",""
"fullv","EQ_RHS","PUBLISHED","1992","AMR","NIC","","","RUR","","","69.4 [63.2-75.0]","69.43552","63.18581","75.04330",""
"fullv","EQ_RHS","PUBLISHED","1992","AMR","NIC","","","URB","","","79.8 [75.5-83.5]","79.76469","75.45194","83.48559",""
"fullv","EQ_DHS","PUBLISHED","2001","AMR","NIC","","","RUR","","","69.8 [65.6-73.7]","69.81668","65.61957","73.70673",""
"fullv","EQ_MICS","PUBLISHED","2010","SEAR","NPL","","","URB","","","62.7 [51.9-72.4]","62.69605","51.87048","72.38309",""
"fullv","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","","RUR","","","84.8 [80.9-88.0]","84.76008","80.87103","87.97601",""
"fullv","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","","URB","","","93.2 [87.9-96.3]","93.20708","87.89146","96.28770",""
"fullv","EQ_DHS","PUBLISHED","2012","EMR","PAK","","","RUR","","","48.6 [43.7-53.4]","48.57201","43.74851","53.42226",""
"fullv","EQ_DHS","PUBLISHED","2012","EMR","PAK","","","URB","","","65.9 [61.3-70.2]","65.90696","61.30699","70.22565",""
"fullv","EQ_DHS","PUBLISHED","2007","AMR","PER","","","URB","","","62.1 [52.8-70.6]","62.13070","52.83772","70.61106",""
"fullv","EQ_DHS","PUBLISHED","2009","AMR","PER","","","RUR","","","49.0 [44.4-53.6]","49.00854","44.44130","53.59240",""
"fullv","EQ_DHS","PUBLISHED","2009","AMR","PER","","","URB","","","54.4 [50.1-58.6]","54.37124","50.12542","58.55448",""
"fullv","EQ_DHS","PUBLISHED","2011","AMR","PER","","","RUR","","","66.3 [61.9-70.5]","66.32444","61.91071","70.47066",""
"fullv","EQ_DHS","PUBLISHED","2011","AMR","PER","","","URB","","","74.5 [71.0-77.7]","74.50730","70.97060","77.74822",""
"fullv","EQ_RHS","PUBLISHED","1995","AMR","PRY","","","RUR","","","No data","","","","Not available."
"fullv","EQ_RHS","PUBLISHED","1995","AMR","PRY","","","URB","","","No data","","","","Not available."
"fullv","EQ_DHS","PUBLISHED","1995","AFR","MLI","","","URB","","","51.9 [45.7-58.0]","51.85784","45.66060","57.99844",""
"fullv","EQ_RHS","PUBLISHED","2004","AMR","PRY","","","RUR","","","64.4 [58.7-69.6]","64.37537","58.73080","69.64690",""
"fullv","EQ_RHS","PUBLISHED","2004","AMR","PRY","","","URB","","","65.6 [59.3-71.4]","65.58234","59.25008","71.40548",""
"fullv","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","RUR","","","76.0 [72.7-79.0]","76.01364","72.72791","79.01772",""
"fullv","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","RUR","","","58.9 [55.0-62.6]","58.86320","55.00789","62.61268",""
"fullv","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","URB","","","58.9 [53.3-64.3]","58.90549","53.32813","64.26300",""
"fullv","EQ_DHS","PUBLISHED","2012","AFR","SEN","","","RUR","","","70.4 [66.1-74.3]","70.39314","66.11223","74.34312",""
"fullv","EQ_DHS","PUBLISHED","2012","AFR","SEN","","","URB","","","70.5 [61.2-78.3]","70.45671","61.16649","78.31245",""
"fullv","EQ_DHS","PUBLISHED","2015","AFR","SEN","","","RUR","","","66.7 [62.3-70.9]","66.71402","62.26294","70.88559",""
"fullv","EQ_RHS","PUBLISHED","1993","AMR","SLV","","","URB","","","76.5 [69.1-82.5]","76.49326","69.14271","82.53510",""
"fullv","EQ_RHS","PUBLISHED","2002","AMR","SLV","","","RUR","","","80.3 [77.7-82.7]","80.31708","77.69386","82.70049",""
"fullv","EQ_RHS","PUBLISHED","2002","AMR","SLV","","","URB","","","80.5 [75.6-84.6]","80.47206","75.60689","84.56497",""
"fullv","EQ_MICS","PUBLISHED","2014","AMR","SLV","","","RUR","","","84.8 [80.8-88.1]","84.79680","80.77345","88.10223",""
"fullv","EQ_MICS","PUBLISHED","2014","AMR","SLV","","","URB","","","75.3 [70.2-79.7]","75.28965","70.21740","79.74721",""
"fullv","EQ_MICS","PUBLISHED","2005","EUR","SRB","","","RUR","","","47.5 [40.0-55.1]","47.49968","39.99471","55.11932",""
"fullv","EQ_MICS","PUBLISHED","2014","AFR","STP","","","URB","","","87.0 [79.4-92.1]","86.97928","79.35364","92.06989",""
"fullv","EQ_MICS","PUBLISHED","2010","AMR","SUR","","","RUR","","","No data","","","","Not available."
"fullv","EQ_MICS","PUBLISHED","2010","AMR","SUR","","","URB","","","No data","","","","Not available."
"fullv","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","RUR","","","84.6 [80.6-87.9]","84.58575","80.56095","87.90235",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","URB","","","76.8 [67.0-84.4]","76.81247","67.02213","84.37394",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","TGO","","","RUR","","","26.6 [22.8-30.7]","26.58048","22.84907","30.67894",""
"fullv","EQ_DHS","PUBLISHED","1998","AFR","TGO","","","URB","","","46.3 [39.4-53.3]","46.26468","39.35879","53.31691",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","TGO","","","RUR","","","47.4 [42.5-52.3]","47.40881","42.52942","52.33818",""
"fullv","EQ_MICS","PUBLISHED","2010","AFR","TGO","","","URB","","","56.6 [49.1-63.8]","56.59845","49.13038","63.77847",""
"fullv","EQ_MICS","PUBLISHED","2005","SEAR","THA","","","RUR","","","92.4 [90.2-94.1]","92.38226","90.17507","94.12589",""
"fullv","EQ_MICS","PUBLISHED","2006","AMR","TTO","","","RUR","","","No data","","","","Not available."
"fullv","EQ_MICS","PUBLISHED","2006","AMR","TTO","","","URB","","","No data","","","","Not available."
"fullv","EQ_DHS","PUBLISHED","1993","EUR","TUR","","","RUR","","","50.4 [44.2-56.5]","50.36414","44.22482","56.49251",""
"fullv","EQ_DHS","PUBLISHED","1993","EUR","TUR","","","URB","","","73.9 [68.7-78.6]","73.94890","68.70279","78.58968",""
"fullv","EQ_DHS","PUBLISHED","2003","EUR","TUR","","","RUR","","","36.9 [30.7-43.6]","36.92291","30.73947","43.56778",""
"fullv","EQ_DHS","PUBLISHED","2015","AFR","TZA","","","URB","","","82.2 [78.9-85.1]","82.21363","78.89783","85.10678",""
"fullv","EQ_DHS","PUBLISHED","2000","AFR","UGA","","","RUR","","","36.1 [32.5-39.9]","36.13655","32.50684","39.93176",""
"fullv","EQ_DHS","PUBLISHED","2000","AFR","UGA","","","URB","","","42.3 [34.7-50.2]","42.25673","34.65966","50.23866",""
"fullv","EQ_DHS","PUBLISHED","2011","AFR","UGA","","","RUR","","","51.1 [47.2-55.0]","51.08117","47.18448","54.96476",""
"fullv","EQ_DHS","PUBLISHED","2011","AFR","UGA","","","URB","","","61.5 [54.4-68.2]","61.53229","54.44504","68.16171",""
"fullv","EQ_MICS","PUBLISHED","2005","EUR","UKR","","","RUR","","","No data","","","","Not available."
"fullv","EQ_MICS","PUBLISHED","2006","EUR","UZB","","","URB","","","78.2 [70.9-84.1]","78.24764","70.91779","84.14316",""
"fullv","EQ_DHS","PUBLISHED","2002","WPR","VNM","","","RUR","","","62.4 [56.1-68.4]","62.44633","56.12224","68.37258",""
"fullv","EQ_DHS","PUBLISHED","2002","WPR","VNM","","","URB","","","87.1 [78.2-92.7]","87.08578","78.21970","92.68048",""
"fullv","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","RUR","","","57.7 [51.6-63.7]","57.74385","51.58051","63.67516",""
"fullv","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","URB","","","70.7 [63.7-76.8]","70.70771","63.73184","76.82964",""
"fullv","EQ_DHS","PUBLISHED","2001","AFR","ZMB","","","RUR","","","67.2 [63.3-70.9]","67.21683","63.31461","70.89478",""
"fullv","EQ_DHS","PUBLISHED","2001","AFR","ZMB","","","URB","","","77.5 [70.0-83.5]","77.48872","70.02223","83.53289",""
"fullv","EQ_DHS","PUBLISHED","2013","AFR","ZMB","","","RUR","","","66.1 [63.1-68.9]","66.07634","63.09275","68.93748",""
"fullv","EQ_DHS","PUBLISHED","2013","AFR","ZMB","","","URB","","","76.8 [73.0-80.3]","76.82423","72.98047","80.26901",""
"fullv","EQ_DHS","PUBLISHED","1999","AFR","ZWE","","","RUR","","","63.6 [57.4-69.3]","63.56935","57.40973","69.31429",""
"fullv","EQ_DHS","PUBLISHED","2015","AFR","AGO","NHLM","","","","","16.4 [12.9-20.6]","16.39692","12.89242","20.62843",""
"fullv","EQ_DHS","PUBLISHED","2015","AFR","AGO","PRLM","","","","","24.4 [21.0-28.3]","24.44353","20.96826","28.28862",""
"fullv","EQ_RHS","PUBLISHED","2002","EUR","ALB","PRLM","","","","","No data","","","","Not available."
"fullv","EQ_RHS","PUBLISHED","2002","EUR","ALB","SHLM","","","","","No data","","","","Not available."
"fullv","EQ_DHS","PUBLISHED","2000","EUR","ARM","NHLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fullv","EQ_DHS","PUBLISHED","2005","EUR","ARM","NHLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fullv","EQ_DHS","PUBLISHED","2005","EUR","ARM","PRLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fullv","EQ_DHS","PUBLISHED","2005","EUR","ARM","SHLM","","","","","60.8 [53.4-67.8]","60.84540","53.37589","67.83927",""
"fullv","EQ_DHS","PUBLISHED","2010","EUR","ARM","SHLM","","","","","91.5 [86.4-94.8]","91.48248","86.38677","94.78590",""
"fullv","EQ_DHS","PUBLISHED","1996","AFR","BEN","NHLM","","","","","51.2 [46.0-56.5]","51.23218","45.97978","56.45751",""
"fullv","EQ_DHS","PUBLISHED","1996","AFR","BEN","PRLM","","","","","66.5 [59.1-73.2]","66.52065","59.10687","73.19977",""
"fullv","EQ_DHS","PUBLISHED","2001","AFR","BEN","PRLM","","","","","63.1 [56.4-69.2]","63.05047","56.40337","69.23686",""
"fullv","EQ_DHS","PUBLISHED","2001","AFR","BEN","SHLM","","","","","75.1 [64.6-83.3]","75.12912","64.64705","83.30585",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","BFA","NHLM","","","","","64.7 [59.5-69.6]","64.74618","59.51220","69.64861",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","BFA","PRLM","","","","","78.2 [59.9-89.6]","78.21068","59.90680","89.60782",""
"fullv","EQ_MICS","PUBLISHED","2006","AFR","BFA","SHLM","","","","","87.8 [72.5-95.1]","87.77473","72.53565","95.12629","Attention - Estimate is based on 25-49 cases."
"fullv","EQ_DHS","PUBLISHED","2010","AFR","BFA","SHLM","","","","","82.7 [71.7-90.1]","82.73279","71.70295","90.05937",""
"fullv","EQ_DHS","PUBLISHED","2004","SEAR","BGD","NHLM","","","","","60.3 [53.2-66.9]","60.25447","53.22573","66.88416",""
"fullv","EQ_MICS","PUBLISHED","2006","SEAR","BGD","NHLM","","","","","77.8 [75.2-80.2]","77.78276","75.20029","80.16724",""
"fullv","EQ_MICS","PUBLISHED","2006","SEAR","BGD","PRLM","","","","","81.8 [79.3-84.0]","81.77301","79.26110","84.04194",""
"fullv","EQ_MICS","PUBLISHED","2006","SEAR","BGD","SHLM","","","","","91.2 [89.7-92.5]","91.23013","89.73425","92.52619",""
"fullv","EQ_MICS","PUBLISHED","2006","EUR","BIH","NHLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fullv","EQ_MICS","PUBLISHED","2006","EUR","BIH","PRLM","","","","","72.5 [62.8-80.4]","72.46613","62.81146","80.39657",""
"fullv","EQ_MICS","PUBLISHED","2011","EUR","BIH","PRLM","","","","","85.5 [77.9-90.8]","85.49176","77.87795","90.79484",""
"fullv","EQ_MICS","PUBLISHED","2011","EUR","BIH","SHLM","","","","","85.3 [80.1-89.3]","85.26684","80.10601","89.26822",""
"fullv","EQ_MICS","PUBLISHED","2006","AMR","BLZ","NHLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fullv","EQ_MICS","PUBLISHED","2011","AMR","BLZ","NHLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fullv","EQ_MICS","PUBLISHED","2011","AMR","BLZ","PRLM","","","","","71.1 [64.2-77.1]","71.06339","64.22598","77.06072",""
