"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDSPECIFICPOPULATION","Display Value","Numeric","Low","High","Comments"
"RSUD_590","PUBLISHED","2014","AMR","BLZ","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BLZ","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BOL","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRA","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","BRB","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","BWA","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CAN","ELDERLY","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CHE","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CHE","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CHE","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CHE","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CHE","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CHE","ELDERLY","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CHL","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CHL","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CHL","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CIV","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CIV","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CIV","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CIV","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CIV","REFUGEES","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","CIV","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COD","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COD","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COD","PEOPLE_WITH_TB","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COD","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COD","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COG","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","COL","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COM","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","COM","PEOPLE_WITH_TB","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CRI","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CRI","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CRI","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","PEOPLE_WITH_TB","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","CUB","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CYP","ELDERLY","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CZE","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CZE","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CZE","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","CZE","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DEU","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DEU","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DEU","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DEU","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DEU","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DEU","ELDERLY","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","DNK","ELDERLY","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","DOM","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","DOM","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","DOM","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","DOM","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","DOM","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","DZA","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","ECU","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","PEOPLE_WITH_TB","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","ESP","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","EST","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","EST","PEOPLE_WITH_TB","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","FIN","ELDERLY","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FJI","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FJI","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FJI","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FJI","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FSM","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FSM","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","WPR","FSM","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","GAB","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","GAB","PEOPLE_WITH_TB","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","GAB","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","PEOPLE_LIVING_WITH_HIV_AIDS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","PERSONS_WITH_MENTAL_HEALTH_DISORDERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","REFUGEES","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GBR","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AFR","GHA","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GRC","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","GRC","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GRD","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GRD","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GRD","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GRD","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GRD","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GRD","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GTM","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","GTM","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","INDIGENOUS_POPULATIONS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","PARENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","PREGNANT_WOMEN","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","PRISONERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","AMR","HND","YOUNG_ADULTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","HRV","CHILDREN_AND_ADOLESCENTS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","HRV","CHILDREN_AND_FAMILIES_RISK","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","HRV","COMMERCIAL_SEX_WORKERS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","HRV","MINORITY_GROUPS","Yes","","","",""
"RSUD_590","PUBLISHED","2014","EUR","HRV","PARENTS","Yes","","","",""
