"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDREPORTING","Display Value","Numeric","Low","High","Comments"
"RSUD_840","PUBLISHED","2014","EUR","BIH","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","BLR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","BLR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BLZ","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BLZ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BOL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BRA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BRA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BRB","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","BRB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","BRN","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","WPR","BRN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","BTN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","BWA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CAF","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CAF","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CAN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CAN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","CHE","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","CHE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CHL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CHL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","CIV","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","COL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","COL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","COM","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","COM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CRI","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CRI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CUB","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","CUB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","CYP","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","CZE","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","CZE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","DEU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","DEU","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","DNK","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","DNK","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","DOM","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","DZA","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","DZA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","ECU","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","ECU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","EGY","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","EGY","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ESP","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ESP","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","EST","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","EST","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ETH","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","ETH","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","FIN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","FIN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","FRA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","FSM","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","FSM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GAB","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GAB","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","GBR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","GBR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","GEO","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","GEO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GHA","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","GHA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","GRC","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","GRC","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","GRD","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","GRD","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","GTM","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","GTM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","GUY","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","GUY","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","HRV","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","HRV","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","HTI","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","HUN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","HUN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","IDN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","IDN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","IRL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","IRL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","IRN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","IRN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","IRQ","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","IRQ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ISL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ISL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ISR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ISR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ITA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ITA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","JAM","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","JPN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","KAZ","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","KAZ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","KGZ","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","KGZ","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","KHM","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","KHM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","KOR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","KOR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","KWT","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","KWT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","LAO","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","WPR","LAO","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","LBY","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","LBY","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","LCA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","LCA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","LKA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","LKA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","LTU","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","LTU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","LVA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","LVA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","MAR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","MAR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MDA","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MDA","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MDG","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MDG","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","MEX","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","MEX","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MKD","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MKD","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MLT","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MLT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MNE","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","MNE","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","MNG","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MOZ","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MRT","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MRT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MUS","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MUS","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MWI","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","MWI","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AFR","NAM","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AFR","NAM","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","NLD","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","NLD","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","NOR","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","NOR","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","SEAR","NPL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","NZL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","NZL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","OMN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","OMN","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","PAK","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EMR","PAK","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","PAN","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, but not in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","PER","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","PER","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","PHL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","PHL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","WPR","PNG","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","WPR","PNG","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","POL","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","POL","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","PRT","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","PRT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","AMR","PRY","EPIDEMIOLOGICAL_DATA_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","AMR","PRY","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EMR","QAT","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Not in the last 5 years","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ROU","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","ROU","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","RUS","EPIDEMIOLOGICAL_DATA_REPORTING","Yes, in a specific substance use report","","","",""
"RSUD_840","PUBLISHED","2014","EUR","RUS","DATA_FROM_HEALTH_SERVICES_DELIVERY_REPORTING","Yes, in a specific substance use report","","","",""
