"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUBSTANCETYPE","Display Value","Numeric","Low","High","Comments"
"RSUD_560","PUBLISHED","2014","AFR","DZA","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","DZA","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","DZA","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","DZA","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ECU","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ECU","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ECU","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","ECU","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ESP","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ESP","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ESP","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ESP","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","ETH","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","ETH","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","ETH","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","ETH","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FIN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FIN","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FIN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FIN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FJI","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FJI","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FJI","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FJI","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FRA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FRA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FRA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","FRA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FSM","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FSM","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FSM","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","FSM","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","GAB","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","GAB","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","GAB","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","GAB","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GBR","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GBR","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GBR","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GBR","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GEO","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GEO","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GEO","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GEO","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GRC","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GRC","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GRC","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","GRC","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GTM","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GTM","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GTM","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GTM","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GUY","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GUY","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GUY","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","GUY","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HRV","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HRV","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HRV","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HRV","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HUN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HUN","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HUN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","HUN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","IDN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","IDN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","IND","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","IND","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","IND","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","IND","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","IRL","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","IRL","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","IRL","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","IRL","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRN","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRN","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRN","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRN","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRQ","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRQ","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRQ","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","IRQ","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISL","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISL","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISL","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISL","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISR","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISR","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISR","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ISR","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ITA","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ITA","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ITA","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","ITA","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AMR","JAM","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","JAM","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","JAM","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","JAM","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","JPN","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","JPN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","JPN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","JPN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KAZ","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KAZ","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KAZ","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KGZ","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KGZ","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KGZ","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","KGZ","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KHM","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KHM","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KHM","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KHM","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KIR","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KIR","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KIR","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KIR","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KOR","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KOR","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KOR","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","KOR","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","LAO","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","LAO","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","LAO","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","WPR","LAO","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EMR","LBN","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","LBN","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","LBN","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","LBN","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","LCA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","LCA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","LCA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AMR","LCA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","LKA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","LKA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","SEAR","LKA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LTU","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LTU","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LTU","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LTU","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LVA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LVA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LVA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","LVA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","MAR","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","MAR","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","MAR","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EMR","MAR","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MDA","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MDA","CANNABIS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MDA","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MDA","PRESCRIPTION_DRUGS","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MDG","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MDG","ALCOHOL","Yes","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MDG","TOBACCO","Yes","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MKD","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MKD","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MKD","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","EUR","MKD","PRESCRIPTION_DRUGS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MLI","ALCOHOL","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MLI","CANNABIS","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MLI","TOBACCO","No","","","",""
"RSUD_560","PUBLISHED","2014","AFR","MLI","PRESCRIPTION_DRUGS","No","","","",""
