"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","NGO","Display Value","Numeric","Low","High","Comments"
"RSUD_85","PUBLISHED","2008","EUR","DEU","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","DEU","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","DEU","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GHA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GHA","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GHA","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GHA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","GRC","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","GRC","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","GRC","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","GRC","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","GTM","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","GTM","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","GTM","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","GTM","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GIN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GIN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GIN","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","GIN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","HND","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","HND","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","HND","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","AMR","HND","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","HUN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","HUN","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","HUN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","HUN","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISL","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISL","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISL","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISL","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IND","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IND","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IND","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IND","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IDN","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IDN","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IDN","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","IDN","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRN","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRN","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRN","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRN","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRQ","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRQ","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRQ","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","IRQ","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","IRL","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","IRL","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","IRL","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","IRL","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISR","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISR","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ISR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ITA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ITA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ITA","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","ITA","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","JAM","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","JAM","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","JAM","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","JAM","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","JPN","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","JPN","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","JPN","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","JPN","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","JOR","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","JOR","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","JOR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","JOR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","KGZ","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","KGZ","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","KGZ","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","KGZ","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","LAO","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","LAO","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","LAO","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","LAO","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LVA","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LVA","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LVA","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LVA","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LSO","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LSO","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LSO","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LSO","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LBR","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LBR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LBR","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","LBR","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LTU","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LTU","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LTU","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LTU","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LUX","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LUX","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LUX","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","LUX","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MDG","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MDG","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MDG","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MDG","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MWI","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MWI","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MWI","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MWI","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MYS","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MYS","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MYS","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MYS","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MDV","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MDV","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MDV","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MDV","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MLI","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MLI","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MLI","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MLI","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MLT","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MLT","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MLT","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","EUR","MLT","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MUS","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MUS","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MUS","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MUS","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","MEX","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","MEX","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","MEX","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AMR","MEX","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MNG","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MNG","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MNG","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","WPR","MNG","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","EMR","MAR","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","MAR","ADVOCACY","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","MAR","PREVENTION","no","","","",""
"RSUD_85","PUBLISHED","2008","EMR","MAR","TREATMENT","no","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MOZ","ADVOCACY","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MOZ","REHABILITATION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MOZ","PREVENTION","yes","","","",""
"RSUD_85","PUBLISHED","2008","AFR","MOZ","TREATMENT","yes","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MMR","REHABILITATION","no","","","",""
"RSUD_85","PUBLISHED","2008","SEAR","MMR","ADVOCACY","no","","","",""
