"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"BP_03","PUBLISHED","2008","AFR","","MOZ","YEARS18-PLUS","MLE","22.6 [16.4-29.3]","22.60000","16.40000","29.30000",""
"BP_03","PUBLISHED","2001","SEAR","","MMR","YEARS18-PLUS","MLE","19.9 [14.2-26.2]","19.90000","14.20000","26.20000",""
"BP_03","PUBLISHED","2009","SEAR","","MMR","YEARS18-PLUS","MLE","21.3 [15.4-27.7]","21.30000","15.40000","27.70000",""
"BP_03","PUBLISHED","2009","AFR","","NAM","YEARS18-PLUS","MLE","23.3 [17.5-29.7]","23.30000","17.50000","29.70000",""
"BP_03","PUBLISHED","1982","WPR","","NRU","YEARS18-PLUS","MLE","33.0 [24.5-42.0]","33.00000","24.50000","42.00000",""
"BP_03","PUBLISHED","2002","WPR","","NRU","YEARS18-PLUS","MLE","24.7 [18.0-32.0]","24.70000","18.00000","32.00000",""
"BP_03","PUBLISHED","1992","SEAR","","NPL","YEARS18-PLUS","MLE","21.9 [15.3-29.6]","21.90000","15.30000","29.60000",""
"BP_03","PUBLISHED","1976","EUR","","NLD","YEARS18-PLUS","MLE","39.6 [29.4-50.4]","39.60000","29.40000","50.40000",""
"BP_03","PUBLISHED","1987","EUR","","NLD","YEARS18-PLUS","MLE","36.2 [29.9-42.7]","36.20000","29.90000","42.70000",""
"BP_03","PUBLISHED","2002","WPR","","NZL","YEARS18-PLUS","MLE","27.5 [21.6-34.1]","27.50000","21.60000","34.10000",""
"BP_03","PUBLISHED","2012","WPR","","NZL","YEARS18-PLUS","MLE","23.4 [17.4-30.0]","23.40000","17.40000","30.00000",""
"BP_03","PUBLISHED","2002","AMR","","NIC","YEARS18-PLUS","MLE","18.5 [13.2-24.3]","18.50000","13.20000","24.30000",""
"BP_03","PUBLISHED","2010","AMR","","NIC","YEARS18-PLUS","MLE","18.2 [12.6-24.6]","18.20000","12.60000","24.60000",""
"BP_03","PUBLISHED","1980","AFR","","NER","YEARS18-PLUS","MLE","23.9 [14.9-34.9]","23.90000","14.90000","34.90000",""
"BP_03","PUBLISHED","2004","AFR","","NER","YEARS18-PLUS","MLE","27.5 [20.4-35.0]","27.50000","20.40000","35.00000",""
"BP_03","PUBLISHED","1981","AFR","","NGA","YEARS18-PLUS","MLE","22.4 [14.8-31.9]","22.40000","14.80000","31.90000",""
"BP_03","PUBLISHED","1988","WPR","","NIU","YEARS18-PLUS","MLE","20.9 [14.4-28.2]","20.90000","14.40000","28.20000",""
"BP_03","PUBLISHED","1997","WPR","","NIU","YEARS18-PLUS","MLE","21.8 [15.2-28.9]","21.80000","15.20000","28.90000",""
"BP_03","PUBLISHED","1982","SEAR","","PRK","YEARS18-PLUS","MLE","20.2 [13.5-27.5]","20.20000","13.50000","27.50000",""
"BP_03","PUBLISHED","1998","SEAR","","PRK","YEARS18-PLUS","MLE","18.8 [13.1-25.5]","18.80000","13.10000","25.50000",""
"BP_03","PUBLISHED","2015","SEAR","","PRK","YEARS18-PLUS","MLE","18.8 [10.6-29.4]","18.80000","10.60000","29.40000",""
"BP_03","PUBLISHED","2006","EUR","","NOR","YEARS18-PLUS","MLE","33.2 [27.3-39.4]","33.20000","27.30000","39.40000",""
"BP_03","PUBLISHED","1975","EMR","","OMN","YEARS18-PLUS","MLE","23.8 [12.9-36.9]","23.80000","12.90000","36.90000",""
"BP_03","PUBLISHED","2001","EMR","","OMN","YEARS18-PLUS","MLE","22.4 [17.3-28.7]","22.40000","17.30000","28.70000",""
"BP_03","PUBLISHED","2010","EMR","","OMN","YEARS18-PLUS","MLE","19.5 [14.6-25.3]","19.50000","14.60000","25.30000",""
"BP_03","PUBLISHED","1994","EMR","","PAK","YEARS18-PLUS","MLE","25.1 [18.8-31.9]","25.10000","18.80000","31.90000",""
"BP_03","PUBLISHED","2008","EMR","","PAK","YEARS18-PLUS","MLE","26.0 [20.1-32.4]","26.00000","20.10000","32.40000",""
"BP_03","PUBLISHED","1992","WPR","","PLW","YEARS18-PLUS","MLE","25.0 [17.9-33.4]","25.00000","17.90000","33.40000",""
"BP_03","PUBLISHED","2009","WPR","","PLW","YEARS18-PLUS","MLE","24.7 [18.0-32.6]","24.70000","18.00000","32.60000",""
"BP_03","PUBLISHED","1977","WPR","","PNG","YEARS18-PLUS","MLE","15.4 [7.8-25.4]","15.40000","7.80000","25.40000",""
"BP_03","PUBLISHED","1994","WPR","","PNG","YEARS18-PLUS","MLE","16.6 [10.6-23.6]","16.60000","10.60000","23.60000",""
"BP_03","PUBLISHED","1987","AMR","","PRY","YEARS18-PLUS","MLE","25.0 [17.0-34.0]","25.00000","17.00000","34.00000",""
"BP_03","PUBLISHED","2003","AMR","","PRY","YEARS18-PLUS","MLE","26.7 [19.4-34.6]","26.70000","19.40000","34.60000",""
"BP_03","PUBLISHED","1989","AMR","","PER","YEARS18-PLUS","MLE","20.7 [13.8-28.6]","20.70000","13.80000","28.60000",""
"BP_03","PUBLISHED","1995","AMR","","PER","YEARS18-PLUS","MLE","19.4 [12.9-26.5]","19.40000","12.90000","26.50000",""
"BP_03","PUBLISHED","1989","WPR","","PHL","YEARS18-PLUS","MLE","19.4 [13.4-26.1]","19.40000","13.40000","26.10000",""
"BP_03","PUBLISHED","2005","WPR","","PHL","YEARS18-PLUS","MLE","20.0 [15.0-25.6]","20.00000","15.00000","25.60000",""
"BP_03","PUBLISHED","1996","EUR","","POL","YEARS18-PLUS","MLE","41.3 [35.0-47.8]","41.30000","35.00000","47.80000",""
"BP_03","PUBLISHED","1999","EUR","","POL","YEARS18-PLUS","MLE","40.2 [34.1-46.3]","40.20000","34.10000","46.30000",""
"BP_03","PUBLISHED","2014","EUR","","PRT","YEARS18-PLUS","MLE","35.3 [24.9-46.0]","35.30000","24.90000","46.00000",""
"BP_03","PUBLISHED","1984","EMR","","QAT","YEARS18-PLUS","MLE","27.8 [19.1-37.0]","27.80000","19.10000","37.00000",""
"BP_03","PUBLISHED","1984","EUR","","ROU","YEARS18-PLUS","MLE","40.4 [31.8-49.0]","40.40000","31.80000","49.00000",""
"BP_03","PUBLISHED","1991","EUR","","ROU","YEARS18-PLUS","MLE","39.5 [32.0-47.3]","39.50000","32.00000","47.30000",""
"BP_03","PUBLISHED","1975","EUR","","RUS","YEARS18-PLUS","MLE","43.7 [31.7-56.3]","43.70000","31.70000","56.30000",""
"BP_03","PUBLISHED","2002","EUR","","RUS","YEARS18-PLUS","MLE","37.2 [31.4-43.5]","37.20000","31.40000","43.50000",""
"BP_03","PUBLISHED","1984","AFR","","RWA","YEARS18-PLUS","MLE","15.0 [7.8-24.6]","15.00000","7.80000","24.60000",""
"BP_03","PUBLISHED","1995","AFR","","RWA","YEARS18-PLUS","MLE","16.5 [9.9-25.0]","16.50000","9.90000","25.00000",""
"BP_03","PUBLISHED","1995","AMR","","KNA","YEARS18-PLUS","MLE","25.9 [18.4-34.1]","25.90000","18.40000","34.10000",""
"BP_03","PUBLISHED","2012","AMR","","KNA","YEARS18-PLUS","MLE","27.9 [19.4-37.4]","27.90000","19.40000","37.40000",""
"BP_03","PUBLISHED","1978","AMR","","VCT","YEARS18-PLUS","MLE","24.1 [15.0-34.7]","24.10000","15.00000","34.70000",""
"BP_03","PUBLISHED","1997","AMR","","VCT","YEARS18-PLUS","MLE","24.4 [17.4-31.9]","24.40000","17.40000","31.90000",""
"BP_03","PUBLISHED","2006","WPR","","WSM","YEARS18-PLUS","MLE","22.4 [16.3-29.0]","22.40000","16.30000","29.00000",""
"BP_03","PUBLISHED","2012","WPR","","WSM","YEARS18-PLUS","MLE","23.5 [16.3-31.7]","23.50000","16.30000","31.70000",""
"BP_03","PUBLISHED","2004","AFR","","STP","YEARS18-PLUS","MLE","23.6 [17.4-30.6]","23.60000","17.40000","30.60000",""
"BP_03","PUBLISHED","2007","AFR","","STP","YEARS18-PLUS","MLE","22.7 [16.8-29.5]","22.70000","16.80000","29.50000",""
"BP_03","PUBLISHED","1990","EMR","","SAU","YEARS18-PLUS","MLE","25.3 [18.9-32.1]","25.30000","18.90000","32.10000",""
"BP_03","PUBLISHED","2005","EMR","","SAU","YEARS18-PLUS","MLE","23.2 [18.2-28.7]","23.20000","18.20000","28.70000",""
"BP_03","PUBLISHED","1990","AFR","","SEN","YEARS18-PLUS","MLE","27.6 [19.6-36.3]","27.60000","19.60000","36.30000",""
"BP_03","PUBLISHED","1999","AFR","","SEN","YEARS18-PLUS","MLE","26.3 [19.1-34.1]","26.30000","19.10000","34.10000",""
"BP_03","PUBLISHED","1993","EUR","","SRB","YEARS18-PLUS","MLE","39.7 [32.2-47.4]","39.70000","32.20000","47.40000",""
"BP_03","PUBLISHED","2001","EUR","","SRB","YEARS18-PLUS","MLE","39.8 [32.9-46.6]","39.80000","32.90000","46.60000",""
"BP_03","PUBLISHED","2002","AFR","","SYC","YEARS18-PLUS","MLE","26.0 [19.5-33.7]","26.00000","19.50000","33.70000",""
"BP_03","PUBLISHED","2010","AFR","","SYC","YEARS18-PLUS","MLE","25.5 [18.4-33.9]","25.50000","18.40000","33.90000",""
"BP_03","PUBLISHED","1994","AFR","","SLE","YEARS18-PLUS","MLE","27.4 [20.6-34.8]","27.40000","20.60000","34.80000",""
"BP_03","PUBLISHED","1976","WPR","","SGP","YEARS18-PLUS","MLE","34.1 [23.6-45.4]","34.10000","23.60000","45.40000",""
"BP_03","PUBLISHED","1996","EUR","","SVK","YEARS18-PLUS","MLE","40.0 [32.7-47.5]","40.00000","32.70000","47.50000",""
"BP_03","PUBLISHED","2003","EUR","","SVK","YEARS18-PLUS","MLE","38.0 [31.3-44.9]","38.00000","31.30000","44.90000",""
"BP_03","PUBLISHED","2003","EUR","","SVN","YEARS18-PLUS","MLE","41.0 [32.8-49.1]","41.00000","32.80000","49.10000",""
"BP_03","PUBLISHED","2010","EUR","","SVN","YEARS18-PLUS","MLE","40.9 [32.0-50.0]","40.90000","32.00000","50.00000",""
"BP_03","PUBLISHED","1995","WPR","","SLB","YEARS18-PLUS","MLE","15.3 [9.4-22.4]","15.30000","9.40000","22.40000",""
"BP_03","PUBLISHED","2011","WPR","","SLB","YEARS18-PLUS","MLE","16.2 [10.2-23.1]","16.20000","10.20000","23.10000",""
"BP_03","PUBLISHED","1990","EMR","","SOM","YEARS18-PLUS","MLE","27.4 [19.4-36.4]","27.40000","19.40000","36.40000",""
"BP_03","PUBLISHED","2015","EMR","","SOM","YEARS18-PLUS","MLE","27.0 [17.1-38.5]","27.00000","17.10000","38.50000",""
"BP_03","PUBLISHED","1990","AFR","","ZAF","YEARS18-PLUS","MLE","28.6 [22.5-35.4]","28.60000","22.50000","35.40000",""
"BP_03","PUBLISHED","1998","WPR","","KOR","YEARS18-PLUS","MLE","18.9 [14.2-24.3]","18.90000","14.20000","24.30000",""
"BP_03","PUBLISHED","2000","WPR","","KOR","YEARS18-PLUS","MLE","18.8 [14.3-23.9]","18.80000","14.30000","23.90000",""
"BP_03","PUBLISHED","2000","EUR","","ESP","YEARS18-PLUS","MLE","33.6 [28.9-38.4]","33.60000","28.90000","38.40000",""
"BP_03","PUBLISHED","1982","SEAR","","LKA","YEARS18-PLUS","MLE","17.9 [10.9-26.5]","17.90000","10.90000","26.50000",""
"BP_03","PUBLISHED","1985","SEAR","","LKA","YEARS18-PLUS","MLE","18.0 [11.4-25.7]","18.00000","11.40000","25.70000",""
"BP_03","PUBLISHED","2010","SEAR","","LKA","YEARS18-PLUS","MLE","22.5 [15.7-30.2]","22.50000","15.70000","30.20000",""
"BP_03","PUBLISHED","1983","EMR","","SDF","YEARS18-PLUS","MLE","22.8 [15.4-31.7]","22.80000","15.40000","31.70000",""
"BP_03","PUBLISHED","1994","AMR","","SUR","YEARS18-PLUS","MLE","25.3 [17.9-33.8]","25.30000","17.90000","33.80000",""
"BP_03","PUBLISHED","2002","AMR","","SUR","YEARS18-PLUS","MLE","24.4 [17.5-32.3]","24.40000","17.50000","32.30000",""
"BP_03","PUBLISHED","1986","AFR","","SWZ","YEARS18-PLUS","MLE","25.6 [17.7-34.5]","25.60000","17.70000","34.50000",""
"BP_03","PUBLISHED","1993","AFR","","SWZ","YEARS18-PLUS","MLE","24.8 [17.5-33.2]","24.80000","17.50000","33.20000",""
"BP_03","PUBLISHED","1979","EUR","","SWE","YEARS18-PLUS","MLE","47.9 [40.0-56.0]","47.90000","40.00000","56.00000",""
"BP_03","PUBLISHED","1987","EUR","","CHE","YEARS18-PLUS","MLE","34.3 [28.0-40.6]","34.30000","28.00000","40.60000",""
"BP_03","PUBLISHED","1996","EUR","","CHE","YEARS18-PLUS","MLE","32.1 [26.9-37.4]","32.10000","26.90000","37.40000",""
"BP_03","PUBLISHED","2006","EMR","","SYR","YEARS18-PLUS","MLE","21.7 [16.6-27.6]","21.70000","16.60000","27.60000",""
"BP_03","PUBLISHED","2015","EMR","","SYR","YEARS18-PLUS","MLE","21.3 [13.8-29.9]","21.30000","13.80000","29.90000",""
"BP_03","PUBLISHED","2005","EUR","","TJK","YEARS18-PLUS","MLE","20.0 [13.3-27.8]","20.00000","13.30000","27.80000",""
"BP_03","PUBLISHED","1982","AFR","","TZA","YEARS18-PLUS","MLE","19.0 [12.7-26.3]","19.00000","12.70000","26.30000",""
"BP_03","PUBLISHED","1990","SEAR","","THA","YEARS18-PLUS","MLE","19.1 [13.7-25.2]","19.10000","13.70000","25.20000",""
"BP_03","PUBLISHED","2005","SEAR","","THA","YEARS18-PLUS","MLE","23.3 [18.4-28.4]","23.30000","18.40000","28.40000",""
"BP_03","PUBLISHED","1990","SEAR","","TLS","YEARS18-PLUS","MLE","18.6 [12.4-25.9]","18.60000","12.40000","25.90000",""
"BP_03","PUBLISHED","2008","SEAR","","TLS","YEARS18-PLUS","MLE","21.8 [15.9-28.4]","21.80000","15.90000","28.40000",""
"BP_03","PUBLISHED","2008","AFR","","TGO","YEARS18-PLUS","MLE","22.8 [17.0-29.0]","22.80000","17.00000","29.00000",""
"BP_03","PUBLISHED","2010","AFR","","TGO","YEARS18-PLUS","MLE","22.5 [16.5-29.1]","22.50000","16.50000","29.10000",""
"BP_03","PUBLISHED","1977","WPR","","NZL","YEARS18-PLUS","MLE","41.4 [31.5-51.2]","41.40000","31.50000","51.20000",""
"BP_03","PUBLISHED","1987","WPR","","NZL","YEARS18-PLUS","MLE","35.9 [28.6-43.7]","35.90000","28.60000","43.70000",""
"BP_03","PUBLISHED","1979","AMR","","NIC","YEARS18-PLUS","MLE","22.4 [14.1-32.1]","22.40000","14.10000","32.10000",""
"BP_03","PUBLISHED","1995","AMR","","NIC","YEARS18-PLUS","MLE","19.4 [13.5-26.1]","19.40000","13.50000","26.10000",""
"BP_03","PUBLISHED","1997","AFR","","NER","YEARS18-PLUS","MLE","26.7 [19.2-34.9]","26.70000","19.20000","34.90000",""
"BP_03","PUBLISHED","1982","AFR","","NGA","YEARS18-PLUS","MLE","22.7 [15.3-31.9]","22.70000","15.30000","31.90000",""
"BP_03","PUBLISHED","2013","AFR","","NGA","YEARS18-PLUS","MLE","18.5 [12.9-24.6]","18.50000","12.90000","24.60000",""
"BP_03","PUBLISHED","1981","WPR","","NIU","YEARS18-PLUS","MLE","21.2 [13.7-29.9]","21.20000","13.70000","29.90000",""
"BP_03","PUBLISHED","1983","SEAR","","PRK","YEARS18-PLUS","MLE","20.0 [13.6-27.3]","20.00000","13.60000","27.30000",""
"BP_03","PUBLISHED","1997","SEAR","","PRK","YEARS18-PLUS","MLE","18.8 [13.0-25.5]","18.80000","13.00000","25.50000",""
"BP_03","PUBLISHED","1992","EUR","","NOR","YEARS18-PLUS","MLE","38.0 [31.5-44.8]","38.00000","31.50000","44.80000",""
"BP_03","PUBLISHED","2007","EUR","","NOR","YEARS18-PLUS","MLE","32.7 [26.9-39.1]","32.70000","26.90000","39.10000",""
"BP_03","PUBLISHED","2001","EMR","","PAK","YEARS18-PLUS","MLE","25.4 [19.5-31.4]","25.40000","19.50000","31.40000",""
"BP_03","PUBLISHED","1983","WPR","","PLW","YEARS18-PLUS","MLE","26.6 [19.2-35.2]","26.60000","19.20000","35.20000",""
"BP_03","PUBLISHED","1992","AMR","","PAN","YEARS18-PLUS","MLE","22.1 [15.5-29.8]","22.10000","15.50000","29.80000",""
"BP_03","PUBLISHED","2002","AMR","","PAN","YEARS18-PLUS","MLE","21.5 [15.6-28.0]","21.50000","15.60000","28.00000",""
"BP_03","PUBLISHED","1986","WPR","","PNG","YEARS18-PLUS","MLE","16.0 [9.8-23.3]","16.00000","9.80000","23.30000",""
"BP_03","PUBLISHED","1993","WPR","","PNG","YEARS18-PLUS","MLE","16.5 [10.4-23.5]","16.50000","10.40000","23.50000",""
"BP_03","PUBLISHED","2004","AMR","","PRY","YEARS18-PLUS","MLE","26.6 [19.3-34.2]","26.60000","19.30000","34.20000",""
"BP_03","PUBLISHED","2011","AMR","","PRY","YEARS18-PLUS","MLE","25.4 [17.9-33.9]","25.40000","17.90000","33.90000",""
"BP_03","PUBLISHED","1982","AMR","","GUY","YEARS18-PLUS","MLE","21.8 [14.1-30.9]","21.80000","14.10000","30.90000",""
"BP_03","PUBLISHED","1998","AMR","","HTI","YEARS18-PLUS","MLE","21.7 [14.9-29.4]","21.70000","14.90000","29.40000",""
"BP_03","PUBLISHED","2006","AMR","","HTI","YEARS18-PLUS","MLE","21.7 [15.5-28.9]","21.70000","15.50000","28.90000",""
"BP_03","PUBLISHED","2015","AMR","","HTI","YEARS18-PLUS","MLE","21.2 [12.8-31.3]","21.20000","12.80000","31.30000",""
"BP_03","PUBLISHED","1981","AMR","","HND","YEARS18-PLUS","MLE","19.2 [12.0-27.6]","19.20000","12.00000","27.60000",""
"BP_03","PUBLISHED","2008","EUR","","HUN","YEARS18-PLUS","MLE","42.4 [35.3-49.7]","42.40000","35.30000","49.70000",""
"BP_03","PUBLISHED","1975","EUR","","ISL","YEARS18-PLUS","MLE","46.8 [34.1-59.3]","46.80000","34.10000","59.30000",""
"BP_03","PUBLISHED","1985","EUR","","ISL","YEARS18-PLUS","MLE","41.6 [33.3-49.4]","41.60000","33.30000","49.40000",""
"BP_03","PUBLISHED","1991","EUR","","ISL","YEARS18-PLUS","MLE","38.9 [31.0-46.4]","38.90000","31.00000","46.40000",""
"BP_03","PUBLISHED","2003","SEAR","","IDN","YEARS18-PLUS","MLE","21.8 [17.1-26.9]","21.80000","17.10000","26.90000",""
"BP_03","PUBLISHED","2011","SEAR","","IDN","YEARS18-PLUS","MLE","22.3 [16.7-28.5]","22.30000","16.70000","28.50000",""
"BP_03","PUBLISHED","1984","EMR","","IRN","YEARS18-PLUS","MLE","23.8 [17.2-30.8]","23.80000","17.20000","30.80000",""
"BP_03","PUBLISHED","1993","EMR","","IRN","YEARS18-PLUS","MLE","22.1 [17.4-27.1]","22.10000","17.40000","27.10000",""
"BP_03","PUBLISHED","2004","EUR","","IRL","YEARS18-PLUS","MLE","31.1 [24.7-38.5]","31.10000","24.70000","38.50000",""
"BP_03","PUBLISHED","2006","EUR","","IRL","YEARS18-PLUS","MLE","30.2 [24.0-37.6]","30.20000","24.00000","37.60000",""
"BP_03","PUBLISHED","2011","EUR","","IRL","YEARS18-PLUS","MLE","27.5 [20.9-35.5]","27.50000","20.90000","35.50000",""
"BP_03","PUBLISHED","2014","EUR","","IRL","YEARS18-PLUS","MLE","26.0 [18.0-35.1]","26.00000","18.00000","35.10000",""
"BP_03","PUBLISHED","1984","EMR","","JOR","YEARS18-PLUS","MLE","25.8 [18.5-33.7]","25.80000","18.50000","33.70000",""
"BP_03","PUBLISHED","1992","EMR","","JOR","YEARS18-PLUS","MLE","23.1 [17.4-29.7]","23.10000","17.40000","29.70000",""
"BP_03","PUBLISHED","1993","EMR","","JOR","YEARS18-PLUS","MLE","22.8 [17.1-29.2]","22.80000","17.10000","29.20000",""
"BP_03","PUBLISHED","1998","EMR","","JOR","YEARS18-PLUS","MLE","21.6 [16.3-27.3]","21.60000","16.30000","27.30000",""
"BP_03","PUBLISHED","1978","EUR","","ISR","YEARS18-PLUS","MLE","38.5 [28.7-48.2]","38.50000","28.70000","48.20000",""
"BP_03","PUBLISHED","1999","EUR","","ITA","YEARS18-PLUS","MLE","38.6 [33.7-43.8]","38.60000","33.70000","43.80000",""
"BP_03","PUBLISHED","2004","EUR","","ITA","YEARS18-PLUS","MLE","37.1 [32.4-42.0]","37.10000","32.40000","42.00000",""
"BP_03","PUBLISHED","2006","EUR","","ITA","YEARS18-PLUS","MLE","36.3 [31.3-41.5]","36.30000","31.30000","41.50000",""
"BP_03","PUBLISHED","2013","EUR","","ITA","YEARS18-PLUS","MLE","32.8 [24.9-40.9]","32.80000","24.90000","40.90000",""
"BP_03","PUBLISHED","1978","EUR","","LUX","YEARS18-PLUS","MLE","51.0 [39.4-61.4]","51.00000","39.40000","61.40000",""
"BP_03","PUBLISHED","1983","EUR","","LUX","YEARS18-PLUS","MLE","49.7 [40.2-58.8]","49.70000","40.20000","58.80000",""
"BP_03","PUBLISHED","1992","EUR","","LUX","YEARS18-PLUS","MLE","47.1 [37.5-56.5]","47.10000","37.50000","56.50000",""
"BP_03","PUBLISHED","1995","EUR","","LUX","YEARS18-PLUS","MLE","45.9 [36.7-55.3]","45.90000","36.70000","55.30000",""
"BP_03","PUBLISHED","2014","EUR","","LVA","YEARS18-PLUS","MLE","40.2 [29.2-51.9]","40.20000","29.20000","51.90000",""
"BP_03","PUBLISHED","1979","EMR","","LBN","YEARS18-PLUS","MLE","31.1 [20.5-42.2]","31.10000","20.50000","42.20000",""
"BP_03","PUBLISHED","1980","EMR","","LBN","YEARS18-PLUS","MLE","31.1 [21.2-41.7]","31.10000","21.20000","41.70000",""
"BP_03","PUBLISHED","1981","EMR","","LBN","YEARS18-PLUS","MLE","31.2 [21.6-41.3]","31.20000","21.60000","41.30000",""
"BP_03","PUBLISHED","1992","AFR","","LBR","YEARS18-PLUS","MLE","27.4 [20.1-35.5]","27.40000","20.10000","35.50000",""
"BP_03","PUBLISHED","1999","AFR","","LBR","YEARS18-PLUS","MLE","25.5 [18.9-32.7]","25.50000","18.90000","32.70000",""
"BP_03","PUBLISHED","2000","AFR","","LBR","YEARS18-PLUS","MLE","25.2 [18.8-32.3]","25.20000","18.80000","32.30000",""
"BP_03","PUBLISHED","2001","AFR","","LBR","YEARS18-PLUS","MLE","25.0 [18.7-32.0]","25.00000","18.70000","32.00000",""
"BP_03","PUBLISHED","1996","SEAR","","MDV","YEARS18-PLUS","MLE","21.9 [14.7-30.4]","21.90000","14.70000","30.40000",""
"BP_03","PUBLISHED","1997","SEAR","","MDV","YEARS18-PLUS","MLE","22.1 [14.8-30.6]","22.10000","14.80000","30.60000",""
"BP_03","PUBLISHED","1999","SEAR","","MDV","YEARS18-PLUS","MLE","22.3 [14.9-30.7]","22.30000","14.90000","30.70000",""
"BP_03","PUBLISHED","2012","SEAR","","MDV","YEARS18-PLUS","MLE","22.7 [14.8-31.5]","22.70000","14.80000","31.50000",""
"BP_03","PUBLISHED","2001","EUR","","LUX","YEARS18-PLUS","MLE","40.7 [32.6-48.9]","40.70000","32.60000","48.90000",""
"BP_03","PUBLISHED","1995","AFR","","MDG","YEARS18-PLUS","MLE","22.5 [15.9-29.7]","22.50000","15.90000","29.70000",""
"BP_03","PUBLISHED","1996","AFR","","MDG","YEARS18-PLUS","MLE","22.5 [15.9-29.7]","22.50000","15.90000","29.70000",""
"BP_03","PUBLISHED","1980","AFR","","MWI","YEARS18-PLUS","MLE","17.9 [10.9-26.5]","17.90000","10.90000","26.50000",""
"BP_03","PUBLISHED","1987","AFR","","MWI","YEARS18-PLUS","MLE","18.4 [12.3-25.6]","18.40000","12.30000","25.60000",""
"BP_03","PUBLISHED","2000","AFR","","KEN","YEARS18-PLUS","MLE","19.3 [13.8-25.7]","19.30000","13.80000","25.70000",""
"BP_03","PUBLISHED","2010","AFR","","KEN","YEARS18-PLUS","MLE","19.8 [13.8-26.8]","19.80000","13.80000","26.80000",""
"BP_03","PUBLISHED","2011","AFR","","KEN","YEARS18-PLUS","MLE","19.9 [13.6-27.3]","19.90000","13.60000","27.30000",""
"BP_03","PUBLISHED","1979","WPR","","KIR","YEARS18-PLUS","MLE","19.7 [12.2-28.4]","19.70000","12.20000","28.40000",""
"BP_03","PUBLISHED","1988","EUR","","KGZ","YEARS18-PLUS","MLE","24.3 [16.2-33.6]","24.30000","16.20000","33.60000",""
"BP_03","PUBLISHED","1989","EUR","","KGZ","YEARS18-PLUS","MLE","24.3 [16.1-33.3]","24.30000","16.10000","33.30000",""
"BP_03","PUBLISHED","1994","EUR","","KGZ","YEARS18-PLUS","MLE","23.6 [15.7-32.5]","23.60000","15.70000","32.50000",""
"BP_03","PUBLISHED","1996","EUR","","KGZ","YEARS18-PLUS","MLE","23.4 [15.7-32.2]","23.40000","15.70000","32.20000",""
"BP_03","PUBLISHED","1979","EUR","","MDA","YEARS18-PLUS","MLE","34.7 [24.4-45.9]","34.70000","24.40000","45.90000",""
"BP_03","PUBLISHED","1998","AFR","","ETH","YEARS18-PLUS","MLE","21.9 [15.9-28.8]","21.90000","15.90000","28.80000",""
"BP_03","PUBLISHED","2000","AFR","","ETH","YEARS18-PLUS","MLE","21.9 [16.0-28.5]","21.90000","16.00000","28.50000",""
"BP_03","PUBLISHED","2009","AFR","","ETH","YEARS18-PLUS","MLE","22.6 [16.4-29.7]","22.60000","16.40000","29.70000",""
"BP_03","PUBLISHED","2015","AFR","","ETH","YEARS18-PLUS","MLE","22.9 [14.6-32.9]","22.90000","14.60000","32.90000",""
"BP_03","PUBLISHED","1993","EUR","","MDA","YEARS18-PLUS","MLE","34.3 [26.0-43.7]","34.30000","26.00000","43.70000",""
"BP_03","PUBLISHED","1994","EUR","","MDA","YEARS18-PLUS","MLE","34.2 [25.9-43.4]","34.20000","25.90000","43.40000",""
"BP_03","PUBLISHED","1995","EUR","","MDA","YEARS18-PLUS","MLE","34.0 [25.8-43.3]","34.00000","25.80000","43.30000",""
"BP_03","PUBLISHED","2006","EUR","","MNE","YEARS18-PLUS","MLE","38.8 [31.1-46.6]","38.80000","31.10000","46.60000",""
"BP_03","PUBLISHED","2014","EUR","","MNE","YEARS18-PLUS","MLE","38.1 [27.6-48.8]","38.10000","27.60000","48.80000",""
"BP_03","PUBLISHED","1980","EMR","","MAR","YEARS18-PLUS","MLE","23.9 [15.3-33.6]","23.90000","15.30000","33.60000",""
"BP_03","PUBLISHED","1989","EMR","","MAR","YEARS18-PLUS","MLE","23.1 [16.5-30.5]","23.10000","16.50000","30.50000",""
"BP_03","PUBLISHED","2014","SEAR","","MMR","YEARS18-PLUS","MLE","22.4 [14.4-31.0]","22.40000","14.40000","31.00000",""
"BP_03","PUBLISHED","1976","AFR","","NAM","YEARS18-PLUS","MLE","26.8 [15.9-40.2]","26.80000","15.90000","40.20000",""
"BP_03","PUBLISHED","1982","AFR","","NAM","YEARS18-PLUS","MLE","26.8 [18.4-36.8]","26.80000","18.40000","36.80000",""
"BP_03","PUBLISHED","1985","AFR","","NAM","YEARS18-PLUS","MLE","26.3 [18.5-35.3]","26.30000","18.50000","35.30000",""
"BP_03","PUBLISHED","2006","EUR","","MLT","YEARS18-PLUS","MLE","33.0 [25.6-40.6]","33.00000","25.60000","40.60000",""
"BP_03","PUBLISHED","2007","EUR","","MLT","YEARS18-PLUS","MLE","32.6 [25.0-40.3]","32.60000","25.00000","40.30000",""
"BP_03","PUBLISHED","2015","EUR","","MLT","YEARS18-PLUS","MLE","29.0 [18.9-40.5]","29.00000","18.90000","40.50000",""
"BP_03","PUBLISHED","1981","WPR","","MHL","YEARS18-PLUS","MLE","25.0 [17.3-33.4]","25.00000","17.30000","33.40000",""
