"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","EMFEXPOSED","EMFFREQUENCY","Display Value","Numeric","Low","High","Comments"
"EMFSTANDARD","PUBLISHED","2017","EUR","GBR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GRC","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GRC","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GRC","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ISR","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ISR","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ISR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ITA","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ITA","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ITA","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","JPN","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","JPN","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","JPN","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","KOR","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","KOR","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","KOR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BGR","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BGR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","BHR","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","BHR","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","BHR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","BRA","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","BRA","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","BRA","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CHE","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CHE","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CHE","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CUB","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CUB","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CUB","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CYP","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CYP","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CYP","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","DEU","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","DEU","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","DEU","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FIN","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FIN","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FIN","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FRA","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","MYS","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","TUR","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","TUR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","USA","EMFPUBLIC","EMFSTATIC","Subnational","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","USA","EMFPUBLIC","EMFLOW","Subnational","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","USA","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZAF","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZAF","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZAF","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZMB","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZMB","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZMB","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","ARG","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","ARG","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","ARG","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CAN","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CAN","EMFPUBLIC","EMFLOW","Subnational","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CAN","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CHL","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CHL","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CHL","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","MYS","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","MYS","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NLD","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NLD","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NLD","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NOR","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NOR","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NOR","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","NZL","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","NZL","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","NZL","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","PHL","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","PHL","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","PHL","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","SAU","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","SAU","EMFPUBLIC","EMFLOW","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","SAU","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","THA","EMFPUBLIC","EMFSTATIC","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","THA","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","THA","EMFPUBLIC","EMFRADIO","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","TUN","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","TUN","EMFPUBLIC","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","TUN","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","TUR","EMFPUBLIC","EMFSTATIC","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","IRN","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BGR","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BGR","EMFWORKER","EMFRADIO","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","BHR","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","BHR","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","BHR","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","BRA","EMFWORKER","EMFSTATIC","No ","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","BRA","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","BRA","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CHE","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CHE","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CHE","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CUB","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CUB","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CUB","EMFWORKER","EMFRADIO","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CYP","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CYP","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","CYP","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","DEU","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","DEU","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","DEU","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","IRN","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","IRN","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","PER","EMFPUBLIC","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","PER","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","PER","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","RUS","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","RUS","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","RUS","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","SWE","EMFPUBLIC","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","SWE","EMFPUBLIC","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","SWE","EMFPUBLIC","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","AUS","EMFWORKER","EMFSTATIC","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","AUS","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","AUS","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","AUT","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","AUT","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","AUT","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BEL","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BEL","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BEL","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","BGD","EMFWORKER","EMFLOW","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","BGD","EMFWORKER","EMFRADIO","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","BGD","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","BGR","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FIN","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","MYS","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","MYS","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NLD","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NLD","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NLD","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NOR","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NOR","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","NOR","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","NZL","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","NZL","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","NZL","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","PHL","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","PHL","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","PHL","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","SAU","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","SAU","EMFWORKER","EMFLOW","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","SAU","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","THA","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","THA","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","SEAR","THA","EMFWORKER","EMFRADIO","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FIN","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FIN","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FRA","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FRA","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","FRA","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GBR","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GBR","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GBR","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GRC","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GRC","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","GRC","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ISR","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ISR","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ISR","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ITA","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ITA","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","ITA","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","JPN","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","JPN","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","JPN","EMFWORKER","EMFRADIO","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","KOR","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","KOR","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","KOR","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","WPR","MYS","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","TUN","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","IRN","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","IRN","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","PER","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","PER","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","PER","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","RUS","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","RUS","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","RUS","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","SWE","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","SWE","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","SWE","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","TUN","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","TUN","EMFWORKER","EMFRADIO","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","TUR","EMFWORKER","EMFSTATIC","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","TUR","EMFWORKER","EMFLOW","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","EUR","TUR","EMFWORKER","EMFRADIO","In preparation","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","USA","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","USA","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","USA","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZAF","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZAF","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZAF","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZMB","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZMB","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AFR","ZMB","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","ARG","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","ARG","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","ARG","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CAN","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CAN","EMFWORKER","EMFLOW","Subnational","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CAN","EMFWORKER","EMFRADIO","Subnational","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CHL","EMFWORKER","EMFSTATIC","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CHL","EMFWORKER","EMFLOW","No","","","",""
"EMFSTANDARD","PUBLISHED","2017","AMR","CHL","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2017","EMR","IRN","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","DNK","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","DNK","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","DNK","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","HUN","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","HUN","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","HUN","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","HRV","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","HRV","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","HRV","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","SGP","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","SGP","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","SGP","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","SVN","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","SVN","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","SVN","EMFWORKER","EMFRADIO","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","IRL","EMFWORKER","EMFSTATIC","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","IRL","EMFWORKER","EMFLOW","Yes","","","",""
"EMFSTANDARD","PUBLISHED","2018","","IRL","EMFWORKER","EMFRADIO","Yes","","","",""
