"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"BP_06","PUBLISHED","1999","AMR","BLZ","YEARS18-PLUS","MLE","125.1 [120.0-130.2]","125.10000","120.00000","130.20000",""
"BP_06","PUBLISHED","2002","EUR","AZE","YEARS18-PLUS","MLE","128.7 [123.9-133.5]","128.70000","123.90000","133.50000",""
"BP_06","PUBLISHED","1988","AFR","BEN","YEARS18-PLUS","MLE","130.5 [124.9-136.5]","130.50000","124.90000","136.50000",""
"BP_06","PUBLISHED","2009","EUR","AUT","YEARS18-PLUS","MLE","129.0 [124.3-133.6]","129.00000","124.30000","133.60000",""
"BP_06","PUBLISHED","2006","EUR","AUT","YEARS18-PLUS","MLE","129.7 [125.7-133.7]","129.70000","125.70000","133.70000",""
"BP_06","PUBLISHED","1987","EUR","BLR","YEARS18-PLUS","MLE","135.8 [130.2-141.6]","135.80000","130.20000","141.60000",""
"BP_06","PUBLISHED","1989","EUR","BLR","YEARS18-PLUS","MLE","135.7 [129.9-141.4]","135.70000","129.90000","141.40000",""
"BP_06","PUBLISHED","2014","AFR","CPV","YEARS18-PLUS","MLE","135.1 [128.4-141.7]","135.10000","128.40000","141.70000",""
"BP_06","PUBLISHED","1982","AFR","BEN","YEARS18-PLUS","MLE","129.9 [123.7-136.4]","129.90000","123.70000","136.40000",""
"BP_06","PUBLISHED","2013","SEAR","BGD","YEARS18-PLUS","MLE","119.8 [115.5-124.0]","119.80000","115.50000","124.00000",""
"BP_06","PUBLISHED","2000","SEAR","BTN","YEARS18-PLUS","MLE","125.3 [119.8-130.7]","125.30000","119.80000","130.70000",""
"BP_06","PUBLISHED","2003","WPR","BRN","YEARS18-PLUS","MLE","126.4 [119.7-133.3]","126.40000","119.70000","133.30000",""
"BP_06","PUBLISHED","1992","AMR","BOL","YEARS18-PLUS","MLE","123.9 [117.3-130.4]","123.90000","117.30000","130.40000",""
"BP_06","PUBLISHED","2000","AMR","BOL","YEARS18-PLUS","MLE","123.4 [117.5-129.3]","123.40000","117.50000","129.30000",""
"BP_06","PUBLISHED","1995","AMR","BRA","YEARS18-PLUS","MLE","131.4 [128.7-134.2]","131.40000","128.70000","134.20000",""
"BP_06","PUBLISHED","2004","AFR","BFA","YEARS18-PLUS","MLE","129.7 [124.2-135.2]","129.70000","124.20000","135.20000",""
"BP_06","PUBLISHED","1985","AFR","CAF","YEARS18-PLUS","MLE","130.1 [123.0-137.2]","130.10000","123.00000","137.20000",""
"BP_06","PUBLISHED","1981","WPR","KHM","YEARS18-PLUS","MLE","120.1 [112.8-127.4]","120.10000","112.80000","127.40000",""
"BP_06","PUBLISHED","1975","WPR","KHM","YEARS18-PLUS","MLE","119.6 [110.2-129.5]","119.60000","110.20000","129.50000",""
"BP_06","PUBLISHED","1982","EUR","BIH","YEARS18-PLUS","MLE","128.7 [122.5-134.6]","128.70000","122.50000","134.60000",""
"BP_06","PUBLISHED","1983","AFR","BWA","YEARS18-PLUS","MLE","130.1 [123.8-136.5]","130.10000","123.80000","136.50000",""
"BP_06","PUBLISHED","1979","WPR","BRN","YEARS18-PLUS","MLE","126.9 [118.5-135.4]","126.90000","118.50000","135.40000",""
"BP_06","PUBLISHED","1998","AFR","CPV","YEARS18-PLUS","MLE","135.5 [130.0-140.9]","135.50000","130.00000","140.90000",""
"BP_06","PUBLISHED","1998","AFR","BDI","YEARS18-PLUS","MLE","127.1 [119.6-134.7]","127.10000","119.60000","134.70000",""
"BP_06","PUBLISHED","2015","AFR","BDI","YEARS18-PLUS","MLE","130.5 [121.6-139.3]","130.50000","121.60000","139.30000",""
"BP_06","PUBLISHED","1975","AMR","CUB","YEARS18-PLUS","MLE","127.4 [118.6-135.9]","127.40000","118.60000","135.90000",""
"BP_06","PUBLISHED","1977","AMR","CUB","YEARS18-PLUS","MLE","127.5 [119.7-135.0]","127.50000","119.70000","135.00000",""
"BP_06","PUBLISHED","2014","WPR","KHM","YEARS18-PLUS","MLE","124.0 [118.0-130.0]","124.00000","118.00000","130.00000",""
"BP_06","PUBLISHED","1982","AFR","CMR","YEARS18-PLUS","MLE","129.2 [123.3-135.1]","129.20000","123.30000","135.10000",""
"BP_06","PUBLISHED","2002","AFR","CAF","YEARS18-PLUS","MLE","130.5 [124.3-136.6]","130.50000","124.30000","136.60000",""
"BP_06","PUBLISHED","2000","AMR","CAN","YEARS18-PLUS","MLE","124.6 [121.2-128.1]","124.60000","121.20000","128.10000",""
"BP_06","PUBLISHED","2006","AMR","COL","YEARS18-PLUS","MLE","125.1 [121.8-128.4]","125.10000","121.80000","128.40000",""
"BP_06","PUBLISHED","1979","AFR","COM","YEARS18-PLUS","MLE","127.5 [120.1-135.0]","127.50000","120.10000","135.00000",""
"BP_06","PUBLISHED","2009","AMR","CHL","YEARS18-PLUS","MLE","128.2 [124.8-131.7]","128.20000","124.80000","131.70000",""
"BP_06","PUBLISHED","1977","WPR","CHN","YEARS18-PLUS","MLE","121.5 [117.1-126.0]","121.50000","117.10000","126.00000",""
"BP_06","PUBLISHED","2013","WPR","CHN","YEARS18-PLUS","MLE","125.7 [122.9-128.5]","125.70000","122.90000","128.50000",""
"BP_06","PUBLISHED","1981","AMR","COL","YEARS18-PLUS","MLE","126.4 [120.4-132.1]","126.40000","120.40000","132.10000",""
"BP_06","PUBLISHED","1997","AMR","COL","YEARS18-PLUS","MLE","124.8 [120.7-128.9]","124.80000","120.70000","128.90000",""
"BP_06","PUBLISHED","2006","WPR","COK","YEARS18-PLUS","MLE","132.7 [128.1-137.5]","132.70000","128.10000","137.50000",""
"BP_06","PUBLISHED","1975","AFR","CIV","YEARS18-PLUS","MLE","131.6 [122.5-140.9]","131.60000","122.50000","140.90000",""
"BP_06","PUBLISHED","1991","AFR","CIV","YEARS18-PLUS","MLE","133.3 [128.0-138.5]","133.30000","128.00000","138.50000",""
"BP_06","PUBLISHED","1983","EUR","HRV","YEARS18-PLUS","MLE","134.2 [128.9-139.2]","134.20000","128.90000","139.20000",""
"BP_06","PUBLISHED","1985","EUR","HRV","YEARS18-PLUS","MLE","134.1 [129.1-138.9]","134.10000","129.10000","138.90000",""
"BP_06","PUBLISHED","1989","EMR","DJI","YEARS18-PLUS","MLE","131.6 [124.1-138.8]","131.60000","124.10000","138.80000",""
"BP_06","PUBLISHED","1996","EMR","DJI","YEARS18-PLUS","MLE","130.7 [123.3-137.9]","130.70000","123.30000","137.90000",""
"BP_06","PUBLISHED","2004","EMR","DJI","YEARS18-PLUS","MLE","130.3 [123.3-137.3]","130.30000","123.30000","137.30000",""
"BP_06","PUBLISHED","2013","AMR","DMA","YEARS18-PLUS","MLE","131.9 [125.7-138.1]","131.90000","125.70000","138.10000",""
"BP_06","PUBLISHED","1997","AMR","DOM","YEARS18-PLUS","MLE","126.8 [123.0-130.7]","126.80000","123.00000","130.70000",""
"BP_06","PUBLISHED","2013","AFR","COM","YEARS18-PLUS","MLE","130.0 [124.9-135.3]","130.00000","124.90000","135.30000",""
"BP_06","PUBLISHED","1989","AFR","COG","YEARS18-PLUS","MLE","131.7 [125.1-138.5]","131.70000","125.10000","138.50000",""
"BP_06","PUBLISHED","2006","AFR","COG","YEARS18-PLUS","MLE","130.9 [125.0-136.6]","130.90000","125.00000","136.60000",""
"BP_06","PUBLISHED","1978","EUR","CZE","YEARS18-PLUS","MLE","134.3 [128.6-140.1]","134.30000","128.60000","140.10000",""
"BP_06","PUBLISHED","1988","EUR","CZE","YEARS18-PLUS","MLE","133.0 [130.1-136.0]","133.00000","130.10000","136.00000",""
"BP_06","PUBLISHED","2012","EUR","CZE","YEARS18-PLUS","MLE","131.5 [126.5-136.2]","131.50000","126.50000","136.20000",""
"BP_06","PUBLISHED","1988","EUR","DNK","YEARS18-PLUS","MLE","132.8 [130.1-135.5]","132.80000","130.10000","135.50000",""
"BP_06","PUBLISHED","1991","AFR","GNQ","YEARS18-PLUS","MLE","130.6 [122.9-138.2]","130.60000","122.90000","138.20000",""
"BP_06","PUBLISHED","1999","EUR","AND","YEARS18-PLUS","MLE","129.7 [122.9-136.3]","129.70000","122.90000","136.30000",""
"BP_06","PUBLISHED","1976","AFR","ERI","YEARS18-PLUS","MLE","122.3 [113.8-131.0]","122.30000","113.80000","131.00000",""
"BP_06","PUBLISHED","2004","AFR","ERI","YEARS18-PLUS","MLE","124.0 [119.9-128.0]","124.00000","119.90000","128.00000",""
"BP_06","PUBLISHED","2002","EUR","EST","YEARS18-PLUS","MLE","132.0 [129.5-134.4]","132.00000","129.50000","134.40000",""
"BP_06","PUBLISHED","2005","EUR","EST","YEARS18-PLUS","MLE","132.4 [130.3-134.5]","132.40000","130.30000","134.50000",""
"BP_06","PUBLISHED","1999","WPR","COK","YEARS18-PLUS","MLE","132.3 [127.4-137.2]","132.30000","127.40000","137.20000",""
"BP_06","PUBLISHED","1986","AFR","COM","YEARS18-PLUS","MLE","127.5 [121.3-133.8]","127.50000","121.30000","133.80000",""
"BP_06","PUBLISHED","1977","EUR","CYP","YEARS18-PLUS","MLE","128.0 [119.3-136.8]","128.00000","119.30000","136.80000",""
"BP_06","PUBLISHED","1985","EUR","CYP","YEARS18-PLUS","MLE","128.6 [121.5-135.9]","128.60000","121.50000","135.90000",""
"BP_06","PUBLISHED","1982","AMR","CRI","YEARS18-PLUS","MLE","126.5 [120.5-132.7]","126.50000","120.50000","132.70000",""
"BP_06","PUBLISHED","1999","AMR","DOM","YEARS18-PLUS","MLE","126.9 [122.9-130.8]","126.90000","122.90000","130.80000",""
"BP_06","PUBLISHED","1990","AFR","COD","YEARS18-PLUS","MLE","129.6 [124.0-135.2]","129.60000","124.00000","135.20000",""
"BP_06","PUBLISHED","2005","AFR","COD","YEARS18-PLUS","MLE","129.4 [124.2-134.6]","129.40000","124.20000","134.60000",""
"BP_06","PUBLISHED","2001","AMR","ECU","YEARS18-PLUS","MLE","122.5 [117.1-127.8]","122.50000","117.10000","127.80000",""
"BP_06","PUBLISHED","2014","AMR","ECU","YEARS18-PLUS","MLE","124.4 [119.2-129.8]","124.40000","119.20000","129.80000",""
"BP_06","PUBLISHED","1993","EMR","EGY","YEARS18-PLUS","MLE","126.7 [123.1-130.2]","126.70000","123.10000","130.20000",""
"BP_06","PUBLISHED","2008","EMR","EGY","YEARS18-PLUS","MLE","128.2 [125.8-130.6]","128.20000","125.80000","130.60000",""
"BP_06","PUBLISHED","2010","AMR","SLV","YEARS18-PLUS","MLE","124.0 [118.1-129.9]","124.00000","118.10000","129.90000",""
"BP_06","PUBLISHED","1980","EUR","ALB","YEARS18-PLUS","MLE","131.7 [125.0-138.4]","131.70000","125.00000","138.40000",""
"BP_06","PUBLISHED","2004","EUR","ALB","YEARS18-PLUS","MLE","133.3 [128.9-137.7]","133.30000","128.90000","137.70000",""
"BP_06","PUBLISHED","1998","AFR","DZA","YEARS18-PLUS","MLE","127.5 [122.2-132.7]","127.50000","122.20000","132.70000",""
"BP_06","PUBLISHED","1976","EUR","AND","YEARS18-PLUS","MLE","132.7 [123.9-141.7]","132.70000","123.90000","141.70000",""
"BP_06","PUBLISHED","1979","EMR","AFG","YEARS18-PLUS","MLE","121.6 [112.9-130.4]","121.60000","112.90000","130.40000",""
"BP_06","PUBLISHED","1996","EMR","AFG","YEARS18-PLUS","MLE","124.1 [116.8-131.3]","124.10000","116.80000","131.30000",""
"BP_06","PUBLISHED","1985","AFR","AGO","YEARS18-PLUS","MLE","129.2 [121.9-136.9]","129.20000","121.90000","136.90000",""
"BP_06","PUBLISHED","1987","EUR","AUT","YEARS18-PLUS","MLE","132.4 [128.8-136.0]","132.40000","128.80000","136.00000",""
"BP_06","PUBLISHED","1996","EUR","AUT","YEARS18-PLUS","MLE","131.4 [128.0-134.9]","131.40000","128.00000","134.90000",""
"BP_06","PUBLISHED","1977","AMR","ARG","YEARS18-PLUS","MLE","130.8 [123.0-138.3]","130.80000","123.00000","138.30000",""
"BP_06","PUBLISHED","1979","EUR","AZE","YEARS18-PLUS","MLE","129.0 [121.0-136.8]","129.00000","121.00000","136.80000",""
"BP_06","PUBLISHED","1981","AMR","BHS","YEARS18-PLUS","MLE","130.4 [122.6-138.0]","130.40000","122.60000","138.00000",""
"BP_06","PUBLISHED","1989","AMR","BHS","YEARS18-PLUS","MLE","130.1 [123.0-137.1]","130.10000","123.00000","137.10000",""
"BP_06","PUBLISHED","1996","EMR","BHR","YEARS18-PLUS","MLE","127.7 [122.0-133.2]","127.70000","122.00000","133.20000",""
"BP_06","PUBLISHED","2007","EMR","BHR","YEARS18-PLUS","MLE","127.1 [121.3-132.9]","127.10000","121.30000","132.90000",""
"BP_06","PUBLISHED","1998","SEAR","BGD","YEARS18-PLUS","MLE","120.6 [114.4-126.8]","120.60000","114.40000","126.80000",""
"BP_06","PUBLISHED","2009","SEAR","BGD","YEARS18-PLUS","MLE","120.2 [115.9-124.4]","120.20000","115.90000","124.40000",""
"BP_06","PUBLISHED","1986","AMR","BOL","YEARS18-PLUS","MLE","124.3 [117.5-131.1]","124.30000","117.50000","131.10000",""
"BP_06","PUBLISHED","1988","AMR","BOL","YEARS18-PLUS","MLE","124.2 [117.6-130.9]","124.20000","117.60000","130.90000",""
"BP_06","PUBLISHED","1989","EUR","BIH","YEARS18-PLUS","MLE","129.0 [123.4-134.5]","129.00000","123.40000","134.50000",""
"BP_06","PUBLISHED","1980","AFR","BWA","YEARS18-PLUS","MLE","129.8 [122.8-136.9]","129.80000","122.80000","136.90000",""
"BP_06","PUBLISHED","1987","AFR","BWA","YEARS18-PLUS","MLE","130.8 [124.8-136.7]","130.80000","124.80000","136.70000",""
"BP_06","PUBLISHED","1992","EUR","BEL","YEARS18-PLUS","MLE","131.3 [129.0-133.6]","131.30000","129.00000","133.60000",""
"BP_06","PUBLISHED","2000","EUR","BEL","YEARS18-PLUS","MLE","130.3 [127.8-132.8]","130.30000","127.80000","132.80000",""
"BP_06","PUBLISHED","2011","EUR","BEL","YEARS18-PLUS","MLE","129.8 [126.0-133.9]","129.80000","126.00000","133.90000",""
"BP_06","PUBLISHED","1978","AMR","BLZ","YEARS18-PLUS","MLE","126.5 [118.5-134.2]","126.50000","118.50000","134.20000",""
"BP_06","PUBLISHED","2012","AMR","BLZ","YEARS18-PLUS","MLE","125.5 [119.4-131.5]","125.50000","119.40000","131.50000",""
"BP_06","PUBLISHED","2001","AFR","BEN","YEARS18-PLUS","MLE","130.6 [125.9-135.3]","130.60000","125.90000","135.30000",""
"BP_06","PUBLISHED","1979","SEAR","BTN","YEARS18-PLUS","MLE","122.0 [114.3-129.6]","122.00000","114.30000","129.60000",""
"BP_06","PUBLISHED","1983","AMR","ARG","YEARS18-PLUS","MLE","130.0 [124.3-135.2]","130.00000","124.30000","135.20000",""
"BP_06","PUBLISHED","1993","AMR","ARG","YEARS18-PLUS","MLE","128.5 [123.8-133.1]","128.50000","123.80000","133.10000",""
"BP_06","PUBLISHED","2004","WPR","AUS","YEARS18-PLUS","MLE","126.9 [124.7-129.1]","126.90000","124.70000","129.10000",""
"BP_06","PUBLISHED","2001","EUR","ARM","YEARS18-PLUS","MLE","131.4 [126.0-136.4]","131.40000","126.00000","136.40000",""
"BP_06","PUBLISHED","1978","EUR","AUT","YEARS18-PLUS","MLE","133.0 [126.8-138.9]","133.00000","126.80000","138.90000",""
"BP_06","PUBLISHED","2002","EUR","AUT","YEARS18-PLUS","MLE","130.5 [126.9-134.0]","130.50000","126.90000","134.00000",""
"BP_06","PUBLISHED","1993","EUR","BLR","YEARS18-PLUS","MLE","135.3 [129.3-141.3]","135.30000","129.30000","141.30000",""
"BP_06","PUBLISHED","2002","EUR","BLR","YEARS18-PLUS","MLE","134.7 [128.7-140.7]","134.70000","128.70000","140.70000",""
"BP_06","PUBLISHED","1983","EUR","BGR","YEARS18-PLUS","MLE","134.2 [129.2-139.3]","134.20000","129.20000","139.30000",""
"BP_06","PUBLISHED","2000","EUR","BGR","YEARS18-PLUS","MLE","133.6 [128.1-139.1]","133.60000","128.10000","139.10000",""
"BP_06","PUBLISHED","1991","AFR","BFA","YEARS18-PLUS","MLE","129.3 [122.6-135.9]","129.30000","122.60000","135.90000",""
"BP_06","PUBLISHED","2001","AFR","BFA","YEARS18-PLUS","MLE","129.7 [123.7-135.7]","129.70000","123.70000","135.70000",""
"BP_06","PUBLISHED","2003","AFR","BDI","YEARS18-PLUS","MLE","128.2 [121.0-135.5]","128.20000","121.00000","135.50000",""
"BP_06","PUBLISHED","2005","AFR","BWA","YEARS18-PLUS","MLE","132.1 [127.8-136.3]","132.10000","127.80000","136.30000",""
"BP_06","PUBLISHED","2014","AFR","BWA","YEARS18-PLUS","MLE","132.4 [128.0-137.0]","132.40000","128.00000","137.00000",""
"BP_06","PUBLISHED","2007","AMR","BRA","YEARS18-PLUS","MLE","131.8 [129.6-133.9]","131.80000","129.60000","133.90000",""
"BP_06","PUBLISHED","2013","AMR","BRA","YEARS18-PLUS","MLE","133.0 [129.7-136.6]","133.00000","129.70000","136.60000",""
"BP_06","PUBLISHED","2015","WPR","BRN","YEARS18-PLUS","MLE","126.2 [117.2-134.9]","126.20000","117.20000","134.90000",""
"BP_06","PUBLISHED","1985","AMR","COL","YEARS18-PLUS","MLE","126.0 [121.0-130.9]","126.00000","121.00000","130.90000",""
"BP_06","PUBLISHED","2001","AMR","COL","YEARS18-PLUS","MLE","124.7 [121.0-128.3]","124.70000","121.00000","128.30000",""
"BP_06","PUBLISHED","1992","AFR","COM","YEARS18-PLUS","MLE","127.8 [121.6-134.0]","127.80000","121.60000","134.00000",""
"BP_06","PUBLISHED","1999","AFR","COM","YEARS18-PLUS","MLE","128.4 [122.6-134.2]","128.40000","122.60000","134.20000",""
"BP_06","PUBLISHED","1976","AFR","CPV","YEARS18-PLUS","MLE","132.4 [123.5-141.4]","132.40000","123.50000","141.40000",""
"BP_06","PUBLISHED","2003","AFR","CPV","YEARS18-PLUS","MLE","135.9 [131.1-140.9]","135.90000","131.10000","140.90000",""
"BP_06","PUBLISHED","2009","AFR","CPV","YEARS18-PLUS","MLE","135.8 [130.8-140.7]","135.80000","130.80000","140.70000",""
"BP_06","PUBLISHED","1994","WPR","KHM","YEARS18-PLUS","MLE","121.8 [115.5-127.9]","121.80000","115.50000","127.90000",""
"BP_06","PUBLISHED","1977","AFR","CMR","YEARS18-PLUS","MLE","129.1 [121.1-137.1]","129.10000","121.10000","137.10000",""
"BP_06","PUBLISHED","2004","AFR","CMR","YEARS18-PLUS","MLE","130.2 [126.8-133.7]","130.20000","126.80000","133.70000",""
"BP_06","PUBLISHED","2011","AFR","CMR","YEARS18-PLUS","MLE","130.4 [125.4-135.4]","130.40000","125.40000","135.40000",""
"BP_06","PUBLISHED","2013","AMR","CAN","YEARS18-PLUS","MLE","119.2 [113.7-124.3]","119.20000","113.70000","124.30000",""
"BP_06","PUBLISHED","1997","AFR","CAF","YEARS18-PLUS","MLE","130.3 [123.5-136.9]","130.30000","123.50000","136.90000",""
"BP_06","PUBLISHED","1990","AFR","TCD","YEARS18-PLUS","MLE","130.3 [123.9-136.6]","130.30000","123.90000","136.60000",""
"BP_06","PUBLISHED","1999","AFR","TCD","YEARS18-PLUS","MLE","130.9 [125.0-136.8]","130.90000","125.00000","136.80000",""
"BP_06","PUBLISHED","2013","AMR","CHL","YEARS18-PLUS","MLE","128.3 [123.7-133.1]","128.30000","123.70000","133.10000",""
"BP_06","PUBLISHED","1976","WPR","CHN","YEARS18-PLUS","MLE","121.5 [116.5-126.4]","121.50000","116.50000","126.40000",""
"BP_06","PUBLISHED","2000","WPR","CHN","YEARS18-PLUS","MLE","123.4 [122.0-124.8]","123.40000","122.00000","124.80000",""
"BP_06","PUBLISHED","2008","WPR","CHN","YEARS18-PLUS","MLE","124.6 [123.1-126.2]","124.60000","123.10000","126.20000",""
"BP_06","PUBLISHED","2003","AFR","CIV","YEARS18-PLUS","MLE","133.7 [129.7-137.7]","133.70000","129.70000","137.70000",""
"BP_06","PUBLISHED","1980","EUR","HRV","YEARS18-PLUS","MLE","134.1 [128.1-139.8]","134.10000","128.10000","139.80000",""
"BP_06","PUBLISHED","1978","AFR","COG","YEARS18-PLUS","MLE","131.3 [123.1-139.4]","131.30000","123.10000","139.40000",""
"BP_06","PUBLISHED","1993","AFR","COG","YEARS18-PLUS","MLE","131.6 [125.0-138.5]","131.60000","125.00000","138.50000",""
"BP_06","PUBLISHED","1993","WPR","COK","YEARS18-PLUS","MLE","131.9 [126.7-137.3]","131.90000","126.70000","137.30000",""
"BP_06","PUBLISHED","2004","WPR","COK","YEARS18-PLUS","MLE","132.6 [128.0-137.2]","132.60000","128.00000","137.20000",""
"BP_06","PUBLISHED","1985","AMR","CRI","YEARS18-PLUS","MLE","126.7 [121.0-132.4]","126.70000","121.00000","132.40000",""
"BP_06","PUBLISHED","2002","AMR","CRI","YEARS18-PLUS","MLE","126.7 [123.1-130.3]","126.70000","123.10000","130.30000",""
"BP_06","PUBLISHED","1979","AMR","CUB","YEARS18-PLUS","MLE","127.5 [120.4-134.4]","127.50000","120.40000","134.40000",""
"BP_06","PUBLISHED","1989","AMR","CUB","YEARS18-PLUS","MLE","127.2 [121.7-132.7]","127.20000","121.70000","132.70000",""
"BP_06","PUBLISHED","2005","EUR","CYP","YEARS18-PLUS","MLE","128.2 [121.6-134.7]","128.20000","121.60000","134.70000",""
"BP_06","PUBLISHED","2008","EUR","CYP","YEARS18-PLUS","MLE","127.8 [121.2-134.6]","127.80000","121.20000","134.60000",""
"BP_06","PUBLISHED","2005","EUR","CZE","YEARS18-PLUS","MLE","131.2 [128.4-134.0]","131.20000","128.40000","134.00000",""
"BP_06","PUBLISHED","2008","EUR","CZE","YEARS18-PLUS","MLE","131.3 [127.9-134.6]","131.30000","127.90000","134.60000",""
"BP_06","PUBLISHED","1992","EUR","DNK","YEARS18-PLUS","MLE","132.7 [130.1-135.5]","132.70000","130.10000","135.50000",""
"BP_06","PUBLISHED","2006","EUR","DNK","YEARS18-PLUS","MLE","131.0 [128.2-133.8]","131.00000","128.20000","133.80000",""
"BP_06","PUBLISHED","2007","EMR","DJI","YEARS18-PLUS","MLE","130.3 [123.3-137.4]","130.30000","123.30000","137.40000",""
"BP_06","PUBLISHED","1977","AMR","DMA","YEARS18-PLUS","MLE","129.3 [121.2-137.0]","129.30000","121.20000","137.00000",""
"BP_06","PUBLISHED","1989","AMR","SLV","YEARS18-PLUS","MLE","123.9 [117.6-130.1]","123.90000","117.60000","130.10000",""
"BP_06","PUBLISHED","1998","AFR","GNQ","YEARS18-PLUS","MLE","130.6 [123.2-138.1]","130.60000","123.20000","138.10000",""
"BP_06","PUBLISHED","2010","AMR","DOM","YEARS18-PLUS","MLE","127.5 [121.5-133.3]","127.50000","121.50000","133.30000",""
"BP_06","PUBLISHED","1976","AFR","COD","YEARS18-PLUS","MLE","129.1 [121.1-136.9]","129.10000","121.10000","136.90000",""
"BP_06","PUBLISHED","2002","AFR","COD","YEARS18-PLUS","MLE","129.4 [124.1-134.8]","129.40000","124.10000","134.80000",""
"BP_06","PUBLISHED","2012","AFR","COD","YEARS18-PLUS","MLE","129.7 [123.1-136.2]","129.70000","123.10000","136.20000",""
"BP_06","PUBLISHED","1977","EMR","EGY","YEARS18-PLUS","MLE","127.4 [119.5-134.8]","127.40000","119.50000","134.80000",""
