"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDMONITORING","Display Value","Numeric","Low","High","Comments"
"RSUD_850","PUBLISHED","2014","AMR","COL","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","COM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","COM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","CRI","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","CRI","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","CUB","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","CUB","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","CYP","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","CZE","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","CZE","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","DEU","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","DEU","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","DJI","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","DJI","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","DNK","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","DNK","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","DOM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","DOM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","DZA","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","DZA","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ESP","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ESP","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","EST","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ETH","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ETH","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","FIN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","FIN","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","FRA","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","FRA","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","GBR","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","GBR","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","GEO","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","GEO","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GHA","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","GHA","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","GRC","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","GRD","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","GRD","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","GTM","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","GTM","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","GUY","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","GUY","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","HND","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","HND","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","HRV","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","HRV","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","HTI","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","HTI","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","HUN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","HUN","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","IDN","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","IDN","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","IRL","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","IRL","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","IRN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","IRN","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","IRQ","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","IRQ","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ISL","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ISR","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ISR","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ITA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ITA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","JAM","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","JAM","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","JPN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","JPN","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","KAZ","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","KAZ","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","KGZ","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","KHM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","KHM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","KIR","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","KIR","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","KOR","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","KOR","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","KWT","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","KWT","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","LAO","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","LAO","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","LBN","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","LBN","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","LBY","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","LBY","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","LCA","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","LCA","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","LKA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","LKA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","LTU","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","LTU","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","LVA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","LVA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","MAR","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","MAR","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MDA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MDA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MDG","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MDG","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","MEX","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MKD","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MKD","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MLI","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MLI","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MLT","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","MLT","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","MNG","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MOZ","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MOZ","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MRT","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MRT","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","MUS","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","MYS","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","MYS","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","NAM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","NAM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","NER","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","NER","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","NGA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","NGA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","NLD","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","NLD","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","NOR","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","NOR","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","NPL","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","NPL","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","NZL","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","PAK","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","PAK","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","PAN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","PER","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","PER","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","PHL","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","PHL","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","PNG","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","PNG","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","PRT","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","PRY","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","PRY","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","QAT","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","QAT","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","RUS","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","RWA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SAU","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SAU","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SDN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SDN","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SEN","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SEN","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","SGP","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","SGP","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SLE","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SLE","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AMR","SLV","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","SLV","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SOM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SOM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SRB","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SRB","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SVK","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SVN","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SVN","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","SWE","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SWZ","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SWZ","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SYC","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","SYC","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SYR","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","SYR","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","TCD","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","TCD","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","TGO","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","TGO","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EUR","TJK","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","TTO","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EMR","TUN","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","TUN","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","TZA","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","TZA","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","UGA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","UGA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","UKR","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","UKR","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","URY","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","USA","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AMR","USA","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","EUR","UZB","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","WPR","VNM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","VNM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","VUT","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","WPR","VUT","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","YEM","FORENSIC_EXAMS","No","","","",""
"RSUD_850","PUBLISHED","2014","EMR","YEM","TOXICOLOGY_UNITS","No","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ZAF","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ZAF","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ZMB","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ZWE","FORENSIC_EXAMS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","ZWE","TOXICOLOGY_UNITS","Yes","","","",""
"RSUD_850","PUBLISHED","2014","AFR","AGO","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","AGO","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","ARE","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","ARE","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","ARG","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","ARG","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ARM","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","ARM","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","ATG","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","ATG","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","AUS","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","AZE","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","BDI","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","BDI","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","BEN","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","BEN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","BGD","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","BGR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","BGR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","BHR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","BHR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","BHS","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","BHS","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","BOL","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","BOL","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","BRA","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","SEAR","BTN","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","BWA","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","BWA","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","CHE","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","CIV","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","CIV","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","CMR","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","CMR","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","COK","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","WPR","COK","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","CPV","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AFR","CPV","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EUR","CYP","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","DMA","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","DMA","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","ECU","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","AMR","ECU","TOXICOLOGY_UNITS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","EGY","FORENSIC_EXAMS","No data","","","",""
"RSUD_850","PUBLISHED","2014","EMR","EGY","TOXICOLOGY_UNITS","No data","","","",""
