"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PROGRAMME","Display Value","Numeric","Low","High","Comments"
"RSUD_79","PUBLISHED","2008","EMR","BHR","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","BHR","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","BHR","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","BHR","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","BHR","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","BHR","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BGD","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BGD","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BGD","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BGD","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BGD","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","OUTREACH_SERVICES","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BLR","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","BLEACH_DISTRUBTN_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","NEEDLE_EXCH_PRGRMS_PRISONS","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","OUTREACH_SERVICES","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BEL","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","BLEACH_DISTRBTN_PRISONS","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","BLZ","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BEN","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","SEAR","BTN","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BWA","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","BRN","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","OUTREACH_SERVICES","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","BLEACH_DISTRUBTN_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","BGR","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BFA","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","BDI","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CMR","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","OUTREACH_SERVICES","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","BLEACH_DISTRUBTN_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","BLEACH_DISTRBTN_PRISONS","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","NALOXONE_DISTRIBUTION","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","SUPERVSD_INJECTION_FACILITIES","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CAN","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CPV","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","CAF","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","TCD","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CHL","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","WPR","CHN","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","AMR","COL","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","COL","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","COL","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","COL","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","COL","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COM","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COG","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","CRI","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","HRV","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","CYP","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AFR","COD","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","OUTREACH_SERVICES","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","NALOXONE_DISTRIBUTION","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","BLEACH_DISTRUBTN_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","NEEDLE_EXCH_PRGRMS_COMMUNITY","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","BLEACH_DISTRBTN_PRISONS","yes","","","",""
"RSUD_79","PUBLISHED","2008","EUR","DNK","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","DOM","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","BLEACH_DISTRUBTN_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","NALOXONE_DISTRIBUTION","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","OUTREACH_SERVICES","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","BLEACH_DISTRBTN_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","NEEDLE_EXCH_PRGRMS_COMMUNITY","no","","","",""
"RSUD_79","PUBLISHED","2008","EMR","EGY","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","SLV","NEEDLE_EXCH_PRGRMS_PRISONS","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","SLV","SUPERVSD_INJECTION_FACILITIES","no","","","",""
"RSUD_79","PUBLISHED","2008","AMR","SLV","OUTREACH_SERVICES","no","","","",""
