"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PROGRAMME","Display Value","Numeric","Low","High","Comments"
"RSUD_630","PUBLISHED","2014","WPR","AUS","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","AUS","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","AUS","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","AUS","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","AUS","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AUT","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AUT","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AUT","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AUT","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AUT","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AZE","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AZE","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AZE","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AZE","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","AZE","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BDI","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BDI","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BEL","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BEL","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BEN","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BEN","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BEN","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BEN","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BEN","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BFA","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BFA","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BFA","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BFA","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BFA","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","SEAR","BGD","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","SEAR","BGD","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","SEAR","BGD","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EMR","BHR","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","EMR","BHR","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","EMR","BHR","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","EMR","BHR","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EMR","BHR","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BIH","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BIH","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BIH","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BIH","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BIH","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BLR","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BLR","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BLR","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BLR","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","BLR","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BLZ","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BLZ","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BLZ","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BLZ","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BLZ","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRA","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRA","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRA","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRA","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRA","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRB","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRB","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRB","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","BRB","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","BRN","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","BRN","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","BRN","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","BRN","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","BRN","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BWA","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BWA","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BWA","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","BWA","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","CAF","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CAN","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CAN","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CAN","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CAN","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CHE","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CHE","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CHE","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CHE","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CHE","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CHL","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CHL","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CHL","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CHL","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CHL","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","CHN","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","CHN","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","CHN","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","CHN","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","CIV","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","CIV","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","CIV","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","CIV","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","CIV","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COD","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COD","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COD","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COD","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COD","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COG","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COG","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COG","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COG","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COG","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","COL","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","COL","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","COL","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","COL","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","COL","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","COM","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CRI","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CRI","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CRI","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CRI","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CRI","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CUB","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","CUB","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CYP","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CYP","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CYP","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CYP","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CZE","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CZE","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CZE","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CZE","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","CZE","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DEU","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DEU","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DEU","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DEU","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DEU","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EMR","DJI","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DNK","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DNK","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DNK","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DNK","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","DNK","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","DOM","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","DOM","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","DOM","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","DOM","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","DOM","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","DZA","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","DZA","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","DZA","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","ECU","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","ECU","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","ECU","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","ECU","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","ECU","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EMR","EGY","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EMR","EGY","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EMR","EGY","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EMR","EGY","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","ESP","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","ESP","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","ESP","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","ESP","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","ESP","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","EST","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","EST","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","EST","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","EST","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","EST","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AFR","ETH","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","ETH","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","ETH","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","ETH","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","ETH","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FIN","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FIN","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FIN","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FIN","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FIN","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","FJI","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FRA","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FRA","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FRA","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","FRA","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","WPR","FSM","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","FSM","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","FSM","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","WPR","FSM","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GBR","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GBR","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GBR","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GBR","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GBR","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GEO","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GEO","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GEO","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GEO","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GEO","CONDOM_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","GHA","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","GHA","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","GHA","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","GHA","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AFR","GHA","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GRC","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GRC","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GRC","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GRC","NALOXONE_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","GRC","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GRD","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GRD","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GRD","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GRD","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GRD","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GTM","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GTM","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GTM","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GTM","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GTM","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GUY","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GUY","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GUY","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","GUY","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HND","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HND","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HND","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HND","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HND","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","HRV","NEEDLESYRINGE_EXCH_PRGRMS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","HRV","OUTREACH_SERVICES_INJECTINGDRUGUSERS","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","HRV","DROP_IN_SERVICES","Yes","","","",""
"RSUD_630","PUBLISHED","2014","EUR","HRV","CONDOM_DISTRIBUTION","Yes","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HTI","NEEDLESYRINGE_EXCH_PRGRMS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HTI","OUTREACH_SERVICES_INJECTINGDRUGUSERS","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HTI","DROP_IN_SERVICES","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HTI","NALOXONE_DISTRIBUTION","No","","","",""
"RSUD_630","PUBLISHED","2014","AMR","HTI","CONDOM_DISTRIBUTION","Yes","","","",""
