"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SUNBED_INFO","Display Value","Numeric","Low","High","Comments"
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ESP","HEALTHCLAIM","Yes","","","","The staff of tanning salons intended for the application of UV appliances to the public must have the necessary training and exercise as well as monitor the proper application."
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ESP","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","FIN","CONSENTFORM","No","","","","STUK's solarium poster (or similar data) must be on the wall near the sunbed. In addition there must be technical guides on how to use the device in the sunbed room."
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","FIN","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","FIN","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","FRA","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","FRA","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","FRA","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","IRL","CONSENTFORM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","IRL","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","IRL","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ISL","CONSENTFORM","No","","","","Warning labels on the dangers of UV exposure are required both on each sunbed and in the reception of the sunbed facility."
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ISL","HEALTHCLAIM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ISL","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ISR","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ISR","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ISR","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ITA","CONSENTFORM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ITA","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","ITA","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","LVA","CONSENTFORM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","LVA","HEALTHCLAIM","Yes","","","","The service providers (persona) must have certificate confirming attendance of special training course "
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","LVA","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","NLD","CONSENTFORM","No","","","","The dutch Commodities Act requieres a sunbed operator to inform customers of youg age or with sensible skin types of the risks of using sunbeds. "
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","NLD","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","NLD","WARNING","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","NOR","HEALTHCLAIM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","NOR","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SVK","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SVK","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SVK","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SVN","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SVN","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SVN","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SWE","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SWE","HEALTHCLAIM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","SWE","WARNING","Yes","","","","There has to be a schedule for how long each session should be for each skin type for each sunbed. "
"SUNBEDREG_INFO","PUBLISHED","2017","AMR","USA","CONSENTFORM","No","","","","At the National level, the Food and Drug Administration requires labeling on the sunbed itself."
"SUNBEDREG_INFO","PUBLISHED","2017","AMR","USA","HEALTHCLAIM","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","AMR","USA","WARNING","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","AFR","ZAF","CONSENTFORM","No","","","","The sunbed should be marked as either UV type 1, UV type 2, or UV type 3.  The internationallly recognised warning sign for electro-optical radiation should be attached to the sunbed  The manufacturer�s recommendations concerning exposure duration, exposure intervals and distances from the lamp(s) should be available at the sunbed and should be followed"
"SUNBEDREG_INFO","PUBLISHED","2017","AFR","ZAF","HEALTHCLAIM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","AFR","ZAF","WARNING","Yes","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","EUR","NOR","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","WPR","NZL","CONSENTFORM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","WPR","NZL","HEALTHCLAIM","No","","","",""
"SUNBEDREG_INFO","PUBLISHED","2017","WPR","NZL","WARNING","No","","","",""
