"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","GROUP","Display Value","Numeric","Low","High","Comments"
"RSUD_570","PUBLISHED","2014","AFR","BEN","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BEN","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BEN","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BEN","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BFA","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BFA","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BFA","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BFA","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BFA","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BFA","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","TRADITIONAL_HEALERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","SEAR","BGD","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EMR","BHR","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EMR","BHR","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EMR","BHR","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EMR","BHR","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EMR","BHR","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EMR","BHR","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BIH","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","LABOUR_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","BLR","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BLZ","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BOL","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BOL","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BOL","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BOL","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","LABOUR_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRA","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","LABOUR_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","BRB","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","BRN","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","BWA","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CAF","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CAF","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CAF","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CAF","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CAF","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CAF","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","TRADITIONAL_HEALERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","LABOUR_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CAN","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CHE","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CHE","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CHE","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CHE","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CHE","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CHL","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","WPR","CHN","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","TRADITIONAL_HEALERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","CIV","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COD","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COD","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COD","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COD","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COD","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COG","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COG","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","LABOUR_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","COL","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COM","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COM","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COM","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AFR","COM","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CRI","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","RELIGIOUS_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","LABOUR_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","ALCOHOL_BEVERAGE_INDUSTRY","Yes","","","",""
"RSUD_570","PUBLISHED","2014","AMR","CUB","PATIENT_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","COMMUNITY_GROUPS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CYP","INTERNATIONAL_ORGANIZATIONS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CZE","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CZE","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CZE","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","CZE","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","DEU","NGOS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","DEU","SCHOOLS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","DEU","SOCIAL_WORKERS_GRP","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","DEU","EMPLOYERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","DEU","HEALTH_CARE_WORKERS","Yes","","","",""
"RSUD_570","PUBLISHED","2014","EUR","DEU","LAW_ENFORCEMENT_AGENCIES","Yes","","","",""
