"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","GHECAUSES","Display Value","Numeric","Low","High","Comments"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","ALB","MLE","GHE118","534","534.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","ALB","BTSX","GHE118","824","824.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","ALB","FMLE","GHE080","66","66.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","ALB","MLE","GHE080","75","75.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","EUR","","ALB","BTSX","GHE080","160","160.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","EUR","","ALB","FMLE","GHE061","2060","2060.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","EUR","","ALB","MLE","GHE061","2640","2640.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","EUR","","ALB","BTSX","GHE061","4700","4700.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","EUR","","ALB","FMLE","GHE110","5977","5977.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","EUR","","ALB","MLE","GHE110","7951","7951.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","EUR","","ALB","BTSX","GHE110","14897","14897.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","EUR","","ALB","FMLE","GHE118","317","317.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","EUR","","ALB","MLE","GHE118","563","563.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","ALB","FMLE","GHE080","79","79.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","ALB","MLE","GHE080","89","89.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","ALB","BTSX","GHE080","168","168.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","DZA","FMLE","GHE061","7269","7269.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","DZA","BTSX","GHE061","17850","17850.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","DZA","FMLE","GHE110","27384","27384.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","DZA","MLE","GHE110","27021","27021.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","DZA","BTSX","GHE110","54405","54405.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","DZA","FMLE","GHE118","2178","2178.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","DZA","MLE","GHE118","2970","2970.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","DZA","BTSX","GHE118","5149","5149.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","DZA","FMLE","GHE080","3498","3498.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","DZA","BTSX","GHE080","8113","8113.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","DZA","FMLE","GHE061","12547","12547.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","DZA","MLE","GHE061","12619","12619.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","DZA","BTSX","GHE061","25166","25166.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","AGO","MLE","GHE110","8805","8805.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","AGO","BTSX","GHE110","19888","19888.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","AGO","FMLE","GHE118","2030","2030.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AFR","","AGO","MLE","GHE118","1580","1580.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","AGO","BTSX","GHE118","3605","3605.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","AGO","FMLE","GHE080","728","728.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","AGO","MLE","GHE080","978","978.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AFR","","AGO","BTSX","GHE080","1706","1706.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AFR","","AGO","FMLE","GHE061","3914","3914.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","AGO","MLE","GHE061","3808","3808.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","AGO","BTSX","GHE061","8209","8209.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","AGO","FMLE","GHE110","12257","12257.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AFR","","AGO","MLE","GHE110","9843","9843.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","AGO","FMLE","GHE118","2045","2045.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","AGO","MLE","GHE118","1558","1558.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","AGO","BTSX","GHE118","3602","3602.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AFR","","AGO","FMLE","GHE080","1017","1017.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","ATG","BTSX","GHE080","54","54.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","ATG","FMLE","GHE061","46","46.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","ATG","MLE","GHE061","54","54.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","AMR","","ATG","BTSX","GHE061","100","100.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ATG","FMLE","GHE110","96","96.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ATG","MLE","GHE110","88","88.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ATG","BTSX","GHE110","184","184.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ATG","FMLE","GHE118","11","11.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ATG","BTSX","GHE118","26","26.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ATG","FMLE","GHE080","25","25.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ATG","MLE","GHE080","23","23.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ATG","BTSX","GHE080","48","48.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","AZE","MLE","GHE061","3834","3834.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","AZE","BTSX","GHE061","6836","6836.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","AZE","FMLE","GHE110","14863","14863.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","EUR","","AZE","MLE","GHE110","13333","13333.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","EUR","","AZE","BTSX","GHE110","31250","31250.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","EUR","","AZE","FMLE","GHE118","908","908.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","EUR","","AZE","MLE","GHE118","1030","1030.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","EUR","","AZE","BTSX","GHE118","1938","1938.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","EUR","","AZE","FMLE","GHE080","803","803.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","EUR","","AZE","MLE","GHE080","557","557.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","EUR","","AZE","BTSX","GHE080","1347","1347.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","EUR","","AZE","FMLE","GHE061","4168","4168.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","EUR","","AZE","MLE","GHE061","5767","5767.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","AZE","FMLE","GHE110","15823","15823.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","AZE","MLE","GHE110","16567","16567.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","AZE","BTSX","GHE110","32390","32390.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","EUR","","AZE","FMLE","GHE118","920","920.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","ARG","BTSX","GHE118","30828","30828.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","ARG","FMLE","GHE080","4838","4838.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","ARG","MLE","GHE080","4987","4987.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","AMR","","ARG","BTSX","GHE080","9825","9825.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ARG","FMLE","GHE061","29955","29955.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ARG","MLE","GHE061","33931","33931.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ARG","BTSX","GHE061","63885","63885.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","AMR","","ARG","FMLE","GHE110","50236","50236.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ARG","BTSX","GHE110","92416","92416.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ARG","FMLE","GHE118","17375","17375.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ARG","MLE","GHE118","16553","16553.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2015","AMR","","ARG","BTSX","GHE118","33929","33929.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","ARG","MLE","GHE080","4837","4837.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","AMR","","ARG","BTSX","GHE080","9233","9233.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","WPR","","AUS","FMLE","GHE061","15612","15612.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2000","WPR","","AUS","MLE","GHE061","20400","20400.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","AUS","BTSX","GHE061","38949","38949.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","AUS","FMLE","GHE110","24538","24538.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","AUS","MLE","GHE110","22297","22297.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","AUS","BTSX","GHE110","46836","46836.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2005","WPR","","AUS","FMLE","GHE118","4168","4168.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","AUS","MLE","GHE118","5490","5490.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","AUS","BTSX","GHE118","10218","10218.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","AUS","FMLE","GHE080","1966","1966.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2010","WPR","","AUS","MLE","GHE080","1997","1997.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"SDG_SH_DTH_RNCOM","PUBLISHED","2016","WPR","","AUS","FMLE","GHE061","20146","20146.00000","","","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
