"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"CM_02","PUBLISHED","1982","EMR","","","AFG","BTSX","94845","94845.00000","85999.00000","106801.00000",""
"CM_02","PUBLISHED","1983","EMR","","","AFG","BTSX","90824","90824.00000","82509.00000","101888.00000",""
"CM_02","PUBLISHED","1984","EMR","","","AFG","BTSX","86905","86905.00000","79157.00000","97032.00000",""
"CM_02","PUBLISHED","1985","EMR","","","AFG","BTSX","83260","83260.00000","76064.00000","92590.00000",""
"CM_02","PUBLISHED","1986","EMR","","","AFG","BTSX","80192","80192.00000","73387.00000","88550.00000",""
"CM_02","PUBLISHED","1987","EMR","","","AFG","BTSX","77818","77818.00000","71404.00000","85542.00000",""
"CM_02","PUBLISHED","1988","EMR","","","AFG","BTSX","76242","76242.00000","70241.00000","83434.00000",""
"CM_02","PUBLISHED","1989","EMR","","","AFG","BTSX","75505","75505.00000","69701.00000","82286.00000",""
"CM_02","PUBLISHED","1990","EMR","","","AFG","BTSX","75591","75591.00000","69961.00000","82006.00000",""
"CM_02","PUBLISHED","1991","EMR","","","AFG","BTSX","76527","76527.00000","71041.00000","82547.00000",""
"CM_02","PUBLISHED","1992","EMR","","","AFG","BTSX","78068","78068.00000","72563.00000","83899.00000",""
"CM_02","PUBLISHED","1993","EMR","","","AFG","BTSX","79961","79961.00000","74442.00000","85800.00000",""
"CM_02","PUBLISHED","1994","EMR","","","AFG","BTSX","82028","82028.00000","76395.00000","87933.00000",""
"CM_02","PUBLISHED","1995","EMR","","","AFG","BTSX","84102","84102.00000","78330.00000","90097.00000",""
"CM_02","PUBLISHED","1996","EMR","","","AFG","BTSX","85980","85980.00000","80170.00000","92001.00000",""
"CM_02","PUBLISHED","1997","EMR","","","AFG","BTSX","87552","87552.00000","81741.00000","93660.00000",""
"CM_02","PUBLISHED","1998","EMR","","","AFG","BTSX","88705","88705.00000","82969.00000","94995.00000",""
"CM_02","PUBLISHED","1999","EMR","","","AFG","BTSX","89438","89438.00000","83705.00000","95835.00000",""
"CM_02","PUBLISHED","2000","EMR","","","AFG","BTSX","89703","89703.00000","84039.00000","96037.00000",""
"CM_02","PUBLISHED","2001","EMR","","","AFG","BTSX","89479","89479.00000","83903.00000","95805.00000",""
"CM_02","PUBLISHED","2002","EMR","","","AFG","BTSX","88842","88842.00000","83285.00000","95232.00000",""
"CM_02","PUBLISHED","2003","EMR","","","AFG","BTSX","87916","87916.00000","82424.00000","94231.00000",""
"CM_02","PUBLISHED","2004","EMR","","","AFG","BTSX","86723","86723.00000","81370.00000","92909.00000",""
"CM_02","PUBLISHED","2005","EMR","","","AFG","BTSX","85285","85285.00000","79987.00000","91270.00000",""
"CM_02","PUBLISHED","2006","EMR","","","AFG","BTSX","83559","83559.00000","78329.00000","89469.00000",""
"CM_02","PUBLISHED","2007","EMR","","","AFG","BTSX","81572","81572.00000","76415.00000","87333.00000",""
"CM_02","PUBLISHED","2008","EMR","","","AFG","BTSX","79334","79334.00000","74246.00000","85185.00000",""
"CM_02","PUBLISHED","2009","EMR","","","AFG","BTSX","76979","76979.00000","71707.00000","82862.00000",""
"CM_02","PUBLISHED","2010","EMR","","","AFG","BTSX","74524","74524.00000","69128.00000","80461.00000",""
"CM_02","PUBLISHED","2011","EMR","","","AFG","BTSX","71996","71996.00000","66447.00000","78179.00000",""
"CM_02","PUBLISHED","2012","EMR","","","AFG","BTSX","69517","69517.00000","63595.00000","75974.00000",""
"CM_02","PUBLISHED","2013","EMR","","","AFG","BTSX","67069","67069.00000","60893.00000","73909.00000",""
"CM_02","PUBLISHED","2014","EMR","","","AFG","BTSX","64829","64829.00000","58042.00000","72074.00000",""
"CM_02","PUBLISHED","2015","EMR","","","AFG","BTSX","62701","62701.00000","55263.00000","70431.00000",""
"CM_02","PUBLISHED","2016","EMR","","","AFG","BTSX","60766","60766.00000","52577.00000","69053.00000",""
"CM_02","PUBLISHED","2017","EMR","","","AFG","BTSX","59005","59005.00000","50102.00000","67988.00000",""
"CM_02","PUBLISHED","2018","EMR","","","AFG","BTSX","57394","57394.00000","47776.00000","67195.00000",""
"CM_02","PUBLISHED","2019","EMR","","","AFG","BTSX","55797","55797.00000","45301.00000","66872.00000",""
"CM_02","PUBLISHED","1963","EMR","","","AFG","FMLE","49252","49252.00000","42837.00000","57166.00000",""
"CM_02","PUBLISHED","1964","EMR","","","AFG","FMLE","49519","49519.00000","43254.00000","57093.00000",""
"CM_02","PUBLISHED","1965","EMR","","","AFG","FMLE","49844","49844.00000","43659.00000","57265.00000",""
"CM_02","PUBLISHED","1966","EMR","","","AFG","FMLE","50138","50138.00000","43985.00000","57414.00000",""
"CM_02","PUBLISHED","1967","EMR","","","AFG","FMLE","50485","50485.00000","44286.00000","57722.00000",""
"CM_02","PUBLISHED","1968","EMR","","","AFG","FMLE","50806","50806.00000","44655.00000","58071.00000",""
"CM_02","PUBLISHED","1969","EMR","","","AFG","FMLE","51088","51088.00000","45001.00000","58472.00000",""
"CM_02","PUBLISHED","1970","EMR","","","AFG","FMLE","51332","51332.00000","45202.00000","58867.00000",""
"CM_02","PUBLISHED","1971","EMR","","","AFG","FMLE","51578","51578.00000","45408.00000","59159.00000",""
"CM_02","PUBLISHED","1972","EMR","","","AFG","FMLE","51818","51818.00000","45653.00000","59459.00000",""
"CM_02","PUBLISHED","1973","EMR","","","AFG","FMLE","51936","51936.00000","45816.00000","59584.00000",""
"CM_02","PUBLISHED","1974","EMR","","","AFG","FMLE","51942","51942.00000","45928.00000","59594.00000",""
"CM_02","PUBLISHED","1975","EMR","","","AFG","FMLE","51768","51768.00000","45789.00000","59244.00000",""
"CM_02","PUBLISHED","1976","EMR","","","AFG","FMLE","51429","51429.00000","45564.00000","58713.00000",""
"CM_02","PUBLISHED","1977","EMR","","","AFG","FMLE","50772","50772.00000","45068.00000","57835.00000",""
"CM_02","PUBLISHED","1978","EMR","","","AFG","FMLE","49851","49851.00000","44325.00000","56671.00000",""
"CM_02","PUBLISHED","1979","EMR","","","AFG","FMLE","48723","48723.00000","43414.00000","55275.00000",""
"CM_02","PUBLISHED","1980","EMR","","","AFG","FMLE","47329","47329.00000","42311.00000","53635.00000",""
"CM_02","PUBLISHED","1981","EMR","","","AFG","FMLE","45691","45691.00000","40946.00000","51691.00000",""
"CM_02","PUBLISHED","1982","EMR","","","AFG","FMLE","43827","43827.00000","39466.00000","49642.00000",""
"CM_02","PUBLISHED","1983","EMR","","","AFG","FMLE","41956","41956.00000","37914.00000","47361.00000",""
"CM_02","PUBLISHED","1984","EMR","","","AFG","FMLE","40147","40147.00000","36380.00000","45159.00000",""
"CM_02","PUBLISHED","1985","EMR","","","AFG","FMLE","38458","38458.00000","34924.00000","42974.00000",""
"CM_02","PUBLISHED","1986","EMR","","","AFG","FMLE","37023","37023.00000","33720.00000","41139.00000",""
"CM_02","PUBLISHED","1987","EMR","","","AFG","FMLE","35941","35941.00000","32790.00000","39738.00000",""
"CM_02","PUBLISHED","1988","EMR","","","AFG","FMLE","35215","35215.00000","32218.00000","38720.00000",""
"CM_02","PUBLISHED","1989","EMR","","","AFG","FMLE","34839","34839.00000","31972.00000","38170.00000",""
"CM_02","PUBLISHED","1990","EMR","","","AFG","FMLE","34855","34855.00000","32131.00000","37983.00000",""
"CM_02","PUBLISHED","1991","EMR","","","AFG","FMLE","35259","35259.00000","32577.00000","38270.00000",""
"CM_02","PUBLISHED","1992","EMR","","","AFG","FMLE","35941","35941.00000","33258.00000","38875.00000",""
"CM_02","PUBLISHED","1993","EMR","","","AFG","FMLE","36751","36751.00000","34093.00000","39655.00000",""
"CM_02","PUBLISHED","1994","EMR","","","AFG","FMLE","37666","37666.00000","34969.00000","40593.00000",""
"CM_02","PUBLISHED","1995","EMR","","","AFG","FMLE","38597","38597.00000","35828.00000","41511.00000",""
"CM_02","PUBLISHED","1996","EMR","","","AFG","FMLE","39374","39374.00000","36592.00000","42240.00000",""
"CM_02","PUBLISHED","1997","EMR","","","AFG","FMLE","40041","40041.00000","37257.00000","42980.00000",""
"CM_02","PUBLISHED","1998","EMR","","","AFG","FMLE","40545","40545.00000","37805.00000","43538.00000",""
"CM_02","PUBLISHED","1999","EMR","","","AFG","FMLE","40871","40871.00000","38113.00000","43872.00000",""
"CM_02","PUBLISHED","2000","EMR","","","AFG","FMLE","40977","40977.00000","38253.00000","44018.00000",""
"CM_02","PUBLISHED","2001","EMR","","","AFG","FMLE","40889","40889.00000","38195.00000","43908.00000",""
"CM_02","PUBLISHED","2002","EMR","","","AFG","FMLE","40606","40606.00000","37966.00000","43688.00000",""
"CM_02","PUBLISHED","2003","EMR","","","AFG","FMLE","40147","40147.00000","37557.00000","43180.00000",""
"CM_02","PUBLISHED","2004","EMR","","","AFG","FMLE","39579","39579.00000","37020.00000","42517.00000",""
"CM_02","PUBLISHED","2005","EMR","","","AFG","FMLE","38913","38913.00000","36376.00000","41760.00000",""
"CM_02","PUBLISHED","2006","EMR","","","AFG","FMLE","38073","38073.00000","35577.00000","40936.00000",""
"CM_02","PUBLISHED","2007","EMR","","","AFG","FMLE","37152","37152.00000","34708.00000","39961.00000",""
"CM_02","PUBLISHED","2008","EMR","","","AFG","FMLE","36108","36108.00000","33653.00000","38933.00000",""
"CM_02","PUBLISHED","2009","EMR","","","AFG","FMLE","35027","35027.00000","32537.00000","37871.00000",""
"CM_02","PUBLISHED","2010","EMR","","","AFG","FMLE","33902","33902.00000","31360.00000","36771.00000",""
"CM_02","PUBLISHED","2011","EMR","","","AFG","FMLE","32720","32720.00000","30080.00000","35715.00000",""
"CM_02","PUBLISHED","2012","EMR","","","AFG","FMLE","31567","31567.00000","28780.00000","34672.00000",""
"CM_02","PUBLISHED","2013","EMR","","","AFG","FMLE","30409","30409.00000","27464.00000","33668.00000",""
"CM_02","PUBLISHED","2014","EMR","","","AFG","FMLE","29370","29370.00000","26194.00000","32790.00000",""
"CM_02","PUBLISHED","1982","EMR","","","AFG","MLE","51018","51018.00000","46116.00000","57559.00000",""
"CM_02","PUBLISHED","1983","EMR","","","AFG","MLE","48868","48868.00000","44274.00000","54930.00000",""
"CM_02","PUBLISHED","1984","EMR","","","AFG","MLE","46758","46758.00000","42445.00000","52367.00000",""
"CM_02","PUBLISHED","1985","EMR","","","AFG","MLE","44802","44802.00000","40754.00000","49912.00000",""
"CM_02","PUBLISHED","1986","EMR","","","AFG","MLE","43169","43169.00000","39368.00000","47802.00000",""
"CM_02","PUBLISHED","1987","EMR","","","AFG","MLE","41877","41877.00000","38327.00000","46166.00000",""
"CM_02","PUBLISHED","1988","EMR","","","AFG","MLE","41027","41027.00000","37696.00000","45013.00000",""
"CM_02","PUBLISHED","1989","EMR","","","AFG","MLE","40666","40666.00000","37464.00000","44370.00000",""
"CM_02","PUBLISHED","1990","EMR","","","AFG","MLE","40736","40736.00000","37618.00000","44300.00000",""
"CM_02","PUBLISHED","1991","EMR","","","AFG","MLE","41268","41268.00000","38197.00000","44634.00000",""
"CM_02","PUBLISHED","1992","EMR","","","AFG","MLE","42127","42127.00000","39025.00000","45416.00000",""
"CM_02","PUBLISHED","1993","EMR","","","AFG","MLE","43210","43210.00000","40070.00000","46480.00000",""
"CM_02","PUBLISHED","1994","EMR","","","AFG","MLE","44362","44362.00000","41207.00000","47663.00000",""
"CM_02","PUBLISHED","1995","EMR","","","AFG","MLE","45505","45505.00000","42339.00000","48876.00000",""
"CM_02","PUBLISHED","1996","EMR","","","AFG","MLE","46606","46606.00000","43389.00000","50045.00000",""
"CM_02","PUBLISHED","1997","EMR","","","AFG","MLE","47511","47511.00000","44248.00000","50957.00000",""
"CM_02","PUBLISHED","1998","EMR","","","AFG","MLE","48160","48160.00000","44908.00000","51657.00000",""
"CM_02","PUBLISHED","1999","EMR","","","AFG","MLE","48567","48567.00000","45342.00000","52115.00000",""
"CM_02","PUBLISHED","2000","EMR","","","AFG","MLE","48726","48726.00000","45512.00000","52334.00000",""
"CM_02","PUBLISHED","2001","EMR","","","AFG","MLE","48590","48590.00000","45426.00000","52221.00000",""
"CM_02","PUBLISHED","1981","EMR","","","AFG","MLE","53093","53093.00000","47879.00000","59979.00000",""
"CM_02","PUBLISHED","1980","EMR","","","AFG","MLE","55006","55006.00000","49420.00000","62351.00000",""
"CM_02","PUBLISHED","1979","EMR","","","AFG","MLE","56664","56664.00000","50766.00000","64251.00000",""
"CM_02","PUBLISHED","1978","EMR","","","AFG","MLE","58056","58056.00000","51893.00000","65927.00000",""
"CM_02","PUBLISHED","1977","EMR","","","AFG","MLE","59091","59091.00000","52674.00000","67167.00000",""
"CM_02","PUBLISHED","1976","EMR","","","AFG","MLE","59864","59864.00000","53248.00000","68165.00000",""
"CM_02","PUBLISHED","1975","EMR","","","AFG","MLE","60345","60345.00000","53572.00000","68810.00000",""
"CM_02","PUBLISHED","1974","EMR","","","AFG","MLE","60506","60506.00000","53720.00000","69165.00000",""
"CM_02","PUBLISHED","1973","EMR","","","AFG","MLE","60532","60532.00000","53618.00000","69237.00000",""
"CM_02","PUBLISHED","1972","EMR","","","AFG","MLE","60422","60422.00000","53387.00000","69117.00000",""
"CM_02","PUBLISHED","1971","EMR","","","AFG","MLE","60161","60161.00000","53156.00000","68787.00000",""
"CM_02","PUBLISHED","1970","EMR","","","AFG","MLE","59882","59882.00000","52866.00000","68411.00000",""
"CM_02","PUBLISHED","1969","EMR","","","AFG","MLE","59525","59525.00000","52605.00000","68058.00000",""
"CM_02","PUBLISHED","1968","EMR","","","AFG","MLE","59219","59219.00000","52281.00000","67667.00000",""
"CM_02","PUBLISHED","1967","EMR","","","AFG","MLE","58847","58847.00000","51965.00000","67175.00000",""
"CM_02","PUBLISHED","1966","EMR","","","AFG","MLE","58456","58456.00000","51529.00000","66804.00000",""
"CM_02","PUBLISHED","1965","EMR","","","AFG","MLE","58129","58129.00000","51193.00000","66619.00000",""
"CM_02","PUBLISHED","1964","EMR","","","AFG","MLE","57887","57887.00000","50737.00000","66539.00000",""
"CM_02","PUBLISHED","1963","EMR","","","AFG","MLE","57619","57619.00000","50245.00000","66714.00000",""
"CM_02","PUBLISHED","2019","EMR","","","AFG","FMLE","25080","25080.00000","20310.00000","30231.00000",""
"CM_02","PUBLISHED","2018","EMR","","","AFG","FMLE","25852","25852.00000","21424.00000","30395.00000",""
"CM_02","PUBLISHED","2017","EMR","","","AFG","FMLE","26633","26633.00000","22525.00000","30694.00000",""
"CM_02","PUBLISHED","2016","EMR","","","AFG","FMLE","27452","27452.00000","23614.00000","31245.00000",""
"CM_02","PUBLISHED","2015","EMR","","","AFG","FMLE","28375","28375.00000","24879.00000","32016.00000",""
"CM_02","PUBLISHED","2002","EMR","","","AFG","MLE","48236","48236.00000","45092.00000","51815.00000",""
"CM_02","PUBLISHED","1988","AFR","","","AGO","BTSX","71168","71168.00000","63160.00000","80861.00000",""
"CM_02","PUBLISHED","1989","AFR","","","AGO","BTSX","73352","73352.00000","65420.00000","83086.00000",""
"CM_02","PUBLISHED","1990","AFR","","","AGO","BTSX","75621","75621.00000","67752.00000","85344.00000",""
"CM_02","PUBLISHED","1991","AFR","","","AGO","BTSX","77861","77861.00000","69931.00000","87883.00000",""
"CM_02","PUBLISHED","1992","AFR","","","AGO","BTSX","80117","80117.00000","72074.00000","90108.00000",""
"CM_02","PUBLISHED","1993","AFR","","","AGO","BTSX","82426","82426.00000","74067.00000","92600.00000",""
"CM_02","PUBLISHED","1994","AFR","","","AGO","BTSX","84575","84575.00000","76017.00000","95019.00000",""
"CM_02","PUBLISHED","1995","AFR","","","AGO","BTSX","86640","86640.00000","77705.00000","97326.00000",""
"CM_02","PUBLISHED","1996","AFR","","","AGO","BTSX","88473","88473.00000","79144.00000","99360.00000",""
"CM_02","PUBLISHED","1997","AFR","","","AGO","BTSX","89935","89935.00000","80392.00000","101210.00000",""
"CM_02","PUBLISHED","1998","AFR","","","AGO","BTSX","91174","91174.00000","81298.00000","102839.00000",""
"CM_02","PUBLISHED","1999","AFR","","","AGO","BTSX","92116","92116.00000","82100.00000","104183.00000",""
"CM_02","PUBLISHED","2000","AFR","","","AGO","BTSX","92708","92708.00000","82430.00000","105334.00000",""
"CM_02","PUBLISHED","2001","AFR","","","AGO","BTSX","93029","93029.00000","82560.00000","106115.00000",""
"CM_02","PUBLISHED","2002","AFR","","","AGO","BTSX","93027","93027.00000","82342.00000","106353.00000",""
"CM_02","PUBLISHED","2003","AFR","","","AGO","BTSX","92611","92611.00000","81343.00000","106123.00000",""
"CM_02","PUBLISHED","2004","AFR","","","AGO","BTSX","91658","91658.00000","79782.00000","105618.00000",""
"CM_02","PUBLISHED","2005","AFR","","","AGO","BTSX","90374","90374.00000","77591.00000","105062.00000",""
"CM_02","PUBLISHED","2006","AFR","","","AGO","BTSX","88615","88615.00000","74501.00000","104891.00000",""
"CM_02","PUBLISHED","2003","EMR","","","AFG","MLE","47769","47769.00000","44670.00000","51303.00000",""
"CM_02","PUBLISHED","2004","EMR","","","AFG","MLE","47144","47144.00000","44103.00000","50633.00000",""
"CM_02","PUBLISHED","2005","EMR","","","AFG","MLE","46372","46372.00000","43327.00000","49772.00000",""
"CM_02","PUBLISHED","2006","EMR","","","AFG","MLE","45486","45486.00000","42482.00000","48810.00000",""
"CM_02","PUBLISHED","2007","EMR","","","AFG","MLE","44420","44420.00000","41450.00000","47721.00000",""
"CM_02","PUBLISHED","2008","EMR","","","AFG","MLE","43226","43226.00000","40265.00000","46536.00000",""
"CM_02","PUBLISHED","2009","EMR","","","AFG","MLE","41952","41952.00000","38954.00000","45283.00000",""
"CM_02","PUBLISHED","2010","EMR","","","AFG","MLE","40622","40622.00000","37542.00000","43986.00000",""
"CM_02","PUBLISHED","2011","EMR","","","AFG","MLE","39276","39276.00000","36059.00000","42766.00000",""
"CM_02","PUBLISHED","2012","EMR","","","AFG","MLE","37950","37950.00000","34596.00000","41560.00000",""
"CM_02","PUBLISHED","2013","EMR","","","AFG","MLE","36660","36660.00000","33128.00000","40502.00000",""
"CM_02","PUBLISHED","2014","EMR","","","AFG","MLE","35459","35459.00000","31652.00000","39522.00000",""
"CM_02","PUBLISHED","2015","EMR","","","AFG","MLE","34326","34326.00000","30178.00000","38672.00000",""
"CM_02","PUBLISHED","2016","EMR","","","AFG","MLE","33314","33314.00000","28804.00000","38008.00000",""
"CM_02","PUBLISHED","2017","EMR","","","AFG","MLE","32372","32372.00000","27419.00000","37408.00000",""
"CM_02","PUBLISHED","2018","EMR","","","AFG","MLE","31542","31542.00000","26185.00000","37061.00000",""
"CM_02","PUBLISHED","2019","EMR","","","AFG","MLE","30717","30717.00000","24834.00000","36928.00000",""
"CM_02","PUBLISHED","1981","AFR","","","AGO","BTSX","57984","57984.00000","46604.00000","73453.00000",""
"CM_02","PUBLISHED","1982","AFR","","","AGO","BTSX","59503","59503.00000","48892.00000","73465.00000",""
"CM_02","PUBLISHED","1983","AFR","","","AGO","BTSX","61079","61079.00000","51148.00000","73831.00000",""
"CM_02","PUBLISHED","1984","AFR","","","AGO","BTSX","62852","62852.00000","53656.00000","74563.00000",""
"CM_02","PUBLISHED","1985","AFR","","","AGO","BTSX","64794","64794.00000","56042.00000","75719.00000",""
"CM_02","PUBLISHED","1986","AFR","","","AGO","BTSX","66841","66841.00000","58447.00000","77127.00000",""
"CM_02","PUBLISHED","1987","AFR","","","AGO","BTSX","68954","68954.00000","60817.00000","78769.00000",""
"CM_02","PUBLISHED","2007","AFR","","","AGO","BTSX","86550","86550.00000","70906.00000","104817.00000",""
"CM_02","PUBLISHED","1993","AFR","","","AGO","FMLE","37740","37740.00000","33706.00000","42596.00000",""
"CM_02","PUBLISHED","1994","AFR","","","AGO","FMLE","38670","38670.00000","34582.00000","43632.00000",""
"CM_02","PUBLISHED","1995","AFR","","","AGO","FMLE","39562","39562.00000","35339.00000","44659.00000",""
"CM_02","PUBLISHED","1996","AFR","","","AGO","FMLE","40363","40363.00000","36005.00000","45551.00000",""
"CM_02","PUBLISHED","1997","AFR","","","AGO","FMLE","41003","41003.00000","36527.00000","46370.00000",""
"CM_02","PUBLISHED","1998","AFR","","","AGO","FMLE","41553","41553.00000","36942.00000","47052.00000",""
"CM_02","PUBLISHED","1999","AFR","","","AGO","FMLE","41974","41974.00000","37185.00000","47621.00000",""
"CM_02","PUBLISHED","2000","AFR","","","AGO","FMLE","42193","42193.00000","37384.00000","48002.00000",""
"CM_02","PUBLISHED","2001","AFR","","","AGO","FMLE","42328","42328.00000","37363.00000","48307.00000",""
"CM_02","PUBLISHED","2002","AFR","","","AGO","FMLE","42286","42286.00000","37206.00000","48381.00000",""
"CM_02","PUBLISHED","2003","AFR","","","AGO","FMLE","42052","42052.00000","36787.00000","48261.00000",""
"CM_02","PUBLISHED","2004","AFR","","","AGO","FMLE","41535","41535.00000","35973.00000","47933.00000",""
"CM_02","PUBLISHED","2005","AFR","","","AGO","FMLE","40903","40903.00000","34869.00000","47681.00000",""
"CM_02","PUBLISHED","2006","AFR","","","AGO","FMLE","39985","39985.00000","33445.00000","47324.00000",""
"CM_02","PUBLISHED","2007","AFR","","","AGO","FMLE","38971","38971.00000","31734.00000","47192.00000",""
"CM_02","PUBLISHED","2008","AFR","","","AGO","FMLE","37756","37756.00000","29770.00000","47242.00000",""
"CM_02","PUBLISHED","2009","AFR","","","AGO","FMLE","36602","36602.00000","27783.00000","47013.00000",""
"CM_02","PUBLISHED","2010","AFR","","","AGO","FMLE","35347","35347.00000","25702.00000","46997.00000",""
"CM_02","PUBLISHED","2011","AFR","","","AGO","FMLE","34006","34006.00000","23645.00000","47009.00000",""
"CM_02","PUBLISHED","2008","AFR","","","AGO","BTSX","84107","84107.00000","66769.00000","104878.00000",""
"CM_02","PUBLISHED","2009","AFR","","","AGO","BTSX","81618","81618.00000","62237.00000","104797.00000",""
"CM_02","PUBLISHED","2010","AFR","","","AGO","BTSX","79043","79043.00000","57565.00000","105129.00000",""
"CM_02","PUBLISHED","2011","AFR","","","AGO","BTSX","76308","76308.00000","53044.00000","105556.00000",""
"CM_02","PUBLISHED","2012","AFR","","","AGO","BTSX","73627","73627.00000","48936.00000","105787.00000",""
"CM_02","PUBLISHED","2013","AFR","","","AGO","BTSX","71229","71229.00000","45217.00000","106283.00000",""
"CM_02","PUBLISHED","2014","AFR","","","AGO","BTSX","69089","69089.00000","42424.00000","106294.00000",""
"CM_02","PUBLISHED","2015","AFR","","","AGO","BTSX","67296","67296.00000","39895.00000","106483.00000",""
"CM_02","PUBLISHED","2016","AFR","","","AGO","BTSX","65936","65936.00000","37815.00000","106518.00000",""
"CM_02","PUBLISHED","2017","AFR","","","AGO","BTSX","64774","64774.00000","36432.00000","106822.00000",""
"CM_02","PUBLISHED","2018","AFR","","","AGO","BTSX","64019","64019.00000","34947.00000","107229.00000",""
"CM_02","PUBLISHED","2019","AFR","","","AGO","BTSX","63216","63216.00000","33723.00000","108238.00000",""
"CM_02","PUBLISHED","1981","AFR","","","AGO","FMLE","26584","26584.00000","21245.00000","33798.00000",""
"CM_02","PUBLISHED","1982","AFR","","","AGO","FMLE","27276","27276.00000","22311.00000","33784.00000",""
"CM_02","PUBLISHED","1983","AFR","","","AGO","FMLE","28011","28011.00000","23372.00000","34025.00000",""
"CM_02","PUBLISHED","1984","AFR","","","AGO","FMLE","28811","28811.00000","24436.00000","34284.00000",""
"CM_02","PUBLISHED","1985","AFR","","","AGO","FMLE","29681","29681.00000","25507.00000","34842.00000",""
"CM_02","PUBLISHED","1986","AFR","","","AGO","FMLE","30642","30642.00000","26598.00000","35556.00000",""
"CM_02","PUBLISHED","1987","AFR","","","AGO","FMLE","31630","31630.00000","27677.00000","36296.00000",""
"CM_02","PUBLISHED","1988","AFR","","","AGO","FMLE","32640","32640.00000","28770.00000","37202.00000",""
"CM_02","PUBLISHED","1989","AFR","","","AGO","FMLE","33633","33633.00000","29821.00000","38190.00000",""
"CM_02","PUBLISHED","1990","AFR","","","AGO","FMLE","34647","34647.00000","30827.00000","39266.00000",""
"CM_02","PUBLISHED","1991","AFR","","","AGO","FMLE","35661","35661.00000","31818.00000","40355.00000",""
"CM_02","PUBLISHED","1992","AFR","","","AGO","FMLE","36690","36690.00000","32778.00000","41433.00000",""
"CM_02","PUBLISHED","2012","AFR","","","AGO","FMLE","32708","32708.00000","21679.00000","47098.00000",""
"CM_02","PUBLISHED","1998","AFR","","","AGO","MLE","49621","49621.00000","43995.00000","55990.00000",""
"CM_02","PUBLISHED","1999","AFR","","","AGO","MLE","50142","50142.00000","44422.00000","56812.00000",""
"CM_02","PUBLISHED","2000","AFR","","","AGO","MLE","50515","50515.00000","44710.00000","57381.00000",""
"CM_02","PUBLISHED","2001","AFR","","","AGO","MLE","50701","50701.00000","44808.00000","57883.00000",""
"CM_02","PUBLISHED","2002","AFR","","","AGO","MLE","50741","50741.00000","44657.00000","57996.00000",""
"CM_02","PUBLISHED","2003","AFR","","","AGO","MLE","50559","50559.00000","44233.00000","58050.00000",""
"CM_02","PUBLISHED","2004","AFR","","","AGO","MLE","50123","50123.00000","43494.00000","57863.00000",""
"CM_02","PUBLISHED","2005","AFR","","","AGO","MLE","49471","49471.00000","42301.00000","57773.00000",""
"CM_02","PUBLISHED","2006","AFR","","","AGO","MLE","48630","48630.00000","40718.00000","57692.00000",""
"CM_02","PUBLISHED","2007","AFR","","","AGO","MLE","47579","47579.00000","38819.00000","57581.00000",""
