"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","NATIONALSYSTEMTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001769","PUBLISHED","2016","EUR","ARM","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ARM","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ARM","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ARM","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ATG","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ATG","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ATG","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ATG","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","AUS","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","AUS","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","AUS","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","AUS","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AUT","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AUT","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AUT","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AUT","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AZE","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AZE","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AZE","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","AZE","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BDI","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BDI","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BDI","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BDI","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BEL","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BEL","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BEL","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BEL","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BEN","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BEN","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BEN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BEN","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BFA","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BFA","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BFA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BFA","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BGD","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BGD","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BGD","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BGD","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BGR","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BGR","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BGR","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BGR","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2014","EMR","BHR","SA_NST_SOCIALCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","BHR","SA_NST_ALCOHOLCONSUMPTION","No data","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","BHR","SA_NST_HEALTHCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","BHR","SA_NST_ALCOHOLPOLICYRESPONSES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BHS","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BHS","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BHS","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BHS","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BIH","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BIH","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BIH","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BIH","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BLR","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BLR","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BLR","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","BLR","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BLZ","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BLZ","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BLZ","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BLZ","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BOL","SA_NST_ALCOHOLCONSUMPTION","No data","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BOL","SA_NST_HEALTHCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BOL","SA_NST_ALCOHOLPOLICYRESPONSES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BOL","SA_NST_SOCIALCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRA","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRA","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRA","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRA","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRB","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRB","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRB","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","BRB","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","BRN","SA_NST_ALCOHOLCONSUMPTION","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","BRN","SA_NST_HEALTHCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","BRN","SA_NST_ALCOHOLPOLICYRESPONSES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","BRN","SA_NST_SOCIALCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BTN","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BTN","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BTN","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","SEAR","BTN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BWA","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BWA","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BWA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","BWA","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CAF","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CAF","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CAF","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CAF","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CAN","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CAN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CAN","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CAN","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CHE","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CHE","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CHE","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CHE","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CHL","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CHL","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CHL","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CHL","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","CHN","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","CHN","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","CHN","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","CHN","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CIV","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CIV","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CIV","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CIV","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CMR","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CMR","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CMR","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CMR","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COD","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COD","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COD","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COD","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COG","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COG","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COG","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COG","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","COK","SA_NST_ALCOHOLPOLICYRESPONSES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","COK","SA_NST_HEALTHCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","COK","SA_NST_SOCIALCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","COK","SA_NST_ALCOHOLCONSUMPTION","No data","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","COL","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","COL","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","COL","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","COL","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COM","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COM","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COM","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","COM","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CPV","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CPV","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CPV","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","CPV","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CRI","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CRI","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CRI","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CRI","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CUB","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CUB","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CUB","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","CUB","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CYP","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CYP","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CYP","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CYP","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CZE","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CZE","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CZE","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","CZE","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DEU","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DEU","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DEU","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DEU","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","DJI","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","DJI","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","DJI","SA_NST_ALCOHOLCONSUMPTION","No data","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","DJI","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DMA","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DMA","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DMA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DMA","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DNK","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DNK","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DNK","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","DNK","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DOM","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DOM","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DOM","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","DOM","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","DZA","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","DZA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","DZA","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","DZA","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ECU","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ECU","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ECU","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AMR","ECU","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","EGY","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","EGY","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","EGY","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EMR","EGY","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ERI","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ERI","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ERI","SA_NST_ALCOHOLCONSUMPTION","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ERI","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ESP","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ESP","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ESP","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","ESP","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","EST","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","EST","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","EST","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","EST","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ETH","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ETH","SA_NST_HEALTHCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ETH","SA_NST_SOCIALCONSEQUENCES","No","","","",""
"SA_0000001769","PUBLISHED","2016","AFR","ETH","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FIN","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FIN","SA_NST_SOCIALCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FIN","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FIN","SA_NST_ALCOHOLPOLICYRESPONSES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","FJI","SA_NST_HEALTHCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","FJI","SA_NST_ALCOHOLCONSUMPTION","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","FJI","SA_NST_ALCOHOLPOLICYRESPONSES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","WPR","FJI","SA_NST_SOCIALCONSEQUENCES","No data","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FRA","SA_NST_ALCOHOLCONSUMPTION","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FRA","SA_NST_HEALTHCONSEQUENCES","Yes","","","",""
"SA_0000001769","PUBLISHED","2016","EUR","FRA","SA_NST_ALCOHOLPOLICYRESPONSES","No","","","",""
